GROUP_SET,GROUP_VALUE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,EFG_PCT,BLKA,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,CFID,CFPARAMS
Assisted Shot,Assisted,85.0,85.0,1.0,53.0,53.0,1.0,1.312,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,41.0,41.0,1.0,3.0,3.0,1.0,1.037,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,194.0,194.0,1.0,90.0,90.0,1.0,1.232,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,126.0,126.0,1.0,14.0,14.0,1.0,1.056,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,90.0,90.0,1.0,46.0,46.0,1.0,1.256,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,35.0,35.0,1.0,1.0,1.0,1.0,1.014,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,120.0,120.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,58.0,58.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,132.0,132.0,1.0,78.0,78.0,1.0,1.295,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,189.0,189.0,1.0,19.0,19.0,1.0,1.05,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,102.0,102.0,1.0,48.0,48.0,1.0,1.235,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,65.0,65.0,1.0,4.0,4.0,1.0,1.031,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,359.0,359.0,1.0,124.0,124.0,1.0,1.173,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,139.0,139.0,1.0,2.0,2.0,1.0,1.007,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,130.0,130.0,1.0,2.0,2.0,1.0,1.008,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,16.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,54.0,54.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,23.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,23.0,23.0,1.0,4.0,4.0,1.0,1.087,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,47.0,47.0,1.0,14.0,14.0,1.0,1.149,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,24.0,24.0,1.0,2.0,2.0,1.0,1.042,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,99.0,99.0,1.0,58.0,58.0,1.0,1.293,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,218.0,218.0,1.0,42.0,42.0,1.0,1.096,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,42.0,42.0,1.0,20.0,20.0,1.0,1.238,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,29.0,29.0,1.0,2.0,2.0,1.0,1.034,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,90.0,90.0,1.0,45.0,45.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,187.0,187.0,1.0,15.0,15.0,1.0,1.04,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,37.0,37.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,12.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,226.0,226.0,1.0,167.0,167.0,1.0,1.369,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,105.0,105.0,1.0,22.0,22.0,1.0,1.105,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,149.0,149.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,70.0,70.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,24.0,24.0,1.0,13.0,13.0,1.0,1.271,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,58.0,58.0,1.0,44.0,44.0,1.0,1.379,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,90.0,90.0,1.0,24.0,24.0,1.0,1.133,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,169.0,169.0,1.0,77.0,77.0,1.0,1.228,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,118.0,118.0,1.0,10.0,10.0,1.0,1.042,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,183.0,183.0,1.0,45.0,45.0,1.0,1.123,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,38.0,38.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,127.0,127.0,1.0,54.0,54.0,1.0,1.213,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,202.0,202.0,1.0,20.0,20.0,1.0,1.05,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,258.0,258.0,1.0,100.0,100.0,1.0,1.194,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,101.0,101.0,1.0,5.0,5.0,1.0,1.025,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,57.0,57.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,23.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,83.0,83.0,1.0,12.0,12.0,1.0,1.072,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,57.0,57.0,1.0,2.0,2.0,1.0,1.018,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,36.0,36.0,1.0,22.0,22.0,1.0,1.306,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,77.0,77.0,1.0,21.0,21.0,1.0,1.136,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,142.0,142.0,1.0,12.0,12.0,1.0,1.042,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,53.0,53.0,1.0,1.0,1.0,1.0,1.009,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,75.0,75.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,26.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,239.0,239.0,1.0,1.0,1.0,1.0,1.002,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,110.0,110.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,17.0,17.0,1.0,9.0,9.0,1.0,1.265,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,7.0,7.0,1.0,1.0,1.0,1.0,1.071,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,18.0,18.0,1.0,16.0,16.0,1.0,1.444,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,4.0,4.0,1.0,3.0,3.0,1.0,1.375,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,193.0,193.0,1.0,26.0,26.0,1.0,1.067,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,114.0,114.0,1.0,2.0,2.0,1.0,1.009,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,76.0,76.0,1.0,52.0,52.0,1.0,1.342,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,93.0,93.0,1.0,23.0,23.0,1.0,1.124,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,82.0,82.0,1.0,34.0,34.0,1.0,1.207,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,41.0,41.0,1.0,5.0,5.0,1.0,1.061,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,209.0,209.0,1.0,89.0,89.0,1.0,1.213,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,216.0,216.0,1.0,23.0,23.0,1.0,1.053,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,38.0,38.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,128.0,128.0,1.0,51.0,51.0,1.0,1.199,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,48.0,48.0,1.0,3.0,3.0,1.0,1.031,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,133.0,133.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,42.0,42.0,1.0,1.0,1.0,1.0,1.012,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,103.0,103.0,1.0,62.0,62.0,1.0,1.301,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,8.0,8.0,1.0,3.0,3.0,1.0,1.188,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,282.0,282.0,1.0,96.0,96.0,1.0,1.17,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,119.0,119.0,1.0,4.0,4.0,1.0,1.017,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,102.0,102.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,23.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,216.0,216.0,1.0,81.0,81.0,1.0,1.188,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,79.0,79.0,1.0,1.0,1.0,1.0,1.006,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,57.0,57.0,1.0,28.0,28.0,1.0,1.246,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,32.0,32.0,1.0,2.0,2.0,1.0,1.031,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,35.0,35.0,1.0,1.0,1.0,1.0,1.014,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,10.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,36.0,36.0,1.0,5.0,5.0,1.0,1.069,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,16.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,2.0,2.0,1.0,1.0,1.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,527.0,527.0,1.0,255.0,255.0,1.0,1.242,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,124.0,124.0,1.0,21.0,21.0,1.0,1.085,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,128.0,128.0,1.0,38.0,38.0,1.0,1.148,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,43.0,43.0,1.0,1.0,1.0,1.0,1.012,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,162.0,162.0,1.0,23.0,23.0,1.0,1.071,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,35.0,35.0,1.0,1.0,1.0,1.0,1.014,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,97.0,97.0,1.0,2.0,2.0,1.0,1.01,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,106.0,106.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,375.0,375.0,1.0,225.0,225.0,1.0,1.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,430.0,430.0,1.0,177.0,177.0,1.0,1.206,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,8.0,8.0,1.0,1.0,1.0,1.0,1.063,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Assisted,154.0,154.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,77.0,77.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,161.0,161.0,1.0,58.0,58.0,1.0,1.18,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,51.0,51.0,1.0,3.0,3.0,1.0,1.029,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,69.0,69.0,1.0,16.0,16.0,1.0,1.116,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,21.0,21.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,264.0,264.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,108.0,108.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,209.0,209.0,1.0,123.0,123.0,1.0,1.294,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,501.0,501.0,1.0,113.0,113.0,1.0,1.113,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,107.0,107.0,1.0,84.0,84.0,1.0,1.393,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,44.0,44.0,1.0,9.0,9.0,1.0,1.102,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,91.0,91.0,1.0,39.0,39.0,1.0,1.214,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,36.0,36.0,1.0,2.0,2.0,1.0,1.028,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,18.0,18.0,1.0,6.0,6.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,11.0,11.0,1.0,1.0,1.0,1.0,1.045,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,131.0,131.0,1.0,78.0,78.0,1.0,1.298,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,85.0,85.0,1.0,13.0,13.0,1.0,1.076,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,62.0,62.0,1.0,3.0,3.0,1.0,1.024,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,45.0,45.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,37.0,37.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,21.0,21.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,151.0,151.0,1.0,104.0,104.0,1.0,1.344,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,107.0,107.0,1.0,20.0,20.0,1.0,1.093,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,124.0,124.0,1.0,23.0,23.0,1.0,1.093,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,42.0,42.0,1.0,2.0,2.0,1.0,1.024,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,272.0,272.0,1.0,169.0,169.0,1.0,1.311,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,85.0,85.0,1.0,16.0,16.0,1.0,1.094,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,51.0,51.0,1.0,29.0,29.0,1.0,1.284,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,88.0,88.0,1.0,7.0,7.0,1.0,1.04,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,107.0,107.0,1.0,51.0,51.0,1.0,1.238,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,119.0,119.0,1.0,11.0,11.0,1.0,1.046,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,193.0,193.0,1.0,4.0,4.0,1.0,1.01,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,108.0,108.0,1.0,2.0,2.0,1.0,1.009,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,19.0,19.0,1.0,8.0,8.0,1.0,1.211,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,7.0,7.0,1.0,1.0,1.0,1.0,1.071,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,86.0,86.0,1.0,41.0,41.0,1.0,1.238,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,429.0,429.0,1.0,81.0,81.0,1.0,1.094,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,104.0,104.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,30.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,279.0,279.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,78.0,78.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,374.0,374.0,1.0,189.0,189.0,1.0,1.253,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,48.0,48.0,1.0,11.0,11.0,1.0,1.115,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,154.0,154.0,1.0,86.0,86.0,1.0,1.279,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,225.0,225.0,1.0,31.0,31.0,1.0,1.069,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,9.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,175.0,175.0,1.0,60.0,60.0,1.0,1.171,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,179.0,179.0,1.0,7.0,7.0,1.0,1.02,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,91.0,91.0,1.0,39.0,39.0,1.0,1.214,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,36.0,36.0,1.0,2.0,2.0,1.0,1.028,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,72.0,72.0,1.0,22.0,22.0,1.0,1.153,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,156.0,156.0,1.0,8.0,8.0,1.0,1.026,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,86.0,86.0,1.0,13.0,13.0,1.0,1.076,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,8.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,20.0,20.0,1.0,16.0,16.0,1.0,1.4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,35.0,35.0,1.0,12.0,12.0,1.0,1.171,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,106.0,106.0,1.0,72.0,72.0,1.0,1.34,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,38.0,38.0,1.0,3.0,3.0,1.0,1.039,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,193.0,193.0,1.0,102.0,102.0,1.0,1.264,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,15.0,15.0,1.0,1.0,1.0,1.0,1.033,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
Assisted Shot,Assisted,32.0,32.0,1.0,19.0,19.0,1.0,1.297,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,Assisted
Assisted Shot,Unassisted,7.0,7.0,1.0,1.0,1.0,1.0,1.071,0.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,Unassisted
