"gameorder","game_id","lg_id","X_iscopy","year_id","date_game","seasongame","is_playoffs","team_id","fran_id","pts","elo_i","elo_n","win_equiv","opp_id","opp_fran","opp_pts","opp_elo_i","opp_elo_n","game_location","game_result","forecast"
1,21500001,"NBA",0,2015,"2015-10-27",1,0,"ATL",NA,94,1561.84355,1552.80506127878,NA,"DET",NA,106,1472.0588,1487.76500568893,"H","L",0.626409157041911
1,21500001,"NBA",1,2015,"2015-10-27",1,0,"DET",NA,106,1472.0588,1487.76500568893,NA,"ATL",NA,94,1561.84355,1552.80506127878,"A","W",0.373590842958089
2,21500002,"NBA",0,2015,"2015-10-27",1,0,"CHI",NA,97,1569.533975,1575.78212466724,NA,"CLE",NA,95,1645.314425,1643.78737549427,"H","W",0.392640285735329
2,21500002,"NBA",1,2015,"2015-10-27",1,0,"CLE",NA,95,1645.314425,1643.78737549427,NA,"CHI",NA,97,1569.533975,1575.78212466724,"A","L",0.607359714264671
3,21500003,"NBA",0,2015,"2015-10-27",1,0,"GSW",NA,111,1742.966075,1748.17456979451,NA,"NOP",NA,95,1521.178175,1515.67483235538,"H","W",0.781889870026199
3,21500003,"NBA",1,2015,"2015-10-27",1,0,"NOP",NA,95,1521.178175,1515.67483235538,NA,"GSW",NA,111,1742.966075,1748.17456979451,"A","L",0.218110129973801
4,21500004,"NBA",0,2015,"2015-10-28",1,0,"ORL",NA,87,1360.168625,1358.72762475879,NA,"WAS",NA,88,1535.828375,1537.71903749115,"H","L",0.266749220205417
4,21500004,"NBA",1,2015,"2015-10-28",1,0,"WAS",NA,88,1535.828375,1537.71903749115,NA,"ORL",NA,87,1360.168625,1358.72762475879,"A","W",0.733250779794583
5,21500005,"NBA",0,2015,"2015-10-28",1,0,"BOS",NA,112,1519.678625,1526.17882283393,NA,"PHI",NA,95,1333.391825,1326.7936834655,"H","W",0.745044137899748
5,21500005,"NBA",1,2015,"2015-10-28",1,0,"PHI",NA,95,1333.391825,1326.7936834655,NA,"BOS",NA,112,1519.678625,1526.17882283393,"A","L",0.254955862100252
6,21500006,"NBA",1,2015,"2015-10-28",2,0,"CHI",NA,115,1575.78212466724,1584.51095097038,NA,"BKN",NA,100,1469.5529,1462.06987929117,"A","W",0.648283939056264
6,21500006,"NBA",0,2015,"2015-10-28",1,0,"BKN",NA,100,1469.5529,1462.06987929117,NA,"CHI",NA,115,1575.78212466724,1584.51095097038,"H","L",0.351716060943736
7,21500007,"NBA",0,2015,"2015-10-28",2,0,"DET",NA,92,1487.76500568893,1496.28053282052,NA,"UTA",NA,87,1542.71405,1540.14154389668,"H","W",0.421574773043214
7,21500007,"NBA",1,2015,"2015-10-28",1,0,"UTA",NA,87,1542.71405,1540.14154389668,NA,"DET",NA,92,1487.76500568893,1496.28053282052,"A","L",0.578425226956786
8,21500008,"NBA",0,2015,"2015-10-28",1,0,"MIA",NA,104,1468.145075,1477.00047665419,NA,"CHA",NA,94,1426.797875,1421.03189041305,"H","W",0.55922407822058
8,21500008,"NBA",1,2015,"2015-10-28",1,0,"CHA",NA,94,1426.797875,1421.03189041305,NA,"MIA",NA,104,1468.145075,1477.00047665419,"A","L",0.44077592177942
9,21500009,"NBA",0,2015,"2015-10-28",1,0,"TOR",NA,106,1501.545425,1510.06237877608,NA,"IND",NA,99,1504.903475,1500.83343323747,"H","W",0.495167528057633
9,21500009,"NBA",1,2015,"2015-10-28",1,0,"IND",NA,99,1504.903475,1500.83343323747,NA,"TOR",NA,106,1501.545425,1510.06237877608,"A","L",0.504832471942367
10,21500010,"NBA",0,2015,"2015-10-28",1,0,"HOU",NA,85,1617.226925,1600.70939880244,NA,"DEN",NA,105,1443.02135,1470.87047330909,"H","L",0.731610287027065
10,21500010,"NBA",1,2015,"2015-10-28",1,0,"DEN",NA,105,1443.02135,1470.87047330909,NA,"HOU",NA,85,1617.226925,1600.70939880244,"A","W",0.268389712972935
11,21500011,"NBA",1,2015,"2015-10-28",2,0,"CLE",NA,106,1643.78737549427,1660.9920742032,NA,"MEM",NA,76,1582.509125,1566.34539527342,"A","W",0.587283309583469
11,21500011,"NBA",0,2015,"2015-10-28",1,0,"MEM",NA,76,1582.509125,1566.34539527342,NA,"CLE",NA,106,1643.78737549427,1660.9920742032,"H","L",0.412716690416531
12,21500012,"NBA",0,2015,"2015-10-28",1,0,"MIL",NA,97,1458.70355,1439.03624128571,NA,"NYK",NA,122,1318.01345,1347.91616967044,"H","L",0.69208336078422
12,21500012,"NBA",1,2015,"2015-10-28",1,0,"NYK",NA,122,1318.01345,1347.91616967044,NA,"MIL",NA,97,1458.70355,1439.03624128571,"A","W",0.30791663921578
13,21500013,"NBA",0,2015,"2015-10-28",1,0,"OKC",NA,112,1563.671375,1574.53563005451,NA,"SAS",NA,106,1666.97255,1663.14995878315,"H","W",0.355568786800574
13,21500013,"NBA",1,2015,"2015-10-28",1,0,"SAS",NA,106,1666.97255,1663.14995878315,NA,"OKC",NA,112,1563.671375,1574.53563005451,"A","L",0.644431213199426
14,21500014,"NBA",0,2015,"2015-10-28",1,0,"PHX",NA,95,1476.3812,1467.51168688973,NA,"DAL",NA,111,1543.68725,1554.47506941081,"H","L",0.404332571705005
14,21500014,"NBA",1,2015,"2015-10-28",1,0,"DAL",NA,111,1543.68725,1554.47506941081,NA,"PHX",NA,95,1476.3812,1467.51168688973,"A","W",0.595667428294995
15,21500015,"NBA",1,2015,"2015-10-28",2,0,"NOP",NA,94,1515.67483235538,1504.73242188017,NA,"POR",NA,112,1543.804175,1557.49614254296,"A","L",0.459606841917808
15,21500015,"NBA",0,2015,"2015-10-28",1,0,"POR",NA,112,1543.804175,1557.49614254296,NA,"NOP",NA,94,1515.67483235538,1504.73242188017,"H","W",0.540393158082192
16,21500016,"NBA",0,2015,"2015-10-28",1,0,"SAC",NA,104,1439.96015,1437.70458229908,NA,"LAC",NA,111,1647.157325,1650.51695733361,"H","L",0.232772315992361
16,21500016,"NBA",1,2015,"2015-10-28",1,0,"LAC",NA,111,1647.157325,1650.51695733361,NA,"SAC",NA,104,1439.96015,1437.70458229908,"A","W",0.767227684007639
17,21500017,"NBA",0,2015,"2015-10-28",1,0,"LAL",NA,111,1338.679625,1336.28924147505,NA,"MIN",NA,112,1324.2185,1328.47782373718,"H","L",0.520799222108269
17,21500017,"NBA",1,2015,"2015-10-28",1,0,"MIN",NA,112,1324.2185,1328.47782373718,NA,"LAL",NA,111,1338.679625,1336.28924147505,"A","W",0.479200777891731
18,21500018,"NBA",0,2015,"2015-10-29",2,0,"IND",NA,103,1500.83343323747,1496.03307209034,NA,"MEM",NA,112,1566.34539527342,1573.87086800153,"H","L",0.406822388825117
18,21500018,"NBA",1,2015,"2015-10-29",2,0,"MEM",NA,112,1566.34539527342,1573.87086800153,NA,"IND",NA,103,1500.83343323747,1496.03307209034,"A","W",0.593177611174883
19,21500019,"NBA",1,2015,"2015-10-29",2,0,"ATL",NA,112,1552.80506127878,1557.2544797935,NA,"NYK",NA,101,1347.91616967044,1343.95758277336,"A","W",0.764846248406479
19,21500019,"NBA",0,2015,"2015-10-29",2,0,"NYK",NA,101,1347.91616967044,1343.95758277336,NA,"ATL",NA,112,1552.80506127878,1557.2544797935,"H","L",0.235153751593521
20,21500020,"NBA",1,2015,"2015-10-29",2,0,"DAL",NA,88,1554.47506941081,1546.26446631067,NA,"LAC",NA,104,1650.51695733361,1660.05270449357,"A","L",0.365200763029738
20,21500020,"NBA",0,2015,"2015-10-29",2,0,"LAC",NA,104,1650.51695733361,1660.05270449357,NA,"DAL",NA,88,1554.47506941081,1546.26446631067,"H","W",0.634799236970262
21,21500021,"NBA",0,2015,"2015-10-30",3,0,"CLE",NA,102,1660.9920742032,1665.65029075752,NA,"MIA",NA,92,1477.00047665419,1473.18165476428,"H","W",0.742526311933815
21,21500021,"NBA",1,2015,"2015-10-30",2,0,"MIA",NA,92,1477.00047665419,1473.18165476428,NA,"CLE",NA,102,1660.9920742032,1665.65029075752,"A","L",0.257473688066185
22,21500022,"NBA",0,2015,"2015-10-30",2,0,"ORL",NA,136,1358.72762475879,1358.72762475879,NA,"OKC",NA,139,1574.53563005451,1576.67183726266,"H","L",0.224037501018521
22,21500022,"NBA",1,2015,"2015-10-30",2,0,"OKC",NA,139,1574.53563005451,1576.67183726266,NA,"ORL",NA,136,1358.72762475879,1358.72762475879,"A","W",0.775962498981479
23,21500023,"NBA",0,2015,"2015-10-30",2,0,"PHI",NA,71,1326.7936834655,1317.22872070824,NA,"UTA",NA,99,1540.14154389668,1548.18987997167,"H","L",0.226509060911234
23,21500023,"NBA",1,2015,"2015-10-30",2,0,"UTA",NA,99,1540.14154389668,1548.18987997167,NA,"PHI",NA,71,1326.7936834655,1317.22872070824,"A","W",0.773490939088766
24,21500024,"NBA",0,2015,"2015-10-30",2,0,"BOS",NA,103,1526.17882283393,1519.64553171702,NA,"TOR",NA,113,1510.06237877608,1521.06275992456,"H","L",0.52317680629458
24,21500024,"NBA",1,2015,"2015-10-30",2,0,"TOR",NA,113,1510.06237877608,1521.06275992456,NA,"BOS",NA,103,1526.17882283393,1519.64553171702,"A","W",0.47682319370542
25,21500025,"NBA",0,2015,"2015-10-30",3,0,"DET",NA,98,1496.28053282052,1504.77702167478,NA,"CHI",NA,94,1584.51095097038,1582.95588017914,"H","W",0.375687089436408
25,21500025,"NBA",1,2015,"2015-10-30",3,0,"CHI",NA,94,1584.51095097038,1582.95588017914,NA,"DET",NA,98,1496.28053282052,1504.77702167478,"A","L",0.624312910563592
26,21500026,"NBA",0,2015,"2015-10-30",3,0,"ATL",NA,97,1557.2544797935,1560.41456615287,NA,"CHA",NA,94,1421.03189041305,1421.03189041305,"H","W",0.68657605163891
26,21500026,"NBA",1,2015,"2015-10-30",2,0,"CHA",NA,94,1421.03189041305,1421.03189041305,NA,"ATL",NA,97,1557.2544797935,1560.41456615287,"A","L",0.31342394836109
27,21500027,"NBA",1,2015,"2015-10-30",2,0,"WAS",NA,118,1537.71903749115,1542.43716701054,NA,"MIL",NA,113,1439.03624128571,1437.21303130721,"A","W",0.638316296109434
27,21500027,"NBA",0,2015,"2015-10-30",2,0,"MIL",NA,113,1439.03624128571,1437.21303130721,NA,"WAS",NA,118,1537.71903749115,1542.43716701054,"H","L",0.361683703890566
28,21500028,"NBA",1,2015,"2015-10-30",2,0,"BKN",NA,75,1462.06987929117,1452.41111964509,NA,"SAS",NA,102,1663.14995878315,1671.49638046624,"A","L",0.239120028447977
28,21500028,"NBA",0,2015,"2015-10-30",2,0,"SAS",NA,102,1663.14995878315,1671.49638046624,NA,"BKN",NA,75,1462.06987929117,1452.41111964509,"H","W",0.760879971552023
29,21500029,"NBA",0,2015,"2015-10-30",2,0,"DEN",NA,78,1470.87047330909,1457.14636840961,NA,"MIN",NA,95,1328.47782373718,1351.42776031373,"H","L",0.694167980060738
29,21500029,"NBA",1,2015,"2015-10-30",2,0,"MIN",NA,95,1328.47782373718,1351.42776031373,NA,"DEN",NA,78,1470.87047330909,1457.14636840961,"A","W",0.305832019939263
30,21500030,"NBA",1,2015,"2015-10-30",2,0,"GSW",NA,112,1748.17456979451,1756.95591121015,NA,"HOU",NA,92,1600.70939880244,1591.96990243717,"A","W",0.700331674289832
30,21500030,"NBA",0,2015,"2015-10-30",2,0,"HOU",NA,92,1600.70939880244,1591.96990243717,NA,"GSW",NA,112,1748.17456979451,1756.95591121015,"H","L",0.299668325710168
31,21500031,"NBA",0,2015,"2015-10-30",2,0,"SAC",NA,132,1437.70458229908,1447.79295974651,NA,"LAL",NA,114,1336.28924147505,1327.2205479086,"H","W",0.641939852595315
31,21500031,"NBA",1,2015,"2015-10-30",2,0,"LAL",NA,114,1336.28924147505,1327.2205479086,NA,"SAC",NA,132,1437.70458229908,1447.79295974651,"A","L",0.358060147404685
32,21500032,"NBA",0,2015,"2015-10-30",2,0,"PHX",NA,110,1467.51168688973,1488.08171680554,NA,"POR",NA,92,1557.49614254296,1543.89120528685,"H","W",0.37332185228476
32,21500032,"NBA",1,2015,"2015-10-30",2,0,"POR",NA,92,1557.49614254296,1543.89120528685,NA,"PHX",NA,110,1467.51168688973,1488.08171680554,"A","L",0.62667814771524
33,21500033,"NBA",1,2015,"2015-10-31",3,0,"UTA",NA,97,1548.18987997167,1562.0345664755,NA,"IND",NA,76,1496.03307209034,1484.07680925078,"A","W",0.574500873061562
33,21500033,"NBA",0,2015,"2015-10-31",3,0,"IND",NA,76,1496.03307209034,1484.07680925078,NA,"UTA",NA,97,1548.18987997167,1562.0345664755,"H","L",0.425499126938438
34,21500034,"NBA",0,2015,"2015-10-31",3,0,"WAS",NA,110,1542.43716701054,1537.14824625823,NA,"NYK",NA,117,1343.95758277336,1359.12158138157,"H","L",0.758145741259272
34,21500034,"NBA",1,2015,"2015-10-31",3,0,"NYK",NA,117,1343.95758277336,1359.12158138157,NA,"WAS",NA,110,1542.43716701054,1537.14824625823,"A","W",0.241854258740728
35,21500035,"NBA",1,2015,"2015-10-31",3,0,"GSW",NA,134,1756.95591121015,1761.01647835449,NA,"NOP",NA,120,1504.73242188017,1500.41680403686,"A","W",0.810292997319297
35,21500035,"NBA",0,2015,"2015-10-31",3,0,"NOP",NA,120,1504.73242188017,1500.41680403686,NA,"GSW",NA,134,1756.95591121015,1761.01647835449,"H","L",0.189707002680703
36,21500036,"NBA",1,2015,"2015-10-31",3,0,"BKN",NA,91,1452.41111964509,1447.75985699101,NA,"MEM",NA,101,1573.87086800153,1580.15117830442,"A","L",0.331994386808832
36,21500036,"NBA",0,2015,"2015-10-31",3,0,"MEM",NA,101,1573.87086800153,1580.15117830442,NA,"BKN",NA,91,1452.41111964509,1447.75985699101,"H","W",0.668005613191168
37,21500037,"NBA",1,2015,"2015-10-31",3,0,"PHX",NA,101,1488.08171680554,1501.44337440429,NA,"POR",NA,90,1543.89120528685,1536.08169689958,"A","W",0.420367430016017
37,21500037,"NBA",0,2015,"2015-10-31",3,0,"POR",NA,90,1543.89120528685,1536.08169689958,NA,"PHX",NA,101,1488.08171680554,1501.44337440429,"H","L",0.579632569983983
38,21500038,"NBA",1,2015,"2015-10-31",3,0,"SAC",NA,109,1447.79295974651,1446.5200363113,NA,"LAC",NA,114,1660.05270449357,1662.79121502138,"A","L",0.227608357215311
38,21500038,"NBA",0,2015,"2015-10-31",3,0,"LAC",NA,114,1660.05270449357,1662.79121502138,NA,"SAC",NA,109,1447.79295974651,1446.5200363113,"H","W",0.772391642784689
39,21500039,"NBA",1,2015,"2015-11-01",4,0,"ATL",NA,94,1560.41456615287,1563.10563940841,NA,"CHA",NA,92,1421.03189041305,1420.10290915485,"A","W",0.690477196220117
39,21500039,"NBA",0,2015,"2015-11-01",3,0,"CHA",NA,92,1421.03189041305,1420.10290915485,NA,"ATL",NA,94,1560.41456615287,1563.10563940841,"H","L",0.309522803779883
40,21500040,"NBA",0,2015,"2015-11-01",3,0,"BOS",NA,87,1519.64553171702,1516.40715968729,NA,"SAS",NA,95,1671.49638046624,1676.26315275304,"H","L",0.29439696013248
40,21500040,"NBA",1,2015,"2015-11-01",3,0,"SAS",NA,95,1671.49638046624,1676.26315275304,NA,"BOS",NA,87,1519.64553171702,1516.40715968729,"A","W",0.70560303986752
41,21500041,"NBA",0,2015,"2015-11-01",3,0,"MIA",NA,109,1473.18165476428,1497.24015223772,NA,"HOU",NA,89,1591.96990243717,1576.35810132818,"H","W",0.335413683440745
41,21500041,"NBA",1,2015,"2015-11-01",3,0,"HOU",NA,89,1591.96990243717,1576.35810132818,NA,"MIA",NA,109,1473.18165476428,1497.24015223772,"A","L",0.664586316559255
42,21500042,"NBA",0,2015,"2015-11-01",3,0,"TOR",NA,106,1521.06275992456,1532.36959620699,NA,"MIL",NA,87,1437.21303130721,1427.18879415989,"H","W",0.618380007502774
42,21500042,"NBA",1,2015,"2015-11-01",3,0,"MIL",NA,87,1437.21303130721,1427.18879415989,NA,"TOR",NA,106,1521.06275992456,1532.36959620699,"A","L",0.381619992497226
43,21500043,"NBA",0,2015,"2015-11-01",4,0,"CHI",NA,92,1582.95588017914,1585.53032939414,NA,"ORL",NA,87,1358.72762475879,1357.5070894861,"H","W",0.784276069288014
43,21500043,"NBA",1,2015,"2015-11-01",3,0,"ORL",NA,87,1358.72762475879,1357.5070894861,NA,"CHI",NA,92,1582.95588017914,1585.53032939414,"A","L",0.215723930711986
44,21500044,"NBA",1,2015,"2015-11-01",3,0,"DEN",NA,93,1457.14636840961,1445.88092123308,NA,"OKC",NA,117,1576.67183726266,1588.04168582618,"A","L",0.334468357042664
44,21500044,"NBA",0,2015,"2015-11-01",3,0,"OKC",NA,117,1576.67183726266,1588.04168582618,NA,"DEN",NA,93,1457.14636840961,1445.88092123308,"H","W",0.665531642957336
45,21500045,"NBA",1,2015,"2015-11-01",3,0,"DAL",NA,103,1546.26446631067,1550.16414608183,NA,"LAL",NA,93,1327.2205479086,1323.83407730094,"A","W",0.779184122223281
45,21500045,"NBA",0,2015,"2015-11-01",3,0,"LAL",NA,93,1327.2205479086,1323.83407730094,NA,"DAL",NA,103,1546.26446631067,1550.16414608183,"H","L",0.220815877776719
46,21500046,"NBA",1,2015,"2015-11-02",4,0,"CLE",NA,107,1665.65029075752,1667.21092974088,NA,"PHI",NA,100,1317.22872070824,1315.89937400505,"A","W",0.881391712012464
46,21500046,"NBA",0,2015,"2015-11-02",3,0,"PHI",NA,100,1317.22872070824,1315.89937400505,NA,"CLE",NA,107,1665.65029075752,1667.21092974088,"H","L",0.118608287987536
47,21500047,"NBA",0,2015,"2015-11-02",4,0,"BKN",NA,96,1447.75985699101,1443.54822108356,NA,"MIL",NA,103,1427.18879415989,1436.24817163773,"H","L",0.529569593955967
47,21500047,"NBA",1,2015,"2015-11-02",4,0,"MIL",NA,103,1427.18879415989,1436.24817163773,NA,"BKN",NA,96,1447.75985699101,1443.54822108356,"A","W",0.470430406044033
48,21500048,"NBA",0,2015,"2015-11-02",4,0,"NYK",NA,84,1359.12158138157,1356.76972459428,NA,"SAS",NA,94,1676.26315275304,1678.56033066078,"H","L",0.138761643522548
48,21500048,"NBA",1,2015,"2015-11-02",4,0,"SAS",NA,94,1676.26315275304,1678.56033066078,NA,"NYK",NA,84,1359.12158138157,1356.76972459428,"A","W",0.861238356477452
49,21500049,"NBA",0,2015,"2015-11-02",4,0,"HOU",NA,110,1576.35810132818,1583.70067099493,NA,"OKC",NA,105,1588.04168582618,1585.66440077039,"H","W",0.483192305476428
49,21500049,"NBA",1,2015,"2015-11-02",4,0,"OKC",NA,105,1588.04168582618,1585.66440077039,NA,"HOU",NA,110,1576.35810132818,1583.70067099493,"A","L",0.516807694523572
50,21500050,"NBA",1,2015,"2015-11-02",4,0,"POR",NA,106,1536.08169689958,1539.23021591764,NA,"MIN",NA,101,1351.42776031373,1350.02909186946,"A","W",0.743254559135617
50,21500050,"NBA",0,2015,"2015-11-02",3,0,"MIN",NA,101,1351.42776031373,1350.02909186946,NA,"POR",NA,106,1536.08169689958,1539.23021591764,"H","L",0.256745440864383
51,21500051,"NBA",0,2015,"2015-11-02",4,0,"GSW",NA,119,1761.01647835449,1775.57855974722,NA,"MEM",NA,69,1580.15117830442,1562.44815784573,"H","W",0.739070750630238
51,21500051,"NBA",1,2015,"2015-11-02",4,0,"MEM",NA,69,1580.15117830442,1562.44815784573,NA,"GSW",NA,119,1761.01647835449,1775.57855974722,"A","L",0.260929249369762
52,21500052,"NBA",1,2015,"2015-11-02",4,0,"PHX",NA,96,1501.44337440429,1499.35536057157,NA,"LAC",NA,102,1662.79121502138,1666.6699084151,"A","L",0.283169686993418
52,21500052,"NBA",0,2015,"2015-11-02",4,0,"LAC",NA,102,1662.79121502138,1666.6699084151,NA,"PHX",NA,96,1501.44337440429,1499.35536057157,"H","W",0.716830313006582
53,21500053,"NBA",1,2015,"2015-11-03",5,0,"CHI",NA,105,1585.53032939414,1565.38337260622,NA,"CHA",NA,130,1420.10290915485,1451.99086791274,"A","L",0.721572826188272
53,21500053,"NBA",0,2015,"2015-11-03",4,0,"CHA",NA,130,1420.10290915485,1451.99086791274,NA,"CHI",NA,105,1585.53032939414,1565.38337260622,"H","W",0.278427173811728
54,21500054,"NBA",0,2015,"2015-11-03",4,0,"DET",NA,82,1504.77702167478,1496.71758751733,NA,"IND",NA,94,1484.07680925078,1496.61309397456,"H","L",0.529754801041474
54,21500054,"NBA",1,2015,"2015-11-03",4,0,"IND",NA,94,1484.07680925078,1496.61309397456,NA,"DET",NA,82,1504.77702167478,1496.71758751733,"A","W",0.470245198958526
55,21500055,"NBA",1,2015,"2015-11-03",5,0,"ATL",NA,98,1563.10563940841,1569.07518986263,NA,"MIA",NA,92,1497.24015223772,1494.48557420062,"A","W",0.593668612988801
55,21500055,"NBA",0,2015,"2015-11-03",4,0,"MIA",NA,92,1497.24015223772,1494.48557420062,NA,"ATL",NA,98,1563.10563940841,1569.07518986263,"H","L",0.406331387011199
56,21500056,"NBA",0,2015,"2015-11-03",4,0,"NOP",NA,94,1500.41680403686,1493.44514266007,NA,"ORL",NA,103,1357.5070894861,1372.77924045716,"H","L",0.694799514603103
56,21500056,"NBA",1,2015,"2015-11-03",4,0,"ORL",NA,103,1357.5070894861,1372.77924045716,NA,"NOP",NA,94,1500.41680403686,1493.44514266007,"A","W",0.305200485396897
57,21500057,"NBA",1,2015,"2015-11-03",4,0,"TOR",NA,102,1532.36959620699,1544.11159080375,NA,"DAL",NA,91,1550.16414608183,1542.87048326514,"A","W",0.474413952421226
57,21500057,"NBA",0,2015,"2015-11-03",4,0,"DAL",NA,91,1550.16414608183,1542.87048326514,NA,"TOR",NA,102,1532.36959620699,1544.11159080375,"H","L",0.525586047578774
58,21500058,"NBA",1,2015,"2015-11-03",5,0,"MEM",NA,103,1562.44815784573,1570.43048768081,NA,"SAC",NA,89,1446.5200363113,1439.7331285778,"A","W",0.660906368743656
58,21500058,"NBA",0,2015,"2015-11-03",4,0,"SAC",NA,89,1446.5200363113,1439.7331285778,NA,"MEM",NA,103,1562.44815784573,1570.43048768081,"H","L",0.339093631256344
59,21500059,"NBA",1,2015,"2015-11-03",4,0,"DEN",NA,120,1445.88092123308,1452.52694619206,NA,"LAL",NA,109,1323.83407730094,1318.66742299586,"A","W",0.668754693578164
59,21500059,"NBA",0,2015,"2015-11-03",4,0,"LAL",NA,109,1323.83407730094,1318.66742299586,NA,"DEN",NA,120,1445.88092123308,1452.52694619206,"H","L",0.331245306421836
60,21500060,"NBA",1,2015,"2015-11-04",4,0,"BOS",NA,98,1516.40715968729,1515.01991329631,NA,"IND",NA,100,1496.61309397456,1501.80211084372,"A","L",0.528455170486108
60,21500060,"NBA",0,2015,"2015-11-04",5,0,"IND",NA,100,1496.61309397456,1501.80211084372,NA,"BOS",NA,98,1516.40715968729,1515.01991329631,"H","W",0.471544829513892
61,21500061,"NBA",0,2015,"2015-11-04",4,0,"WAS",NA,102,1537.14824625823,1545.88485711696,NA,"SAS",NA,99,1678.56033066078,1678.56033066078,"H","W",0.30703167055912
61,21500061,"NBA",1,2015,"2015-11-04",5,0,"SAS",NA,99,1678.56033066078,1678.56033066078,NA,"WAS",NA,102,1537.14824625823,1545.88485711696,"A","L",0.69296832944088
62,21500062,"NBA",0,2015,"2015-11-04",6,0,"ATL",NA,101,1569.07518986263,1576.71497017079,NA,"BKN",NA,87,1443.54822108356,1436.95107734301,"H","W",0.673177387457482
62,21500062,"NBA",1,2015,"2015-11-04",5,0,"BKN",NA,87,1443.54822108356,1436.95107734301,NA,"ATL",NA,101,1569.07518986263,1576.71497017079,"A","L",0.326822612542518
63,21500063,"NBA",0,2015,"2015-11-04",5,0,"CLE",NA,96,1667.21092974088,1669.59568061895,NA,"NYK",NA,86,1356.76972459428,1354.35598610801,"H","W",0.856564384933545
63,21500063,"NBA",1,2015,"2015-11-04",5,0,"NYK",NA,86,1356.76972459428,1354.35598610801,NA,"CLE",NA,96,1667.21092974088,1669.59568061895,"A","L",0.143435615066455
64,21500064,"NBA",1,2015,"2015-11-04",5,0,"ORL",NA,114,1372.77924045716,1371.50037591537,NA,"HOU",NA,119,1583.70067099493,1586.45803477873,"A","L",0.228965575574796
64,21500064,"NBA",0,2015,"2015-11-04",5,0,"HOU",NA,119,1583.70067099493,1586.45803477873,NA,"ORL",NA,114,1372.77924045716,1371.50037591537,"H","W",0.771034424425204
65,21500065,"NBA",1,2015,"2015-11-04",4,0,"PHI",NA,87,1315.89937400505,1314.91554765622,NA,"MIL",NA,91,1436.24817163773,1440.09506482176,"A","L",0.333414185365605
65,21500065,"NBA",0,2015,"2015-11-04",5,0,"MIL",NA,91,1436.24817163773,1440.09506482176,NA,"PHI",NA,87,1315.89937400505,1314.91554765622,"H","W",0.666585814634395
66,21500066,"NBA",1,2015,"2015-11-04",5,0,"TOR",NA,103,1544.11159080375,1552.25742218304,NA,"OKC",NA,98,1585.66440077039,1583.15018277593,"A","W",0.440484197152988
66,21500066,"NBA",0,2015,"2015-11-04",5,0,"OKC",NA,98,1585.66440077039,1583.15018277593,NA,"TOR",NA,103,1544.11159080375,1552.25742218304,"H","L",0.559515802847012
67,21500067,"NBA",0,2015,"2015-11-04",5,0,"PHX",NA,118,1499.35536057157,1512.78240192211,NA,"SAC",NA,97,1439.7331285778,1427.99792659645,"H","W",0.584970825308544
67,21500067,"NBA",1,2015,"2015-11-04",5,0,"SAC",NA,97,1439.7331285778,1427.99792659645,NA,"PHX",NA,118,1499.35536057157,1512.78240192211,"A","L",0.415029174691456
68,21500068,"NBA",0,2015,"2015-11-04",4,0,"UTA",NA,92,1562.0345664755,1551.17500232362,NA,"POR",NA,108,1539.23021591764,1554.48859632984,"H","L",0.532771051606081
68,21500068,"NBA",1,2015,"2015-11-04",5,0,"POR",NA,108,1539.23021591764,1554.48859632984,NA,"UTA",NA,92,1562.0345664755,1551.17500232362,"A","W",0.467228948393919
69,21500069,"NBA",0,2015,"2015-11-04",5,0,"GSW",NA,112,1775.57855974722,1779.62995654298,NA,"LAC",NA,108,1666.6699084151,1665.65273219372,"H","W",0.651792704114618
69,21500069,"NBA",1,2015,"2015-11-04",5,0,"LAC",NA,108,1666.6699084151,1665.65273219372,NA,"GSW",NA,112,1775.57855974722,1779.62995654298,"A","L",0.348207295885382
70,21500070,"NBA",0,2015,"2015-11-05",6,0,"CHI",NA,104,1565.38337260622,1573.62837482276,NA,"OKC",NA,98,1583.15018277593,1579.82245878827,"H","W",0.474453768692975
70,21500070,"NBA",1,2015,"2015-11-05",6,0,"OKC",NA,98,1583.15018277593,1579.82245878827,NA,"CHI",NA,104,1565.38337260622,1573.62837482276,"A","L",0.525546231307025
71,21500071,"NBA",1,2015,"2015-11-05",5,0,"MIA",NA,96,1494.48557420062,1500.81321222107,NA,"MIN",NA,84,1350.02909186946,1344.72523555386,"A","W",0.696684335356192
71,21500071,"NBA",0,2015,"2015-11-05",4,0,"MIN",NA,84,1350.02909186946,1344.72523555386,NA,"MIA",NA,96,1494.48557420062,1500.81321222107,"H","L",0.303315664643808
72,21500072,"NBA",1,2015,"2015-11-05",5,0,"CHA",NA,108,1451.99086791274,1469.40845530559,NA,"DAL",NA,94,1542.87048326514,1532.24174373321,"A","W",0.372117094277929
72,21500072,"NBA",0,2015,"2015-11-05",5,0,"DAL",NA,94,1542.87048326514,1532.24174373321,NA,"CHA",NA,108,1451.99086791274,1469.40845530559,"H","L",0.627882905722071
73,21500073,"NBA",1,2015,"2015-11-05",5,0,"UTA",NA,96,1551.17500232362,1558.97756919022,NA,"DEN",NA,84,1452.52694619206,1446.45330640057,"A","W",0.638270125743132
73,21500073,"NBA",0,2015,"2015-11-05",5,0,"DEN",NA,84,1452.52694619206,1446.45330640057,NA,"UTA",NA,96,1551.17500232362,1558.97756919022,"H","L",0.361729874256868
