"CLOSE_DEF_PERSON_ID","GP","G","DEFENSE_CATEGORY","FREQ","D_FGM","D_FGA","D_FG_PCT","NORMAL_FG_PCT","PCT_PLUSMINUS","DEF_PERSON_NAME"
"1626173","68","68","2 Pointers","0.657","1.75","3.07","0.569","0.481","0.089","Rashad Vaughn"
"1626173","68","50","Less Than 6 Ft","0.255","0.88","1.19","0.741","0.600","0.141","Rashad Vaughn"
"1626173","68","62","Less Than 10 Ft","0.393","1.16","1.84","0.632","0.538","0.094","Rashad Vaughn"
"1626173","68","61","Greater Than 15 Ft","0.531","1.03","2.49","0.414","0.362","0.052","Rashad Vaughn"
"200779","7","7","Overall","1.00","1.29","2.86","0.450","0.420"," 0.030","Steve Novak"
"200779","7","4","3 Pointers","0.45","0.29","1.29","0.222","0.372","-0.149","Steve Novak"
"200779","7","6","2 Pointers","0.55","1.00","1.57","0.636","0.457"," 0.179","Steve Novak"
"200779","7","6","Less Than 6 Ft","0.40","0.71","1.14","0.625","0.542"," 0.083","Steve Novak"
"200779","7","6","Less Than 10 Ft","0.50","0.86","1.43","0.600","0.468"," 0.132","Steve Novak"
"200779","7","4","Greater Than 15 Ft","0.50","0.43","1.43","0.300","0.382","-0.082","Steve Novak"
"203898","38","38","Overall","1.000","2.39","5.47","0.438","0.424"," 0.013","Tyler Ennis"
"203898","38","31","3 Pointers","0.438","0.79","2.39","0.330","0.351","-0.022","Tyler Ennis"
"203898","38","32","2 Pointers","0.563","1.61","3.08","0.521","0.463"," 0.058","Tyler Ennis"
"203898","38","27","Less Than 6 Ft","0.226","0.87","1.24","0.702","0.578"," 0.124","Tyler Ennis"
"203898","38","28","Less Than 10 Ft","0.317","1.05","1.74","0.606","0.524"," 0.082","Tyler Ennis"
"203898","38","32","Greater Than 15 Ft","0.620","1.16","3.39","0.341","0.361","-0.020","Tyler Ennis"
"203940","46","46","Overall","1.000","2.04","4.00","0.511","0.467"," 0.044","Adreian Payne"
"203940","46","30","3 Pointers","0.239","0.30","0.96","0.318","0.365","-0.047","Adreian Payne"
"203940","46","46","2 Pointers","0.761","1.74","3.04","0.571","0.503"," 0.069","Adreian Payne"
"203940","46","39","Less Than 6 Ft","0.457","1.28","1.83","0.702","0.610"," 0.092","Adreian Payne"
"203940","46","40","Less Than 10 Ft","0.549","1.43","2.20","0.653","0.557"," 0.096","Adreian Payne"
"203940","46","35","Greater Than 15 Ft","0.391","0.54","1.57","0.347","0.381","-0.034","Adreian Payne"
"1889","34","34","Overall","1.000","1.82","4.41","0.413","0.426","-0.013","Andre Miller"
"1889","34","28","3 Pointers","0.587","0.82","2.59","0.318","0.353","-0.035","Andre Miller"
"1889","34","25","2 Pointers","0.413","1.00","1.82","0.548","0.465"," 0.084","Andre Miller"
"1889","34","17","Less Than 6 Ft","0.147","0.50","0.65","0.773","0.606"," 0.166","Andre Miller"
"1889","34","19","Less Than 10 Ft","0.193","0.65","0.85","0.759","0.539"," 0.219","Andre Miller"
"1889","34","32","Greater Than 15 Ft","0.753","1.12","3.32","0.336","0.362","-0.025","Andre Miller"
"203952","80","80","Overall","1.000","5.90","13.06","0.452","0.445","0.007","Andrew Wiggins"
"203952","80","79","3 Pointers","0.388","1.80"," 5.06","0.356","0.349","0.006","Andrew Wiggins"
"203952","80","80","2 Pointers","0.612","4.10"," 8.00","0.513","0.492","0.021","Andrew Wiggins"
"203952","80","77","Less Than 6 Ft","0.266","2.19"," 3.48","0.629","0.605","0.024","Andrew Wiggins"
"203952","80","80","Less Than 10 Ft","0.374","2.75"," 4.89","0.563","0.550","0.012","Andrew Wiggins"
"203952","80","80","Greater Than 15 Ft","0.569","2.89"," 7.44","0.388","0.367","0.021","Andrew Wiggins"
"204014","27","27","Overall","1.000","1.56","3.52","0.442","0.444","-0.002","Damjan Rudez"
"204014","27","18","3 Pointers","0.337","0.26","1.19","0.219","0.337","-0.118","Damjan Rudez"
"204014","27","24","2 Pointers","0.663","1.30","2.33","0.556","0.485"," 0.071","Damjan Rudez"
"204014","27","13","Less Than 6 Ft","0.242","0.63","0.85","0.739","0.593"," 0.146","Damjan Rudez"
"204014","27","20","Less Than 10 Ft","0.368","0.89","1.30","0.686","0.542"," 0.144","Damjan Rudez"
"204014","27","24","Greater Than 15 Ft","0.600","0.59","2.11","0.281","0.359","-0.078","Damjan Rudez"
"203476","78","78","Overall","1.000","5.32","10.55","0.504","0.472"," 0.032","Gorgui Dieng"
"203476","78","55","3 Pointers","0.143","0.49"," 1.51","0.322","0.346","-0.024","Gorgui Dieng"
"203476","78","78","2 Pointers","0.857","4.83"," 9.04","0.535","0.502"," 0.033","Gorgui Dieng"
"203476","78","77","Less Than 6 Ft","0.488","3.23"," 5.15","0.627","0.602"," 0.025","Gorgui Dieng"
"203476","78","78","Less Than 10 Ft","0.615","3.77"," 6.49","0.581","0.551"," 0.030","Gorgui Dieng"
"203476","78","73","Greater Than 15 Ft","0.315","1.27"," 3.32","0.382","0.381"," 0.001","Gorgui Dieng"
"202962","17","17","Overall","1.000","2.47","4.71","0.525","0.485"," 0.040","Greg Smith"
"202962","17"," 6","3 Pointers","0.125","0.06","0.59","0.100","0.321","-0.221","Greg Smith"
"202962","17","17","2 Pointers","0.875","2.41","4.12","0.586","0.513"," 0.073","Greg Smith"
"202962","17","15","Less Than 6 Ft","0.513","1.59","2.41","0.659","0.615"," 0.044","Greg Smith"
"202962","17","16","Less Than 10 Ft","0.688","2.12","3.24","0.655","0.566"," 0.088","Greg Smith"
"202962","17","12","Greater Than 15 Ft","0.275","0.29","1.29","0.227","0.358","-0.130","Greg Smith"
"1626157","80","80","Overall","1.000","6.29","13.25","0.475","0.474"," 0.001","Karl-Anthony Towns"
"1626157","80","61","3 Pointers","0.144","0.74"," 1.91","0.386","0.360"," 0.026","Karl-Anthony Towns"
"1626157","80","80","2 Pointers","0.856","5.55","11.34","0.490","0.504","-0.015","Karl-Anthony Towns"
"1626157","80","80","Less Than 6 Ft","0.503","3.75"," 6.66","0.563","0.607","-0.044","Karl-Anthony Towns"
"1626157","80","80","Less Than 10 Ft","0.659","4.58"," 8.74","0.524","0.551","-0.028","Karl-Anthony Towns"
"1626157","80","75","Greater Than 15 Ft","0.276","1.43"," 3.66","0.389","0.383"," 0.006","Karl-Anthony Towns"
"708","36","36","Overall","1.000","2.17","5.17","0.419","0.472","-0.053","Kevin Garnett"
"708","36","18","3 Pointers","0.194","0.19","1.00","0.194","0.353","-0.159","Kevin Garnett"
"708","36","34","2 Pointers","0.806","1.97","4.17","0.473","0.501","-0.027","Kevin Garnett"
"708","36","31","Less Than 6 Ft","0.462","1.44","2.39","0.605","0.601"," 0.004","Kevin Garnett"
"708","36","32","Less Than 10 Ft","0.543","1.58","2.81","0.564","0.548"," 0.017","Kevin Garnett"
"708","36","33","Greater Than 15 Ft","0.376","0.44","1.94","0.229","0.378","-0.149","Kevin Garnett"
"2755","53","53","Overall","1.000","2.58","5.13","0.504","0.432","0.072","Kevin Martin"
"2755","53","45","3 Pointers","0.379","0.70","1.94","0.359","0.355","0.004","Kevin Martin"
"2755","53","52","2 Pointers","0.621","1.89","3.19","0.592","0.481","0.111","Kevin Martin"
"2755","53","34","Less Than 6 Ft","0.206","0.91","1.06","0.857","0.613","0.244","Kevin Martin"
"2755","53","40","Less Than 10 Ft","0.309","1.11","1.58","0.702","0.543","0.159","Kevin Martin"
"2755","53","50","Greater Than 15 Ft","0.618","1.26","3.17","0.399","0.375","0.024","Kevin Martin"
"202357","59","59","Overall","1.000","3.75","8.14","0.460","0.451"," 0.010","Nemanja Bjelica"
"202357","59","49","3 Pointers","0.277","0.71","2.25","0.316","0.344","-0.028","Nemanja Bjelica"
"202357","59","56","2 Pointers","0.723","3.03","5.88","0.516","0.491"," 0.025","Nemanja Bjelica"
"202357","59","53","Less Than 6 Ft","0.419","2.10","3.41","0.617","0.595"," 0.021","Nemanja Bjelica"
"202357","59","55","Less Than 10 Ft","0.535","2.42","4.36","0.556","0.539"," 0.018","Nemanja Bjelica"
"202357","59","55","Greater Than 15 Ft","0.413","1.19","3.36","0.354","0.369","-0.016","Nemanja Bjelica"
"201593","12","12","Overall","1.000","2.33","5.00","0.467","0.496","-0.030","Nikola Pekovic"
"201593","12"," 5","3 Pointers","0.100","0.00","0.50","0.000","0.365","-0.365","Nikola Pekovic"
"201593","12","12","2 Pointers","0.900","2.33","4.50","0.519","0.515"," 0.004","Nikola Pekovic"
"201593","12","12","Less Than 6 Ft","0.517","1.67","2.58","0.645","0.598"," 0.048","Nikola Pekovic"
"201593","12","12","Less Than 10 Ft","0.667","2.00","3.33","0.600","0.547"," 0.053","Nikola Pekovic"
"201593","12"," 8","Greater Than 15 Ft","0.283","0.33","1.42","0.235","0.409","-0.174","Nikola Pekovic"
"201937","76","76","Overall","1.000","4.68","9.92","0.472","0.440"," 0.033","Ricky Rubio"
"201937","76","69","3 Pointers","0.377","1.32","3.74","0.352","0.355","-0.003","Ricky Rubio"
"201937","76","75","2 Pointers","0.623","3.37","6.18","0.545","0.481"," 0.063","Ricky Rubio"
"201937","76","64","Less Than 6 Ft","0.244","1.83","2.42","0.755","0.607"," 0.148","Ricky Rubio"
"201937","76","71","Less Than 10 Ft","0.334","2.20","3.32","0.663","0.542"," 0.120","Ricky Rubio"
"201937","76","74","Greater Than 15 Ft","0.576","2.12","5.71","0.371","0.368"," 0.003","Ricky Rubio"
"203498","81","81","Overall","1.000","2.81","5.85","0.481","0.436","0.045","Shabazz Muhammad"
"203498","81","75","3 Pointers","0.409","1.01","2.40","0.423","0.350","0.073","Shabazz Muhammad"
"203498","81","77","2 Pointers","0.591","1.80","3.46","0.521","0.481","0.040","Shabazz Muhammad"
"203498","81","64","Less Than 6 Ft","0.287","1.04","1.68","0.618","0.598","0.020","Shabazz Muhammad"
"203498","81","71","Less Than 10 Ft","0.354","1.20","2.07","0.577","0.539","0.038","Shabazz Muhammad"
"203498","81","81","Greater Than 15 Ft","0.605","1.47","3.54","0.415","0.365","0.050","Shabazz Muhammad"
"2419","73","73","Overall","1.000","2.38","5.42","0.439","0.446","-0.007","Tayshaun Prince"
"2419","73","59","3 Pointers","0.341","0.67","1.85","0.363","0.358"," 0.005","Tayshaun Prince"
"2419","73","67","2 Pointers","0.659","1.71","3.58","0.479","0.488","-0.009","Tayshaun Prince"
"2419","73","47","Less Than 6 Ft","0.275","0.86","1.49","0.578","0.605","-0.027","Tayshaun Prince"
"2419","73","57","Less Than 10 Ft","0.376","1.10","2.04","0.537","0.546","-0.009","Tayshaun Prince"
"2419","73","67","Greater Than 15 Ft","0.556","1.16","3.01","0.386","0.378"," 0.009","Tayshaun Prince"
"1626145","36","36","Overall","1.000","2.67","5.36","0.497","0.438","0.059","Tyus Jones"
"1626145","36","32","3 Pointers","0.415","0.92","2.22","0.413","0.358","0.055","Tyus Jones"
"1626145","36","35","2 Pointers","0.585","1.75","3.14","0.558","0.491","0.067","Tyus Jones"
"1626145","36","24","Less Than 6 Ft","0.233","0.97","1.25","0.778","0.606","0.172","Tyus Jones"
"1626145","36","27","Less Than 10 Ft","0.321","1.19","1.72","0.694","0.549","0.145","Tyus Jones"
"1626145","36","34","Greater Than 15 Ft","0.570","1.22","3.06","0.400","0.367","0.033","Tyus Jones"
"203897","81","81","Overall","1.000","3.93","8.57","0.458","0.436","0.023","Zach LaVine"
"203897","81","75","3 Pointers","0.401","1.25","3.43","0.363","0.356","0.007","Zach LaVine"
"203897","81","79","2 Pointers","0.599","2.68","5.14","0.522","0.480","0.042","Zach LaVine"
"203897","81","62","Less Than 6 Ft","0.196","1.19","1.68","0.706","0.607","0.099","Zach LaVine"
"203897","81","71","Less Than 10 Ft","0.290","1.56","2.48","0.627","0.544","0.083","Zach LaVine"
"203897","81","80","Greater Than 15 Ft","0.624","2.01","5.35","0.376","0.372","0.004","Zach LaVine"
"200745","45","45","Overall","1.000","2.53","4.56","0.556","0.458","0.098","Andrea Bargnani"
"200745","45","24","3 Pointers","0.200","0.36","0.91","0.390","0.358","0.032","Andrea Bargnani"
"200745","45","44","2 Pointers","0.800","2.18","3.64","0.598","0.495","0.103","Andrea Bargnani"
"200745","45","38","Less Than 6 Ft","0.410","1.38","1.87","0.738","0.604","0.134","Andrea Bargnani"
"200745","45","41","Less Than 10 Ft","0.556","1.62","2.53","0.640","0.547","0.093","Andrea Bargnani"
"200745","45","37","Greater Than 15 Ft","0.385","0.82","1.76","0.468","0.378","0.090","Andrea Bargnani"
"202711","78","78","Overall","1.000","4.55","9.05","0.503","0.439"," 0.064","Bojan Bogdanovic"
"202711","78","74","3 Pointers","0.356","1.08","3.22","0.335","0.354","-0.019","Bojan Bogdanovic"
"202711","78","77","2 Pointers","0.644","3.47","5.83","0.596","0.487"," 0.109","Bojan Bogdanovic"
"202711","78","71","Less Than 6 Ft","0.283","1.96","2.56","0.765","0.609"," 0.156","Bojan Bogdanovic"
"202711","78","75","Less Than 10 Ft","0.377","2.40","3.41","0.703","0.551"," 0.152","Bojan Bogdanovic"
"202711","78","76","Greater Than 15 Ft","0.540","1.82","4.88","0.373","0.367"," 0.006","Bojan Bogdanovic"
"201572","73","73","Overall","1.000","6.86","15.05","0.456","0.479","-0.023","Brook Lopez"
"201572","73","52","3 Pointers","0.091","0.53"," 1.37","0.390","0.335"," 0.055","Brook Lopez"
"201572","73","73","2 Pointers","0.909","6.33","13.68","0.462","0.505","-0.043","Brook Lopez"
"201572","73","73","Less Than 6 Ft","0.512","4.04"," 7.71","0.524","0.608","-0.084","Brook Lopez"
"201572","73","73","Less Than 10 Ft","0.677","4.95","10.19","0.485","0.555","-0.070","Brook Lopez"
"201572","73","73","Greater Than 15 Ft","0.253","1.55"," 3.81","0.406","0.381"," 0.026","Brook Lopez"
"1626191","23","23","Overall","1.000","3.04","6.78","0.449","0.442"," 0.007","Chris McCullough"
"1626191","23","17","3 Pointers","0.314","0.61","2.13","0.286","0.352","-0.066","Chris McCullough"
"1626191","23","23","2 Pointers","0.686","2.43","4.65","0.523","0.483"," 0.040","Chris McCullough"
"1626191","23","19","Less Than 6 Ft","0.385","1.70","2.61","0.650","0.611"," 0.039","Chris McCullough"
"1626191","23","22","Less Than 10 Ft","0.494","1.91","3.35","0.571","0.538"," 0.033","Chris McCullough"
"1626191","23","20","Greater Than 15 Ft","0.474","1.09","3.22","0.338","0.379","-0.042","Chris McCullough"
"202388","59","59","Overall","1.000","3.75","7.61","0.492","0.432","0.060","Donald Sloan"
"202388","59","54","3 Pointers","0.350","1.03","2.66","0.389","0.359","0.030","Donald Sloan"
"202388","59","58","2 Pointers","0.650","2.71","4.95","0.548","0.470","0.078","Donald Sloan"
"202388","59","49","Less Than 6 Ft","0.269","1.59","2.05","0.777","0.585","0.192","Donald Sloan"
"202388","59","55","Less Than 10 Ft","0.388","1.90","2.95","0.644","0.525","0.118","Donald Sloan"
"202388","59","56","Greater Than 15 Ft","0.508","1.44","3.86","0.373","0.373","0.000","Donald Sloan"
"203156","14","14","Overall","1.000","6.00","9.07","0.661","0.477","0.184","Henry Sims"
"203156","14","10","3 Pointers","0.087","0.36","0.79","0.455","0.325","0.130","Henry Sims"
"203156","14","14","2 Pointers","0.913","5.64","8.29","0.681","0.508","0.173","Henry Sims"
"203156","14","14","Less Than 6 Ft","0.606","4.07","5.50","0.740","0.617","0.123","Henry Sims"
"203156","14","14","Less Than 10 Ft","0.709","4.71","6.43","0.733","0.558","0.175","Henry Sims"
"203156","14","12","Greater Than 15 Ft","0.244","1.00","2.21","0.452","0.382","0.070","Henry Sims"
"101127","32","32","Overall","1.000","5.03","10.81","0.465","0.445","0.020","Jarrett Jack"
"101127","32","32","3 Pointers","0.436","1.69"," 4.72","0.358","0.355","0.003","Jarrett Jack"
"101127","32","32","2 Pointers","0.564","3.34"," 6.09","0.549","0.489","0.060","Jarrett Jack"
"101127","32","28","Less Than 6 Ft","0.214","1.50"," 2.31","0.649","0.605","0.044","Jarrett Jack"
"101127","32","32","Less Than 10 Ft","0.309","1.94"," 3.34","0.579","0.547","0.033","Jarrett Jack"
"101127","32","32","Greater Than 15 Ft","0.627","2.69"," 6.78","0.396","0.372","0.024","Jarrett Jack"
"2207","81","81","Overall","1.000","4.31","9.44","0.456","0.446","0.010","Joe Johnson"
"2207","81","78","3 Pointers","0.421","1.46","3.98","0.366","0.352","0.014","Joe Johnson"
"2207","81","81","2 Pointers","0.579","2.85","5.47","0.521","0.491","0.031","Joe Johnson"
"2207","81","71","Less Than 6 Ft","0.250","1.73","2.36","0.733","0.605","0.128","Joe Johnson"
"2207","81","78","Less Than 10 Ft","0.325","2.00","3.07","0.651","0.552","0.099","Joe Johnson"
"2207","81","80","Greater Than 15 Ft","0.610","2.14","5.77","0.370","0.367","0.003","Joe Johnson"
"203900","54","54","Overall","1.000","2.80","5.48","0.510","0.435","0.075","Markel Brown"
"203900","54","46","3 Pointers","0.365","0.83","2.00","0.417","0.356","0.060","Markel Brown"
"203900","54","49","2 Pointers","0.635","1.96","3.48","0.564","0.477","0.087","Markel Brown"
"203900","54","41","Less Than 6 Ft","0.314","1.13","1.72","0.656","0.610","0.046","Markel Brown"
"203900","54","45","Less Than 10 Ft","0.412","1.41","2.26","0.623","0.546","0.077","Markel Brown"
"203900","54","49","Greater Than 15 Ft","0.510","1.20","2.80","0.430","0.366","0.064","Markel Brown"
"1626178","29","29","Overall","1.000","4.17","8.83","0.473","0.445"," 0.028","Rondae Hollis-Jefferson"
"1626178","29","28","3 Pointers","0.352","1.31","3.10","0.422","0.348"," 0.075","Rondae Hollis-Jefferson"
"1626178","29","29","2 Pointers","0.648","2.86","5.72","0.500","0.490"," 0.010","Rondae Hollis-Jefferson"
"1626178","29","28","Less Than 6 Ft","0.348","1.83","3.07","0.596","0.624","-0.029","Rondae Hollis-Jefferson"
"1626178","29","29","Less Than 10 Ft","0.414","2.03","3.66","0.557","0.562","-0.005","Rondae Hollis-Jefferson"
"1626178","29","28","Greater Than 15 Ft","0.516","1.86","4.55","0.409","0.370"," 0.039","Rondae Hollis-Jefferson"
"203930","29","29","Overall","1.000","2.41","4.93","0.490","0.432","0.058","Sean Kilpatrick"
"203930","29","28","3 Pointers","0.406","0.76","2.00","0.379","0.349","0.030","Sean Kilpatrick"
"203930","29","27","2 Pointers","0.594","1.66","2.93","0.565","0.475","0.089","Sean Kilpatrick"
"203930","29","21","Less Than 6 Ft","0.308","1.10","1.52","0.727","0.602","0.125","Sean Kilpatrick"
"203930","29","24","Less Than 10 Ft","0.385","1.24","1.90","0.655","0.537","0.118","Sean Kilpatrick"
"203930","29","28","Greater Than 15 Ft","0.559","1.07","2.76","0.388","0.362","0.025","Sean Kilpatrick"
"203508","35","35","Overall","1.000","1.91","4.14","0.462","0.443"," 0.019","Sergey Karasev"
"203508","35","25","3 Pointers","0.324","0.40","1.34","0.298","0.365","-0.067","Sergey Karasev"
"203508","35","30","2 Pointers","0.676","1.51","2.80","0.541","0.481"," 0.059","Sergey Karasev"
"203508","35","21","Less Than 6 Ft","0.262","0.74","1.09","0.684","0.633"," 0.052","Sergey Karasev"
"203508","35","24","Less Than 10 Ft","0.386","0.94","1.60","0.589","0.554"," 0.035","Sergey Karasev"
"203508","35","31","Greater Than 15 Ft","0.559","0.83","2.31","0.358","0.378","-0.020","Sergey Karasev"
"203499","77","77","Overall","1.000","3.26","7.44","0.438","0.432","0.006","Shane Larkin"
"203499","77","74","3 Pointers","0.419","1.18","3.12","0.379","0.354","0.025","Shane Larkin"
"203499","77","77","2 Pointers","0.581","2.08","4.32","0.480","0.476","0.005","Shane Larkin"
"203499","77","65","Less Than 6 Ft","0.253","1.21","1.88","0.641","0.586","0.056","Shane Larkin"
"203499","77","72","Less Than 10 Ft","0.353","1.45","2.62","0.554","0.534","0.021","Shane Larkin"
"203499","77","76","Greater Than 15 Ft","0.569","1.57","4.23","0.371","0.366","0.005","Shane Larkin"
"201152","73","73","Overall","1.000","5.89","12.52","0.470","0.462"," 0.009","Thaddeus Young"
"201152","73","67","3 Pointers","0.280","1.08"," 3.51","0.309","0.352","-0.044","Thaddeus Young"
"201152","73","73","2 Pointers","0.720","4.81"," 9.01","0.533","0.500"," 0.033","Thaddeus Young"
"201152","73","71","Less Than 6 Ft","0.382","2.90"," 4.78","0.607","0.611","-0.003","Thaddeus Young"
"201152","73","72","Less Than 10 Ft","0.485","3.55"," 6.07","0.585","0.556"," 0.029","Thaddeus Young"
"201152","73","72","Greater Than 15 Ft","0.432","1.84"," 5.41","0.339","0.371","-0.032","Thaddeus Young"
"203080","66","66","Overall","1.000","2.58","5.39","0.478","0.469"," 0.009","Thomas Robinson"
"203080","66","40","3 Pointers","0.202","0.55","1.09","0.500","0.338"," 0.162","Thomas Robinson"
"203080","66","65","2 Pointers","0.798","2.03","4.30","0.472","0.502","-0.030","Thomas Robinson"
"203080","66","60","Less Than 6 Ft","0.534","1.56","2.88","0.542","0.606","-0.063","Thomas Robinson"
"203080","66","64","Less Than 10 Ft","0.643","1.76","3.47","0.507","0.549","-0.042","Thomas Robinson"
"203080","66","49","Greater Than 15 Ft","0.320","0.74","1.73","0.430","0.368"," 0.062","Thomas Robinson"
"201961","74","74","Overall","1.000","2.95","6.26","0.471","0.434"," 0.037","Wayne Ellington"
"201961","74","68","3 Pointers","0.415","0.95","2.59","0.365","0.353"," 0.011","Wayne Ellington"
"201961","74","72","2 Pointers","0.585","2.00","3.66","0.546","0.479"," 0.067","Wayne Ellington"
"201961","74","56","Less Than 6 Ft","0.240","1.14","1.50","0.757","0.611"," 0.146","Wayne Ellington"
"201961","74","65","Less Than 10 Ft","0.326","1.41","2.04","0.689","0.546"," 0.142","Wayne Ellington"
"201961","74","71","Greater Than 15 Ft","0.585","1.31","3.66","0.358","0.367","-0.009","Wayne Ellington"
"203186","37","37","Overall","1.000","2.76","5.14","0.537","0.467","0.070","Willie Reed"
"203186","37","19","3 Pointers","0.137","0.43","0.70","0.615","0.330","0.286","Willie Reed"
"203186","37","35","2 Pointers","0.863","2.32","4.43","0.524","0.498","0.027","Willie Reed"
"203186","37","29","Less Than 6 Ft","0.489","1.57","2.51","0.624","0.605","0.018","Willie Reed"
"203186","37","33","Less Than 10 Ft","0.632","1.78","3.24","0.550","0.544","0.006","Willie Reed"
"203186","37","26","Greater Than 15 Ft","0.289","0.78","1.49","0.527","0.395","0.133","Willie Reed"
"201167","71","71","Overall","1.000","4.06","8.97","0.452","0.439"," 0.014","Arron Afflalo"
"201167","71","68","3 Pointers","0.347","1.11","3.11","0.357","0.356"," 0.001","Arron Afflalo"
"201167","71","71","2 Pointers","0.653","2.94","5.86","0.502","0.479"," 0.023","Arron Afflalo"
"201167","71","53","Less Than 6 Ft","0.177","1.21","1.59","0.761","0.602"," 0.159","Arron Afflalo"
"201167","71","63","Less Than 10 Ft","0.251","1.54","2.25","0.681","0.542"," 0.139","Arron Afflalo"
"201167","71","71","Greater Than 15 Ft","0.636","2.10","5.70","0.368","0.372","-0.004","Arron Afflalo"
"2546","70","70","Overall","1.000","3.59","8.51","0.421","0.451","-0.030","Carmelo Anthony"
"2546","70","67","3 Pointers","0.416","1.09","3.54","0.306","0.351","-0.045","Carmelo Anthony"
"2546","70","70","2 Pointers","0.584","2.50","4.97","0.503","0.497"," 0.006","Carmelo Anthony"
"2546","70","65","Less Than 6 Ft","0.290","1.57","2.47","0.636","0.614"," 0.022","Carmelo Anthony"
"2546","70","68","Less Than 10 Ft","0.361","1.73","3.07","0.563","0.557"," 0.005","Carmelo Anthony"
"2546","70","69","Greater Than 15 Ft","0.587","1.66","5.00","0.331","0.365","-0.034","Carmelo Anthony"
"203921","11","11","Overall","1.000","2.00","4.91","0.407","0.421","-0.014","Cleanthony Early"
"203921","11"," 7","3 Pointers","0.352","0.55","1.73","0.316","0.352","-0.036","Cleanthony Early"
"203921","11","10","2 Pointers","0.648","1.45","3.18","0.457","0.462","-0.005","Cleanthony Early"
"203921","11"," 7","Less Than 6 Ft","0.278","0.64","1.36","0.467","0.596","-0.130","Cleanthony Early"
"203921","11"," 7","Less Than 10 Ft","0.315","0.73","1.55","0.471","0.541","-0.071","Cleanthony Early"
"203921","11"," 9","Greater Than 15 Ft","0.611","1.27","3.00","0.424","0.364"," 0.060","Cleanthony Early"
"202682","76","76","Overall","1.000","2.57","6.04","0.425","0.441","-0.016","Derrick Williams"
"202682","76","66","3 Pointers","0.390","0.75","2.36","0.318","0.350","-0.031","Derrick Williams"
"202682","76","72","2 Pointers","0.610","1.82","3.68","0.493","0.488"," 0.005","Derrick Williams"
"202682","76","53","Less Than 6 Ft","0.233","0.92","1.41","0.654","0.610"," 0.044","Derrick Williams"
"202682","76","58","Less Than 10 Ft","0.316","1.18","1.91","0.621","0.551"," 0.070","Derrick Williams"
"202682","76","73","Greater Than 15 Ft","0.601","1.18","3.63","0.326","0.362","-0.036","Derrick Williams"
"1626170","71","71","Overall","1.000","2.69","5.94","0.453","0.436"," 0.016","Jerian Grant"
"1626170","71","54","3 Pointers","0.351","0.76","2.08","0.365","0.351"," 0.014","Jerian Grant"
"1626170","71","70","2 Pointers","0.649","1.93","3.86","0.500","0.480"," 0.020","Jerian Grant"
"1626170","71","58","Less Than 6 Ft","0.275","1.14","1.63","0.698","0.602"," 0.096","Jerian Grant"
"1626170","71","61","Less Than 10 Ft","0.365","1.34","2.17","0.617","0.541"," 0.076","Jerian Grant"
"1626170","71","67","Greater Than 15 Ft","0.564","1.18","3.35","0.353","0.363","-0.010","Jerian Grant"
"202690","5","5","Overall","1.000","1.4","1.8","0.778","0.449","0.329","Jimmer Fredette"
"202690","5","2","3 Pointers","0.222","0.4","0.4","1.000","0.325","0.676","Jimmer Fredette"
"202690","5","4","2 Pointers","0.778","1.0","1.4","0.714","0.511","0.203","Jimmer Fredette"
"202690","5","2","Less Than 6 Ft","0.222","0.4","0.4","1.000","0.644","0.356","Jimmer Fredette"
"202690","5","3","Less Than 10 Ft","0.444","0.8","0.8","1.000","0.544","0.457","Jimmer Fredette"
"202690","5","3","Greater Than 15 Ft","0.444","0.6","0.8","0.750","0.334","0.417","Jimmer Fredette"
"101181","72","72","Overall","1.000","4.67","9.93","0.470","0.440"," 0.030","Jose Calderon"
"101181","72","64","3 Pointers","0.288","0.96","2.86","0.335","0.350","-0.015","Jose Calderon"
"101181","72","72","2 Pointers","0.712","3.71","7.07","0.525","0.478"," 0.047","Jose Calderon"
"101181","72","69","Less Than 6 Ft","0.250","1.86","2.49","0.749","0.603"," 0.146","Jose Calderon"
"101181","72","71","Less Than 10 Ft","0.359","2.29","3.57","0.642","0.541"," 0.101","Jose Calderon"
"101181","72","72","Greater Than 15 Ft","0.520","1.81","5.17","0.349","0.366","-0.017","Jose Calderon"
"202338","46","46","Overall","1.000","2.28","5.13","0.445","0.469","-0.024","Kevin Seraphin"
"202338","46","21","3 Pointers","0.165","0.33","0.85","0.385","0.361"," 0.024","Kevin Seraphin"
"202338","46","46","2 Pointers","0.835","1.96","4.28","0.457","0.505","-0.048","Kevin Seraphin"
"202338","46","42","Less Than 6 Ft","0.449","1.17","2.30","0.509","0.607","-0.098","Kevin Seraphin"
"202338","46","44","Less Than 10 Ft","0.619","1.50","3.17","0.473","0.552","-0.080","Kevin Seraphin"
"202338","46","30","Greater Than 15 Ft","0.318","0.72","1.63","0.440","0.380"," 0.060","Kevin Seraphin"
"204001","72","72","Overall","1.000","5.60","13.43","0.417","0.466","-0.049","Kristaps Porzingis"
"204001","72","63","3 Pointers","0.207","0.85"," 2.78","0.305","0.352","-0.047","Kristaps Porzingis"
"204001","72","72","2 Pointers","0.793","4.75","10.65","0.446","0.500","-0.054","Kristaps Porzingis"
"204001","72","71","Less Than 6 Ft","0.437","2.99"," 5.88","0.508","0.606","-0.098","Kristaps Porzingis"
