"CLOSE_DEF_PERSON_ID","GP","G","DEFENSE_CATEGORY","FREQ","D_FGM","D_FGA","D_FG_PCT","NORMAL_FG_PCT","PCT_PLUSMINUS","DEF_PERSON_NAME"
"202702","67","65","Less Than 6 Ft","0.393","2.49","3.78","0.660","0.608","0.052","Kenneth Faried"
"202702","67","65","Less Than 10 Ft","0.525","3.04","5.04","0.604","0.552","0.051","Kenneth Faried"
"202702","67","63","Greater Than 15 Ft","0.410","1.70","3.94","0.432","0.373","0.059","Kenneth Faried"
"203123","23","23","Overall","1.000","2.48","5.35","0.463","0.456"," 0.008","Kostas Papanikolaou"
"203123","23","18","3 Pointers","0.317","0.78","1.70","0.462","0.349"," 0.113","Kostas Papanikolaou"
"203123","23","20","2 Pointers","0.683","1.70","3.65","0.464","0.506","-0.042","Kostas Papanikolaou"
"203123","23","16","Less Than 6 Ft","0.228","0.78","1.22","0.643","0.628"," 0.015","Kostas Papanikolaou"
"203123","23","18","Less Than 10 Ft","0.358","0.96","1.91","0.500","0.560","-0.060","Kostas Papanikolaou"
"203123","23","22","Greater Than 15 Ft","0.577","1.39","3.09","0.451","0.366"," 0.085","Kostas Papanikolaou"
"2034","36","36","Overall","1.000","1.78","3.97","0.448","0.434"," 0.014","Mike Miller"
"2034","36","27","3 Pointers","0.364","0.64","1.44","0.442","0.345"," 0.097","Mike Miller"
"2034","36","31","2 Pointers","0.636","1.14","2.53","0.451","0.481","-0.030","Mike Miller"
"2034","36","21","Less Than 6 Ft","0.280","0.78","1.11","0.700","0.583"," 0.117","Mike Miller"
"2034","36","26","Less Than 10 Ft","0.392","0.81","1.56","0.518","0.528","-0.010","Mike Miller"
"2034","36","33","Greater Than 15 Ft","0.531","0.81","2.11","0.382","0.359"," 0.023","Mike Miller"
"203999","78","78","Overall","1.000","4.42","9.51","0.465","0.477","-0.012","Nikola Jokic"
"203999","78","53","3 Pointers","0.127","0.46","1.21","0.383","0.343"," 0.040","Nikola Jokic"
"203999","78","78","2 Pointers","0.873","3.96","8.31","0.477","0.506","-0.029","Nikola Jokic"
"203999","78","75","Less Than 6 Ft","0.469","2.37","4.46","0.532","0.612","-0.080","Nikola Jokic"
"203999","78","77","Less Than 10 Ft","0.596","2.83","5.67","0.500","0.556","-0.056","Nikola Jokic"
"203999","78","74","Greater Than 15 Ft","0.329","1.23","3.13","0.393","0.384"," 0.009","Nikola Jokic"
"200751","79","79","Overall","1.000","2.62","6.18","0.424","0.437","-0.013","Randy Foye"
"200751","79","66","3 Pointers","0.332","0.70","2.05","0.340","0.348","-0.009","Randy Foye"
"200751","79","77","2 Pointers","0.668","1.92","4.13","0.466","0.482","-0.016","Randy Foye"
"200751","79","63","Less Than 6 Ft","0.232","0.89","1.43","0.619","0.599"," 0.021","Randy Foye"
"200751","79","71","Less Than 10 Ft","0.357","1.27","2.20","0.575","0.538"," 0.036","Randy Foye"
"200751","79","75","Greater Than 15 Ft","0.531","1.09","3.28","0.332","0.365","-0.033","Randy Foye"
"203930","29","29","Overall","1.000","2.41","4.93","0.490","0.432","0.058","Sean Kilpatrick"
"203930","29","28","3 Pointers","0.406","0.76","2.00","0.379","0.349","0.030","Sean Kilpatrick"
"203930","29","27","2 Pointers","0.594","1.66","2.93","0.565","0.475","0.089","Sean Kilpatrick"
"203930","29","21","Less Than 6 Ft","0.308","1.10","1.52","0.727","0.602","0.125","Sean Kilpatrick"
"203930","29","24","Less Than 10 Ft","0.385","1.24","1.90","0.655","0.537","0.118","Sean Kilpatrick"
"203930","29","28","Greater Than 15 Ft","0.559","1.07","2.76","0.388","0.362","0.025","Sean Kilpatrick"
"203115","82","82","Overall","1.000","4.05","8.89","0.455","0.437"," 0.018","Will Barton"
"203115","82","79","3 Pointers","0.346","0.98","3.07","0.317","0.355","-0.037","Will Barton"
"203115","82","81","2 Pointers","0.654","3.07","5.82","0.528","0.485"," 0.043","Will Barton"
"203115","82","77","Less Than 6 Ft","0.313","1.76","2.78","0.632","0.606"," 0.025","Will Barton"
"203115","82","79","Less Than 10 Ft","0.422","2.23","3.76","0.594","0.547"," 0.047","Will Barton"
"203115","82","80","Greater Than 15 Ft","0.492","1.56","4.38","0.357","0.364","-0.007","Will Barton"
"2760","49","49","Overall","1.000","2.49","5.14","0.484","0.453"," 0.031","Anderson Varejao"
"2760","49","27","3 Pointers","0.175","0.31","0.90","0.341","0.346","-0.005","Anderson Varejao"
"2760","49","49","2 Pointers","0.825","2.18","4.24","0.514","0.488"," 0.026","Anderson Varejao"
"2760","49","40","Less Than 6 Ft","0.377","1.22","1.94","0.632","0.594"," 0.038","Anderson Varejao"
"2760","49","43","Less Than 10 Ft","0.500","1.53","2.57","0.595","0.544"," 0.051","Anderson Varejao"
"2760","49","38","Greater Than 15 Ft","0.440","0.82","2.27","0.360","0.372","-0.011","Anderson Varejao"
"2738","64","64","Overall","1.000","3.45","7.70","0.448","0.447"," 0.001","Andre Iguodala"
"2738","64","60","3 Pointers","0.355","0.92","2.73","0.337","0.348","-0.011","Andre Iguodala"
"2738","64","62","2 Pointers","0.645","2.53","4.97","0.509","0.490"," 0.019","Andre Iguodala"
"2738","64","52","Less Than 6 Ft","0.241","1.27","1.86","0.681","0.614"," 0.067","Andre Iguodala"
"2738","64","59","Less Than 10 Ft","0.379","1.61","2.92","0.551","0.551"," 0.000","Andre Iguodala"
"2738","64","62","Greater Than 15 Ft","0.550","1.50","4.23","0.354","0.372","-0.018","Andre Iguodala"
"101106","69","69","Overall","1.000","4.23","9.86","0.429","0.472","-0.042","Andrew Bogut"
"101106","69","36","3 Pointers","0.087","0.28","0.86","0.322","0.339","-0.017","Andrew Bogut"
"101106","69","69","2 Pointers","0.913","3.96","9.00","0.440","0.499","-0.060","Andrew Bogut"
"101106","69","68","Less Than 6 Ft","0.475","2.35","4.68","0.502","0.605","-0.103","Andrew Bogut"
"101106","69","69","Less Than 10 Ft","0.624","2.91","6.14","0.474","0.550","-0.076","Andrew Bogut"
"101106","69","58","Greater Than 15 Ft","0.276","1.01","2.72","0.372","0.379","-0.006","Andrew Bogut"
"201575","68","68","Overall","1.000","2.51","5.47","0.460","0.442"," 0.018","Brandon Rush"
"201575","68","50","3 Pointers","0.261","0.50","1.43","0.351","0.345"," 0.005","Brandon Rush"
"201575","68","66","2 Pointers","0.739","2.01","4.04","0.498","0.488"," 0.010","Brandon Rush"
"201575","68","58","Less Than 6 Ft","0.331","1.09","1.81","0.602","0.608","-0.006","Brandon Rush"
"201575","68","63","Less Than 10 Ft","0.476","1.43","2.60","0.548","0.546"," 0.002","Brandon Rush"
"201575","68","59","Greater Than 15 Ft","0.425","0.90","2.32","0.386","0.361"," 0.025","Brandon Rush"
"203110","80","80","Overall","1.000","6.50","16.48","0.395","0.456","-0.061","Draymond Green"
"203110","80","79","3 Pointers","0.258","1.25"," 4.25","0.294","0.345","-0.051","Draymond Green"
"203110","80","80","2 Pointers","0.742","5.25","12.23","0.429","0.493","-0.064","Draymond Green"
"203110","80","79","Less Than 6 Ft","0.335","2.89"," 5.51","0.524","0.607","-0.083","Draymond Green"
"203110","80","79","Less Than 10 Ft","0.467","3.58"," 7.70","0.464","0.552","-0.088","Draymond Green"
"203110","80","80","Greater Than 15 Ft","0.439","2.49"," 7.24","0.344","0.365","-0.021","Draymond Green"
"203105","45","45","Overall","1.000","3.98","9.11","0.437","0.472","-0.035","Festus Ezeli"
"203105","45","23","3 Pointers","0.076","0.20","0.69","0.290","0.352","-0.061","Festus Ezeli"
"203105","45","45","2 Pointers","0.924","3.78","8.42","0.449","0.496","-0.047","Festus Ezeli"
"203105","45","42","Less Than 6 Ft","0.502","2.40","4.58","0.524","0.600","-0.076","Festus Ezeli"
"203105","45","43","Less Than 10 Ft","0.678","2.96","6.18","0.478","0.545","-0.067","Festus Ezeli"
"203105","45","40","Greater Than 15 Ft","0.249","0.78","2.27","0.343","0.374","-0.031","Festus Ezeli"
"203084","65","65","Overall","1.000","4.48","9.60","0.466","0.449"," 0.018","Harrison Barnes"
"203084","65","62","3 Pointers","0.264","1.03","2.54","0.406","0.347"," 0.059","Harrison Barnes"
"203084","65","65","2 Pointers","0.736","3.45","7.06","0.488","0.490","-0.002","Harrison Barnes"
"203084","65","59","Less Than 6 Ft","0.287","1.72","2.75","0.626","0.613"," 0.013","Harrison Barnes"
"203084","65","61","Less Than 10 Ft","0.436","2.42","4.18","0.577","0.554"," 0.023","Harrison Barnes"
"203084","65","64","Greater Than 15 Ft","0.473","1.82","4.54","0.400","0.367"," 0.033","Harrison Barnes"
"203546","50","50","Overall","1.000","1.82","3.48","0.523","0.429","0.094","Ian Clark"
"203546","50","31","3 Pointers","0.356","0.50","1.24","0.403","0.350","0.053","Ian Clark"
"203546","50","48","2 Pointers","0.644","1.32","2.24","0.589","0.474","0.115","Ian Clark"
"203546","50","34","Less Than 6 Ft","0.299","0.70","1.04","0.673","0.608","0.065","Ian Clark"
"203546","50","39","Less Than 10 Ft","0.391","0.90","1.36","0.662","0.543","0.119","Ian Clark"
"203546","50","36","Greater Than 15 Ft","0.517","0.82","1.80","0.456","0.361","0.095","Ian Clark"
"203949","34","34","Overall","1.000","1.59","3.12","0.509","0.439"," 0.071","James Michael McAdoo"
"203949","34","22","3 Pointers","0.302","0.32","0.94","0.344","0.361","-0.017","James Michael McAdoo"
"203949","34","29","2 Pointers","0.698","1.26","2.18","0.581","0.478"," 0.103","James Michael McAdoo"
"203949","34","25","Less Than 6 Ft","0.406","0.97","1.26","0.767","0.604"," 0.163","James Michael McAdoo"
"203949","34","26","Less Than 10 Ft","0.500","1.00","1.56","0.642","0.537"," 0.105","James Michael McAdoo"
"203949","34","24","Greater Than 15 Ft","0.453","0.56","1.41","0.396","0.369"," 0.027","James Michael McAdoo"
"201574","42","42","Overall","1.000","2.31","4.40","0.524","0.455","0.069","Jason Thompson"
"201574","42","21","3 Pointers","0.173","0.33","0.76","0.438","0.338","0.100","Jason Thompson"
"201574","42","40","2 Pointers","0.827","1.98","3.64","0.542","0.489","0.054","Jason Thompson"
"201574","42","35","Less Than 6 Ft","0.449","1.17","1.98","0.590","0.587","0.004","Jason Thompson"
"201574","42","37","Less Than 10 Ft","0.562","1.33","2.48","0.538","0.535","0.003","Jason Thompson"
"201574","42","32","Greater Than 15 Ft","0.357","0.76","1.57","0.485","0.366","0.119","Jason Thompson"
"1626172","5","5","Overall","1.000","1.4","3.0","0.467","0.420"," 0.046","Kevon Looney"
"1626172","5","5","3 Pointers","0.467","0.6","1.4","0.429","0.320"," 0.109","Kevon Looney"
"1626172","5","3","2 Pointers","0.533","0.8","1.6","0.500","0.509","-0.009","Kevon Looney"
"1626172","5","3","Less Than 6 Ft","0.333","0.6","1.0","0.600","0.566"," 0.034","Kevon Looney"
"1626172","5","3","Less Than 10 Ft","0.467","0.6","1.4","0.429","0.549","-0.121","Kevon Looney"
"1626172","5","5","Greater Than 15 Ft","0.533","0.8","1.6","0.500","0.334"," 0.166","Kevon Looney"
"202691","79","79","Overall","1.000","4.42","10.28","0.430","0.444","-0.014","Klay Thompson"
"202691","79","75","3 Pointers","0.314","0.99"," 3.23","0.306","0.353","-0.047","Klay Thompson"
"202691","79","79","2 Pointers","0.686","3.43"," 7.05","0.487","0.485"," 0.002","Klay Thompson"
"202691","79","71","Less Than 6 Ft","0.275","1.82"," 2.82","0.646","0.611"," 0.035","Klay Thompson"
"202691","79","75","Less Than 10 Ft","0.387","2.25"," 3.97","0.567","0.549"," 0.018","Klay Thompson"
"202691","79","79","Greater Than 15 Ft","0.504","1.71"," 5.18","0.330","0.372","-0.042","Klay Thompson"
"2571","67","67","Overall","1.000","1.60","3.60","0.444","0.432"," 0.012","Leandro Barbosa"
"2571","67","48","3 Pointers","0.349","0.45","1.25","0.357","0.339"," 0.018","Leandro Barbosa"
"2571","67","58","2 Pointers","0.651","1.15","2.34","0.490","0.480"," 0.010","Leandro Barbosa"
"2571","67","34","Less Than 6 Ft","0.199","0.52","0.72","0.729","0.612"," 0.118","Leandro Barbosa"
"2571","67","43","Less Than 10 Ft","0.307","0.70","1.10","0.635","0.540"," 0.096","Leandro Barbosa"
"2571","67","63","Greater Than 15 Ft","0.614","0.79","2.21","0.358","0.361","-0.003","Leandro Barbosa"
"201578","71","71","Overall","1.000","2.85","6.28","0.453","0.458","-0.005","Marreese Speights"
"201578","71","42","3 Pointers","0.157","0.32","0.99","0.329","0.340","-0.012","Marreese Speights"
"201578","71","70","2 Pointers","0.843","2.52","5.30","0.476","0.492","-0.016","Marreese Speights"
"201578","71","62","Less Than 6 Ft","0.428","1.48","2.69","0.550","0.605","-0.056","Marreese Speights"
"201578","71","64","Less Than 10 Ft","0.536","1.79","3.37","0.531","0.548","-0.016","Marreese Speights"
"201578","71","60","Greater Than 15 Ft","0.357","0.82","2.24","0.365","0.366","-0.001","Marreese Speights"
"2733","76","76","Overall","1.000","2.97","6.70","0.444","0.434","0.010","Shaun Livingston"
"2733","76","70","3 Pointers","0.363","0.84","2.43","0.346","0.342","0.004","Shaun Livingston"
"2733","76","73","2 Pointers","0.637","2.13","4.26","0.500","0.479","0.021","Shaun Livingston"
"2733","76","57","Less Than 6 Ft","0.251","1.13","1.68","0.672","0.605","0.067","Shaun Livingston"
"2733","76","66","Less Than 10 Ft","0.348","1.34","2.33","0.576","0.541","0.035","Shaun Livingston"
"2733","76","76","Greater Than 15 Ft","0.556","1.34","3.72","0.360","0.361","0.000","Shaun Livingston"
"201939","78","78","Overall","1.000","4.35","10.82","0.402","0.434","-0.032","Stephen Curry"
"201939","78","77","3 Pointers","0.380","1.29"," 4.12","0.315","0.351","-0.036","Stephen Curry"
"201939","78","78","2 Pointers","0.620","3.05"," 6.71","0.455","0.475","-0.020","Stephen Curry"
"201939","78","59","Less Than 6 Ft","0.174","1.24"," 1.88","0.660","0.602"," 0.057","Stephen Curry"
"201939","78","74","Less Than 10 Ft","0.290","1.83"," 3.14","0.584","0.535"," 0.049","Stephen Curry"
"201939","78","77","Greater Than 15 Ft","0.608","2.10"," 6.58","0.320","0.366","-0.046","Stephen Curry"
"202726","4","4","Overall","1.0","0.75","2.50","0.300","0.414","-0.114","Andrew Goudelock"
"202726","4","2","3 Pointers","0.3","0.00","0.75","0.000","0.371","-0.371","Andrew Goudelock"
"202726","4","4","2 Pointers","0.7","0.75","1.75","0.429","0.440","-0.011","Andrew Goudelock"
"202726","4","3","Less Than 6 Ft","0.3","0.75","0.75","1.000","0.600"," 0.400","Andrew Goudelock"
"202726","4","4","Less Than 10 Ft","0.5","0.75","1.25","0.600","0.554"," 0.046","Andrew Goudelock"
"202726","4","2","Greater Than 15 Ft","0.3","0.00","0.75","0.000","0.359","-0.359","Andrew Goudelock"
"101236","2","2","Overall","1.000","3.0","8.5","0.353","0.468","-0.115","Charles Hayes"
"101236","2","1","3 Pointers","0.118","0.5","1.0","0.500","0.363"," 0.137","Charles Hayes"
"101236","2","2","2 Pointers","0.882","2.5","7.5","0.333","0.503","-0.170","Charles Hayes"
"101236","2","2","Less Than 6 Ft","0.588","1.5","5.0","0.300","0.615","-0.315","Charles Hayes"
"101236","2","2","Less Than 10 Ft","0.706","2.0","6.0","0.333","0.568","-0.234","Charles Hayes"
"101236","2","2","Greater Than 15 Ft","0.176","0.5","1.5","0.333","0.379","-0.045","Charles Hayes"
"203991","76","76","Overall","1.000","4.51","10.07","0.448","0.467","-0.019","Clint Capela"
"203991","76","59","3 Pointers","0.171","0.57"," 1.72","0.328","0.350","-0.022","Clint Capela"
"203991","76","76","2 Pointers","0.829","3.95"," 8.34","0.473","0.495","-0.022","Clint Capela"
"203991","76","76","Less Than 6 Ft","0.471","2.62"," 4.74","0.553","0.600","-0.047","Clint Capela"
"203991","76","76","Less Than 10 Ft","0.610","3.11"," 6.14","0.505","0.544","-0.039","Clint Capela"
"203991","76","70","Greater Than 15 Ft","0.319","1.13"," 3.21","0.352","0.376","-0.023","Clint Capela"
"201147","82","82","Overall","1.000","3.38","7.38","0.458","0.441","0.017","Corey Brewer"
"201147","82","79","3 Pointers","0.426","1.11","3.15","0.353","0.352","0.001","Corey Brewer"
"201147","82","79","2 Pointers","0.574","2.27","4.23","0.536","0.488","0.048","Corey Brewer"
"201147","82","66","Less Than 6 Ft","0.245","1.24","1.80","0.689","0.601","0.088","Corey Brewer"
"201147","82","75","Less Than 10 Ft","0.347","1.55","2.56","0.605","0.547","0.058","Corey Brewer"
"201147","82","81","Greater Than 15 Ft","0.580","1.59","4.28","0.370","0.366","0.004","Corey Brewer"
"202700","36","36","Overall","1.000","2.61","6.53","0.400","0.461","-0.061","Donatas Motiejunas"
"202700","36","25","3 Pointers","0.234","0.47","1.53","0.309","0.353","-0.044","Donatas Motiejunas"
"202700","36","36","2 Pointers","0.766","2.14","5.00","0.428","0.494","-0.066","Donatas Motiejunas"
"202700","36","30","Less Than 6 Ft","0.366","1.50","2.39","0.628","0.602"," 0.026","Donatas Motiejunas"
"202700","36","33","Less Than 10 Ft","0.532","1.72","3.47","0.496","0.549","-0.053","Donatas Motiejunas"
"202700","36","31","Greater Than 15 Ft","0.404","0.81","2.64","0.305","0.373","-0.068","Donatas Motiejunas"
"2730","70","70","Overall","1.000","5.56","11.69","0.476","0.469"," 0.007","Dwight Howard"
"2730","70","47","3 Pointers","0.114","0.44"," 1.33","0.333","0.352","-0.019","Dwight Howard"
"2730","70","70","2 Pointers","0.886","5.11","10.36","0.494","0.496","-0.002","Dwight Howard"
"2730","70","70","Less Than 6 Ft","0.430","2.94"," 5.03","0.585","0.605","-0.020","Dwight Howard"
"2730","70","70","Less Than 10 Ft","0.579","3.70"," 6.77","0.546","0.548","-0.001","Dwight Howard"
"2730","70","67","Greater Than 15 Ft","0.307","1.40"," 3.59","0.390","0.384"," 0.006","Dwight Howard"
"201935","82","82","Overall","1.000","6.29","13.44","0.468","0.447","0.021","James Harden"
"201935","82","82","3 Pointers","0.416","2.10"," 5.59","0.376","0.357","0.018","James Harden"
"201935","82","82","2 Pointers","0.584","4.20"," 7.85","0.534","0.493","0.041","James Harden"
"201935","82","80","Less Than 6 Ft","0.291","2.61"," 3.91","0.667","0.609","0.057","James Harden"
"201935","82","82","Less Than 10 Ft","0.384","3.11"," 5.16","0.603","0.553","0.050","James Harden"
"201935","82","82","Greater Than 15 Ft","0.557","2.84"," 7.49","0.379","0.371","0.008","James Harden"
"1891","71","71","Overall","1.000","2.80","5.61","0.500","0.437","0.063","Jason Terry"
"1891","71","55","3 Pointers","0.407","0.99","2.28","0.432","0.356","0.076","Jason Terry"
"1891","71","69","2 Pointers","0.593","1.82","3.32","0.547","0.481","0.065","Jason Terry"
"1891","71","49","Less Than 6 Ft","0.201","0.93","1.13","0.825","0.611","0.214","Jason Terry"
"1891","71","58","Less Than 10 Ft","0.291","1.14","1.63","0.698","0.544","0.155","Jason Terry"
"1891","71","66","Greater Than 15 Ft","0.585","1.41","3.28","0.429","0.371","0.058","Jason Terry"
"2746","55","55","Overall","1.000","3.24","7.53","0.430","0.467","-0.037","Josh Smith"
"2746","55","37","3 Pointers","0.213","0.62","1.60","0.386","0.358"," 0.029","Josh Smith"
"2746","55","55","2 Pointers","0.787","2.62","5.93","0.442","0.501","-0.059","Josh Smith"
"2746","55","49","Less Than 6 Ft","0.370","1.56","2.78","0.562","0.616","-0.054","Josh Smith"
"2746","55","53","Less Than 10 Ft","0.519","1.96","3.91","0.502","0.559","-0.056","Josh Smith"
"2746","55","50","Greater Than 15 Ft","0.415","1.09","3.13","0.349","0.373","-0.024","Josh Smith"
"203909","26","26","Overall","1.000","1.42","3.15","0.451","0.430"," 0.022","KJ McDaniels"
"203909","26","17","3 Pointers","0.366","0.50","1.15","0.433","0.352"," 0.081","KJ McDaniels"
"203909","26","23","2 Pointers","0.634","0.92","2.00","0.462","0.480","-0.018","KJ McDaniels"
"203909","26","18","Less Than 6 Ft","0.354","0.69","1.12","0.621","0.599"," 0.022","KJ McDaniels"
"203909","26","18","Less Than 10 Ft","0.378","0.73","1.19","0.613","0.541"," 0.072","KJ McDaniels"
"203909","26","24","Greater Than 15 Ft","0.537","0.65","1.69","0.386","0.357"," 0.029","KJ McDaniels"
"201977","59","59","Overall","1.000","2.34","5.07","0.462","0.439"," 0.023","Marcus Thornton"
"201977","59","47","3 Pointers","0.401","0.59","2.03","0.292","0.361","-0.069","Marcus Thornton"
"201977","59","53","2 Pointers","0.599","1.75","3.03","0.575","0.486"," 0.090","Marcus Thornton"
"201977","59","40","Less Than 6 Ft","0.251","0.85","1.27","0.667","0.608"," 0.058","Marcus Thornton"
"201977","59","48","Less Than 10 Ft","0.371","1.22","1.88","0.649","0.549"," 0.100","Marcus Thornton"
"201977","59","54","Greater Than 15 Ft","0.555","0.95","2.81","0.337","0.370","-0.033","Marcus Thornton"
"201563","20","20","Overall","1.000","3.20","7.20","0.444","0.447","-0.002","Michael Beasley"
"201563","20","18","3 Pointers","0.368","1.15","2.65","0.434","0.354"," 0.080","Michael Beasley"
"201563","20","20","2 Pointers","0.632","2.05","4.55","0.451","0.489","-0.039","Michael Beasley"
"201563","20","19","Less Than 6 Ft","0.417","1.40","3.00","0.467","0.603","-0.136","Michael Beasley"
"201563","20","20","Less Than 10 Ft","0.514","1.80","3.70","0.486","0.546","-0.060","Michael Beasley"
"201563","20","18","Greater Than 15 Ft","0.438","1.40","3.15","0.444","0.373"," 0.072","Michael Beasley"
"1626149","31","31","Overall","1.000","2.39","5.52","0.433","0.446","-0.013","Montrezl Harrell"
"1626149","31","25","3 Pointers","0.316","0.52","1.74","0.296","0.352","-0.056","Montrezl Harrell"
"1626149","31","30","2 Pointers","0.684","1.87","3.77","0.496","0.484"," 0.012","Montrezl Harrell"
"1626149","31","23","Less Than 6 Ft","0.240","0.94","1.32","0.707","0.598"," 0.109","Montrezl Harrell"
"1626149","31","27","Less Than 10 Ft","0.404","1.26","2.23","0.565","0.538"," 0.028","Montrezl Harrell"
"1626149","31","28","Greater Than 15 Ft","0.538","1.06","2.97","0.359","0.368","-0.010","Montrezl Harrell"
"201976","71","71","Overall","1.000","4.03","9.20","0.438","0.441","-0.003","Patrick Beverley"
"201976","71","64","3 Pointers","0.375","1.18","3.45","0.343","0.349","-0.006","Patrick Beverley"
"201976","71","71","2 Pointers","0.625","2.85","5.75","0.495","0.484"," 0.011","Patrick Beverley"
"201976","71","61","Less Than 6 Ft","0.245","1.52","2.25","0.675","0.608"," 0.067","Patrick Beverley"
"201976","71","66","Less Than 10 Ft","0.358","1.96","3.30","0.594","0.546"," 0.048","Patrick Beverley"
"201976","71","69","Greater Than 15 Ft","0.548","1.80","5.04","0.358","0.365","-0.007","Patrick Beverley"
"1626155","1","1","Overall","1.000"," 1"," 3","0.333","0.444","-0.111","Sam Dekker"
"1626155","1","0","3 Pointers",NA,NA,NA,NA,NA,NA,"Sam Dekker"
"1626155","1","1","2 Pointers","1.000"," 1"," 3","0.333","0.491","-0.158","Sam Dekker"
"1626155","1","0","Less Than 6 Ft",NA,NA,NA,NA,NA,NA,"Sam Dekker"
"1626155","1","0","Less Than 10 Ft",NA,NA,NA,NA,NA,NA,"Sam Dekker"
"1626155","1","1","Greater Than 15 Ft","0.667"," 0"," 2","0.000","0.400","-0.400","Sam Dekker"
"203093","49","49","Overall","1.000","4.63","9.08","0.510","0.455"," 0.055","Terrence Jones"
"203093","49","40","3 Pointers","0.263","1.06","2.39","0.444","0.348"," 0.097","Terrence Jones"
"203093","49","49","2 Pointers","0.737","3.57","6.69","0.534","0.494"," 0.040","Terrence Jones"
"203093","49","48","Less Than 6 Ft","0.396","2.08","3.59","0.580","0.601","-0.022","Terrence Jones"
"203093","49","49","Less Than 10 Ft","0.544","2.67","4.94","0.541","0.548","-0.007","Terrence Jones"
"203093","49","47","Greater Than 15 Ft","0.398","1.67","3.61","0.463","0.365"," 0.098","Terrence Jones"
"2772","80","80","Overall","1.000","4.14","9.24","0.448","0.451","-0.003","Trevor Ariza"
"2772","80","75","3 Pointers","0.375","1.31","3.46","0.379","0.362"," 0.017","Trevor Ariza"
"2772","80","80","2 Pointers","0.625","2.83","5.78","0.489","0.494","-0.005","Trevor Ariza"
"2772","80","74","Less Than 6 Ft","0.281","1.74","2.60","0.668","0.607"," 0.062","Trevor Ariza"
"2772","80","76","Less Than 10 Ft","0.357","1.94","3.30","0.587","0.553"," 0.034","Trevor Ariza"
"2772","80","78","Greater Than 15 Ft","0.566","1.93","5.23","0.368","0.375","-0.007","Trevor Ariza"
"201951","63","63","Overall","1.000","2.86","6.48","0.441","0.438"," 0.003","Ty Lawson"
"201951","63","53","3 Pointers","0.360","0.63","2.33","0.272","0.348","-0.076","Ty Lawson"
"201951","63","59","2 Pointers","0.640","2.22","4.14","0.536","0.482"," 0.055","Ty Lawson"
"201951","63","46","Less Than 6 Ft","0.260","1.29","1.68","0.764","0.609"," 0.155","Ty Lawson"
"201951","63","49","Less Than 10 Ft","0.346","1.49","2.24","0.667","0.551"," 0.116","Ty Lawson"
"201951","63","59","Greater Than 15 Ft","0.561","1.13","3.63","0.310","0.365","-0.055","Ty Lawson"
"203085","66","66","Overall","1.000","2.71","6.86","0.395","0.443","-0.048","Austin Rivers"
"203085","66","58","3 Pointers","0.329","0.73","2.26","0.322","0.358","-0.035","Austin Rivers"
"203085","66","66","2 Pointers","0.671","1.98","4.61","0.431","0.484","-0.054","Austin Rivers"
"203085","66","52","Less Than 6 Ft","0.203","0.79","1.39","0.565","0.602","-0.037","Austin Rivers"
"203085","66","60","Less Than 10 Ft","0.340","1.15","2.33","0.494","0.542","-0.048","Austin Rivers"
"203085","66","63","Greater Than 15 Ft","0.552","1.30","3.79","0.344","0.372","-0.028","Austin Rivers"
"201933","35","35","Overall","1.000","6.14","12.86","0.478","0.463","0.014","Blake Griffin"
"201933","35","33","3 Pointers","0.233","1.14"," 3.00","0.381","0.350","0.031","Blake Griffin"
"201933","35","35","2 Pointers","0.767","5.00"," 9.86","0.507","0.495","0.012","Blake Griffin"
"201933","35","34","Less Than 6 Ft","0.322","2.57"," 4.14","0.621","0.601","0.020","Blake Griffin"
"201933","35","35","Less Than 10 Ft","0.436","3.34"," 5.60","0.597","0.545","0.051","Blake Griffin"
"201933","35","35","Greater Than 15 Ft","0.471","2.34"," 6.06","0.387","0.370","0.017","Blake Griffin"
"1626183","5","5","Overall","1.000","1.0","1.8","0.556","0.470"," 0.086","Branden Dawson"
"1626183","5","1","3 Pointers","0.111","0.0","0.2","0.000","0.348","-0.348","Branden Dawson"
"1626183","5","5","2 Pointers","0.889","1.0","1.6","0.625","0.523"," 0.102","Branden Dawson"
"1626183","5","5","Less Than 6 Ft","0.667","0.8","1.2","0.667","0.616"," 0.051","Branden Dawson"
"1626183","5","5","Less Than 10 Ft","0.778","0.8","1.4","0.571","0.570"," 0.001","Branden Dawson"
"1626183","5","1","Greater Than 15 Ft","0.111","0.0","0.2","0.000","0.405","-0.405","Branden Dawson"
"203912","18","18","Overall","1.000","1.00","3.17","0.316","0.419","-0.103","CJ Wilcox"
"203912","18","17","3 Pointers","0.474","0.33","1.50","0.222","0.315","-0.093","CJ Wilcox"
"203912","18","12","2 Pointers","0.526","0.67","1.67","0.400","0.461","-0.061","CJ Wilcox"
"203912","18"," 6","Less Than 6 Ft","0.211","0.33","0.67","0.500","0.557","-0.057","CJ Wilcox"
"203912","18"," 8","Less Than 10 Ft","0.298","0.39","0.94","0.412","0.507","-0.096","CJ Wilcox"
"203912","18","18","Greater Than 15 Ft","0.614","0.50","1.94","0.257","0.332","-0.075","CJ Wilcox"
"101108","74","74","Overall","1.000","4.49","9.64","0.466","0.445","0.021","Chris Paul"
"101108","74","72","3 Pointers","0.346","1.20","3.34","0.360","0.357","0.003","Chris Paul"
