"gameorder","game_id","lg_id","_iscopy","year_id","date_game","seasongame","is_playoffs","team_id","fran_id","pts","elo_i","elo_n","win_equiv","opp_id","opp_fran","opp_pts","opp_elo_i","opp_elo_n","game_location","game_result","forecast"
327,21500327,"NBA",0,2015,2015-12-09,20,0,"UTA",NA,106,NA,NA,NA,"NYK",NA,85,NA,NA,"H","W",NA
327,21500327,"NBA",1,2015,2015-12-09,23,0,"NYK",NA,85,NA,NA,NA,"UTA",NA,106,NA,NA,"A","L",NA
328,21500328,"NBA",1,2015,2015-12-09,23,0,"ATL",NA,98,NA,NA,NA,"DAL",NA,95,NA,NA,"A","W",NA
328,21500328,"NBA",0,2015,2015-12-09,23,0,"DAL",NA,95,NA,NA,NA,"ATL",NA,98,NA,NA,"H","L",NA
329,21500329,"NBA",1,2015,2015-12-10,23,0,"PHI",NA,91,NA,NA,NA,"BKN",NA,100,NA,NA,"A","L",NA
329,21500329,"NBA",0,2015,2015-12-10,22,0,"BKN",NA,100,NA,NA,NA,"PHI",NA,91,NA,NA,"H","W",NA
330,21500330,"NBA",0,2015,2015-12-10,20,0,"CHI",NA,83,NA,NA,NA,"LAC",NA,80,NA,NA,"H","W",NA
330,21500330,"NBA",1,2015,2015-12-10,23,0,"LAC",NA,80,NA,NA,NA,"CHI",NA,83,NA,NA,"A","L",NA
331,21500331,"NBA",1,2015,2015-12-10,24,0,"ATL",NA,94,NA,NA,NA,"OKC",NA,107,NA,NA,"A","L",NA
331,21500331,"NBA",0,2015,2015-12-10,22,0,"OKC",NA,107,NA,NA,NA,"ATL",NA,94,NA,NA,"H","W",NA
332,21500332,"NBA",1,2015,2015-12-10,24,0,"NYK",NA,97,NA,NA,NA,"SAC",NA,99,NA,NA,"A","L",NA
332,21500332,"NBA",0,2015,2015-12-10,24,0,"SAC",NA,99,NA,NA,NA,"NYK",NA,97,NA,NA,"H","W",NA
333,21500333,"NBA",1,2015,2015-12-11,21,0,"MIA",NA,83,NA,NA,NA,"IND",NA,96,NA,NA,"A","L",NA
333,21500333,"NBA",0,2015,2015-12-11,21,0,"IND",NA,96,NA,NA,NA,"MIA",NA,83,NA,NA,"H","W",NA
334,21500334,"NBA",1,2015,2015-12-11,22,0,"CLE",NA,111,NA,NA,NA,"ORL",NA,76,NA,NA,"A","W",NA
334,21500334,"NBA",0,2015,2015-12-11,23,0,"ORL",NA,76,NA,NA,NA,"CLE",NA,111,NA,NA,"H","L",NA
335,21500335,"NBA",1,2015,2015-12-11,24,0,"DET",NA,107,NA,NA,NA,"PHI",NA,95,NA,NA,"A","W",NA
335,21500335,"NBA",0,2015,2015-12-11,24,0,"PHI",NA,95,NA,NA,NA,"DET",NA,107,NA,NA,"H","L",NA
336,21500336,"NBA",1,2015,2015-12-11,24,0,"GSW",NA,124,NA,NA,NA,"BOS",NA,119,NA,NA,"A","W",NA
336,21500336,"NBA",0,2015,2015-12-11,23,0,"BOS",NA,119,NA,NA,NA,"GSW",NA,124,NA,NA,"H","L",NA
337,21500337,"NBA",0,2015,2015-12-11,24,0,"TOR",NA,90,NA,NA,NA,"MIL",NA,83,NA,NA,"H","W",NA
337,21500337,"NBA",1,2015,2015-12-11,24,0,"MIL",NA,83,NA,NA,NA,"TOR",NA,90,NA,NA,"A","L",NA
338,21500338,"NBA",1,2015,2015-12-11,22,0,"CHA",NA,123,NA,NA,NA,"MEM",NA,99,NA,NA,"A","W",NA
338,21500338,"NBA",0,2015,2015-12-11,24,0,"MEM",NA,99,NA,NA,NA,"CHA",NA,123,NA,NA,"H","L",NA
339,21500339,"NBA",0,2015,2015-12-11,22,0,"NOP",NA,107,NA,NA,NA,"WAS",NA,105,NA,NA,"H","W",NA
339,21500339,"NBA",1,2015,2015-12-11,21,0,"WAS",NA,105,NA,NA,NA,"NOP",NA,107,NA,NA,"A","L",NA
340,21500340,"NBA",0,2015,2015-12-11,23,0,"DEN",NA,111,NA,NA,NA,"MIN",NA,108,NA,NA,"H","W",NA
340,21500340,"NBA",1,2015,2015-12-11,22,0,"MIN",NA,108,NA,NA,NA,"DEN",NA,111,NA,NA,"A","L",NA
341,21500341,"NBA",0,2015,2015-12-11,21,0,"UTA",NA,90,NA,NA,NA,"OKC",NA,94,NA,NA,"H","L",NA
341,21500341,"NBA",1,2015,2015-12-11,23,0,"OKC",NA,94,NA,NA,NA,"UTA",NA,90,NA,NA,"A","W",NA
342,21500342,"NBA",0,2015,2015-12-11,24,0,"SAS",NA,109,NA,NA,NA,"LAL",NA,87,NA,NA,"H","W",NA
342,21500342,"NBA",1,2015,2015-12-11,23,0,"LAL",NA,87,NA,NA,NA,"SAS",NA,109,NA,NA,"A","L",NA
343,21500343,"NBA",0,2015,2015-12-11,24,0,"PHX",NA,96,NA,NA,NA,"POR",NA,106,NA,NA,"H","L",NA
343,21500343,"NBA",1,2015,2015-12-11,24,0,"POR",NA,106,NA,NA,NA,"PHX",NA,96,NA,NA,"A","W",NA
344,21500344,"NBA",0,2015,2015-12-12,23,0,"BKN",NA,100,NA,NA,NA,"LAC",NA,105,NA,NA,"H","L",NA
344,21500344,"NBA",1,2015,2015-12-12,24,0,"LAC",NA,105,NA,NA,NA,"BKN",NA,100,NA,NA,"A","W",NA
345,21500345,"NBA",1,2015,2015-12-12,24,0,"BOS",NA,98,NA,NA,NA,"CHA",NA,93,NA,NA,"A","W",NA
345,21500345,"NBA",0,2015,2015-12-12,23,0,"CHA",NA,93,NA,NA,NA,"BOS",NA,98,NA,NA,"H","L",NA
346,21500346,"NBA",0,2015,2015-12-12,25,0,"DET",NA,118,NA,NA,NA,"IND",NA,96,NA,NA,"H","W",NA
346,21500346,"NBA",1,2015,2015-12-12,22,0,"IND",NA,96,NA,NA,NA,"DET",NA,118,NA,NA,"A","L",NA
347,21500347,"NBA",0,2015,2015-12-12,25,0,"ATL",NA,78,NA,NA,NA,"SAS",NA,103,NA,NA,"H","L",NA
347,21500347,"NBA",1,2015,2015-12-12,25,0,"SAS",NA,103,NA,NA,NA,"ATL",NA,78,NA,NA,"A","W",NA
348,21500348,"NBA",0,2015,2015-12-12,21,0,"CHI",NA,98,NA,NA,NA,"NOP",NA,94,NA,NA,"H","W",NA
348,21500348,"NBA",1,2015,2015-12-12,23,0,"NOP",NA,94,NA,NA,NA,"CHI",NA,98,NA,NA,"A","L",NA
349,21500349,"NBA",0,2015,2015-12-12,24,0,"HOU",NA,126,NA,NA,NA,"LAL",NA,97,NA,NA,"H","W",NA
349,21500349,"NBA",1,2015,2015-12-12,24,0,"LAL",NA,97,NA,NA,NA,"HOU",NA,126,NA,NA,"A","L",NA
350,21500350,"NBA",1,2015,2015-12-12,22,0,"WAS",NA,114,NA,NA,NA,"DAL",NA,111,NA,NA,"A","W",NA
350,21500350,"NBA",0,2015,2015-12-12,24,0,"DAL",NA,111,NA,NA,NA,"WAS",NA,114,NA,NA,"H","L",NA
351,21500351,"NBA",1,2015,2015-12-12,25,0,"GSW",NA,95,NA,NA,NA,"MIL",NA,108,NA,NA,"A","L",NA
351,21500351,"NBA",0,2015,2015-12-12,25,0,"MIL",NA,108,NA,NA,NA,"GSW",NA,95,NA,NA,"H","W",NA
352,21500352,"NBA",1,2015,2015-12-12,25,0,"NYK",NA,112,NA,NA,NA,"POR",NA,110,NA,NA,"A","W",NA
352,21500352,"NBA",0,2015,2015-12-12,25,0,"POR",NA,110,NA,NA,NA,"NYK",NA,112,NA,NA,"H","L",NA
353,21500353,"NBA",0,2015,2015-12-13,25,0,"PHX",NA,108,NA,NA,NA,"MIN",NA,101,NA,NA,"H","W",NA
353,21500353,"NBA",1,2015,2015-12-13,23,0,"MIN",NA,101,NA,NA,NA,"PHX",NA,108,NA,NA,"A","L",NA
354,21500354,"NBA",0,2015,2015-12-13,22,0,"MIA",NA,100,NA,NA,NA,"MEM",NA,97,NA,NA,"H","W",NA
354,21500354,"NBA",1,2015,2015-12-13,25,0,"MEM",NA,97,NA,NA,NA,"MIA",NA,100,NA,NA,"A","L",NA
355,21500355,"NBA",1,2015,2015-12-13,25,0,"PHI",NA,76,NA,NA,NA,"TOR",NA,96,NA,NA,"A","L",NA
355,21500355,"NBA",0,2015,2015-12-13,25,0,"TOR",NA,96,NA,NA,NA,"PHI",NA,76,NA,NA,"H","W",NA
356,21500356,"NBA",1,2015,2015-12-13,22,0,"UTA",NA,98,NA,NA,NA,"OKC",NA,104,NA,NA,"A","L",NA
356,21500356,"NBA",0,2015,2015-12-13,24,0,"OKC",NA,104,NA,NA,NA,"UTA",NA,98,NA,NA,"H","W",NA
357,21500357,"NBA",1,2015,2015-12-14,26,0,"TOR",NA,90,NA,NA,NA,"IND",NA,106,NA,NA,"A","L",NA
357,21500357,"NBA",0,2015,2015-12-14,23,0,"IND",NA,106,NA,NA,NA,"TOR",NA,90,NA,NA,"H","W",NA
358,21500358,"NBA",1,2015,2015-12-14,24,0,"ORL",NA,105,NA,NA,NA,"BKN",NA,82,NA,NA,"A","W",NA
358,21500358,"NBA",0,2015,2015-12-14,24,0,"BKN",NA,82,NA,NA,NA,"ORL",NA,105,NA,NA,"H","L",NA
359,21500359,"NBA",0,2015,2015-12-14,26,0,"DET",NA,103,NA,NA,NA,"LAC",NA,105,NA,NA,"H","L",NA
359,21500359,"NBA",1,2015,2015-12-14,25,0,"LAC",NA,105,NA,NA,NA,"DET",NA,103,NA,NA,"A","W",NA
360,21500360,"NBA",0,2015,2015-12-14,26,0,"ATL",NA,88,NA,NA,NA,"MIA",NA,100,NA,NA,"H","L",NA
360,21500360,"NBA",1,2015,2015-12-14,23,0,"MIA",NA,100,NA,NA,NA,"ATL",NA,88,NA,NA,"A","W",NA
361,21500361,"NBA",0,2015,2015-12-14,22,0,"CHI",NA,115,NA,NA,NA,"PHI",NA,96,NA,NA,"H","W",NA
361,21500361,"NBA",1,2015,2015-12-14,26,0,"PHI",NA,96,NA,NA,NA,"CHI",NA,115,NA,NA,"A","L",NA
362,21500362,"NBA",1,2015,2015-12-14,23,0,"WAS",NA,95,NA,NA,NA,"MEM",NA,112,NA,NA,"A","L",NA
362,21500362,"NBA",0,2015,2015-12-14,26,0,"MEM",NA,112,NA,NA,NA,"WAS",NA,95,NA,NA,"H","W",NA
363,21500363,"NBA",1,2015,2015-12-14,26,0,"PHX",NA,94,NA,NA,NA,"DAL",NA,104,NA,NA,"A","L",NA
363,21500363,"NBA",0,2015,2015-12-14,25,0,"DAL",NA,104,NA,NA,NA,"PHX",NA,94,NA,NA,"H","W",NA
364,21500364,"NBA",1,2015,2015-12-14,23,0,"UTA",NA,81,NA,NA,NA,"SAS",NA,118,NA,NA,"A","L",NA
364,21500364,"NBA",0,2015,2015-12-14,26,0,"SAS",NA,118,NA,NA,NA,"UTA",NA,81,NA,NA,"H","W",NA
365,21500365,"NBA",1,2015,2015-12-14,25,0,"HOU",NA,108,NA,NA,NA,"DEN",NA,114,NA,NA,"A","L",NA
365,21500365,"NBA",0,2015,2015-12-14,24,0,"DEN",NA,114,NA,NA,NA,"HOU",NA,108,NA,NA,"H","W",NA
366,21500366,"NBA",1,2015,2015-12-14,24,0,"NOP",NA,101,NA,NA,NA,"POR",NA,105,NA,NA,"A","L",NA
366,21500366,"NBA",0,2015,2015-12-14,26,0,"POR",NA,105,NA,NA,NA,"NOP",NA,101,NA,NA,"H","W",NA
367,21500367,"NBA",1,2015,2015-12-15,23,0,"CLE",NA,89,NA,NA,NA,"BOS",NA,77,NA,NA,"A","W",NA
367,21500367,"NBA",0,2015,2015-12-15,25,0,"BOS",NA,77,NA,NA,NA,"CLE",NA,89,NA,NA,"H","L",NA
368,21500368,"NBA",1,2015,2015-12-15,25,0,"DEN",NA,112,NA,NA,NA,"MIN",NA,100,NA,NA,"A","W",NA
368,21500368,"NBA",0,2015,2015-12-15,24,0,"MIN",NA,100,NA,NA,NA,"DEN",NA,112,NA,NA,"H","L",NA
369,21500369,"NBA",1,2015,2015-12-15,26,0,"HOU",NA,97,NA,NA,NA,"SAC",NA,107,NA,NA,"A","L",NA
369,21500369,"NBA",0,2015,2015-12-15,25,0,"SAC",NA,107,NA,NA,NA,"HOU",NA,97,NA,NA,"H","W",NA
370,21500370,"NBA",1,2015,2015-12-15,26,0,"MIL",NA,95,NA,NA,NA,"LAL",NA,113,NA,NA,"A","L",NA
370,21500370,"NBA",0,2015,2015-12-15,25,0,"LAL",NA,113,NA,NA,NA,"MIL",NA,95,NA,NA,"H","W",NA
371,21500371,"NBA",0,2015,2015-12-16,24,0,"IND",NA,107,NA,NA,NA,"DAL",NA,81,NA,NA,"H","W",NA
371,21500371,"NBA",1,2015,2015-12-16,26,0,"DAL",NA,81,NA,NA,NA,"IND",NA,107,NA,NA,"A","L",NA
372,21500372,"NBA",0,2015,2015-12-16,25,0,"ORL",NA,113,NA,NA,NA,"CHA",NA,98,NA,NA,"H","W",NA
372,21500372,"NBA",1,2015,2015-12-16,24,0,"CHA",NA,98,NA,NA,NA,"ORL",NA,113,NA,NA,"A","L",NA
373,21500373,"NBA",0,2015,2015-12-16,25,0,"BKN",NA,98,NA,NA,NA,"MIA",NA,104,NA,NA,"H","L",NA
373,21500373,"NBA",1,2015,2015-12-16,24,0,"MIA",NA,104,NA,NA,NA,"BKN",NA,98,NA,NA,"A","W",NA
374,21500374,"NBA",0,2015,2015-12-16,27,0,"DET",NA,119,NA,NA,NA,"BOS",NA,116,NA,NA,"H","W",NA
374,21500374,"NBA",1,2015,2015-12-16,26,0,"BOS",NA,116,NA,NA,NA,"DET",NA,119,NA,NA,"A","L",NA
375,21500375,"NBA",0,2015,2015-12-16,26,0,"NYK",NA,107,NA,NA,NA,"MIN",NA,102,NA,NA,"H","W",NA
375,21500375,"NBA",1,2015,2015-12-16,25,0,"MIN",NA,102,NA,NA,NA,"NYK",NA,107,NA,NA,"A","L",NA
376,21500376,"NBA",0,2015,2015-12-16,27,0,"ATL",NA,127,NA,NA,NA,"PHI",NA,106,NA,NA,"H","W",NA
376,21500376,"NBA",1,2015,2015-12-16,27,0,"PHI",NA,106,NA,NA,NA,"ATL",NA,127,NA,NA,"A","L",NA
377,21500377,"NBA",0,2015,2015-12-16,23,0,"CHI",NA,98,NA,NA,NA,"MEM",NA,85,NA,NA,"H","W",NA
377,21500377,"NBA",1,2015,2015-12-16,27,0,"MEM",NA,85,NA,NA,NA,"CHI",NA,98,NA,NA,"A","L",NA
378,21500378,"NBA",0,2015,2015-12-16,25,0,"OKC",NA,106,NA,NA,NA,"POR",NA,90,NA,NA,"H","W",NA
378,21500378,"NBA",1,2015,2015-12-16,27,0,"POR",NA,90,NA,NA,NA,"OKC",NA,106,NA,NA,"A","L",NA
379,21500379,"NBA",1,2015,2015-12-16,24,0,"WAS",NA,95,NA,NA,NA,"SAS",NA,114,NA,NA,"A","L",NA
379,21500379,"NBA",0,2015,2015-12-16,27,0,"SAS",NA,114,NA,NA,NA,"WAS",NA,95,NA,NA,"H","W",NA
380,21500380,"NBA",1,2015,2015-12-16,25,0,"NOP",NA,104,NA,NA,NA,"UTA",NA,94,NA,NA,"A","W",NA
380,21500380,"NBA",0,2015,2015-12-16,24,0,"UTA",NA,94,NA,NA,NA,"NOP",NA,104,NA,NA,"H","L",NA
381,21500381,"NBA",0,2015,2015-12-16,26,0,"GSW",NA,128,NA,NA,NA,"PHX",NA,103,NA,NA,"H","W",NA
381,21500381,"NBA",1,2015,2015-12-16,27,0,"PHX",NA,103,NA,NA,NA,"GSW",NA,128,NA,NA,"A","L",NA
382,21500382,"NBA",1,2015,2015-12-16,27,0,"MIL",NA,90,NA,NA,NA,"LAC",NA,103,NA,NA,"A","L",NA
382,21500382,"NBA",0,2015,2015-12-16,26,0,"LAC",NA,103,NA,NA,NA,"MIL",NA,90,NA,NA,"H","W",NA
383,21500383,"NBA",0,2015,2015-12-17,25,0,"CHA",NA,109,NA,NA,NA,"TOR",NA,99,NA,NA,"H","W",NA
383,21500383,"NBA",1,2015,2015-12-17,27,0,"TOR",NA,99,NA,NA,NA,"CHA",NA,109,NA,NA,"A","L",NA
384,21500384,"NBA",0,2015,2015-12-17,24,0,"CLE",NA,104,NA,NA,NA,"OKC",NA,100,NA,NA,"H","W",NA
384,21500384,"NBA",1,2015,2015-12-17,26,0,"OKC",NA,100,NA,NA,NA,"CLE",NA,104,NA,NA,"A","L",NA
385,21500385,"NBA",1,2015,2015-12-17,27,0,"HOU",NA,107,NA,NA,NA,"LAL",NA,87,NA,NA,"A","W",NA
385,21500385,"NBA",0,2015,2015-12-17,26,0,"LAL",NA,87,NA,NA,NA,"HOU",NA,107,NA,NA,"H","L",NA
386,21500386,"NBA",1,2015,2015-12-18,26,0,"BKN",NA,97,NA,NA,NA,"IND",NA,104,NA,NA,"A","L",NA
386,21500386,"NBA",0,2015,2015-12-18,25,0,"IND",NA,104,NA,NA,NA,"BKN",NA,97,NA,NA,"H","W",NA
387,21500387,"NBA",0,2015,2015-12-18,26,0,"ORL",NA,102,NA,NA,NA,"POR",NA,94,NA,NA,"H","W",NA
387,21500387,"NBA",1,2015,2015-12-18,28,0,"POR",NA,94,NA,NA,NA,"ORL",NA,102,NA,NA,"A","L",NA
388,21500388,"NBA",0,2015,2015-12-18,28,0,"PHI",NA,97,NA,NA,NA,"NYK",NA,107,NA,NA,"H","L",NA
388,21500388,"NBA",1,2015,2015-12-18,27,0,"NYK",NA,107,NA,NA,NA,"PHI",NA,97,NA,NA,"A","W",NA
389,21500389,"NBA",1,2015,2015-12-18,28,0,"ATL",NA,109,NA,NA,NA,"BOS",NA,101,NA,NA,"A","W",NA
389,21500389,"NBA",0,2015,2015-12-18,27,0,"BOS",NA,101,NA,NA,NA,"ATL",NA,109,NA,NA,"H","L",NA
390,21500390,"NBA",0,2015,2015-12-18,25,0,"MIA",NA,94,NA,NA,NA,"TOR",NA,108,NA,NA,"H","L",NA
390,21500390,"NBA",1,2015,2015-12-18,28,0,"TOR",NA,108,NA,NA,NA,"MIA",NA,94,NA,NA,"A","W",NA
391,21500391,"NBA",1,2015,2015-12-18,28,0,"DET",NA,147,NA,NA,NA,"CHI",NA,144,NA,NA,"A","W",NA
391,21500391,"NBA",0,2015,2015-12-18,24,0,"CHI",NA,144,NA,NA,NA,"DET",NA,147,NA,NA,"H","L",NA
392,21500392,"NBA",1,2015,2015-12-18,26,0,"SAC",NA,95,NA,NA,NA,"MIN",NA,99,NA,NA,"A","L",NA
392,21500392,"NBA",0,2015,2015-12-18,26,0,"MIN",NA,99,NA,NA,NA,"SAC",NA,95,NA,NA,"H","W",NA
393,21500393,"NBA",0,2015,2015-12-18,28,0,"SAS",NA,115,NA,NA,NA,"LAC",NA,107,NA,NA,"H","W",NA
393,21500393,"NBA",1,2015,2015-12-18,27,0,"LAC",NA,107,NA,NA,NA,"SAS",NA,115,NA,NA,"A","L",NA
394,21500394,"NBA",1,2015,2015-12-18,28,0,"MEM",NA,88,NA,NA,NA,"DAL",NA,97,NA,NA,"A","L",NA
394,21500394,"NBA",0,2015,2015-12-18,27,0,"DAL",NA,97,NA,NA,NA,"MEM",NA,88,NA,NA,"H","W",NA
395,21500395,"NBA",0,2015,2015-12-18,25,0,"UTA",NA,97,NA,NA,NA,"DEN",NA,88,NA,NA,"H","W",NA
395,21500395,"NBA",1,2015,2015-12-18,26,0,"DEN",NA,88,NA,NA,NA,"UTA",NA,97,NA,NA,"A","L",NA
396,21500396,"NBA",1,2015,2015-12-18,26,0,"NOP",NA,88,NA,NA,NA,"PHX",NA,104,NA,NA,"A","L",NA
396,21500396,"NBA",0,2015,2015-12-18,28,0,"PHX",NA,104,NA,NA,NA,"NOP",NA,88,NA,NA,"H","W",NA
397,21500397,"NBA",0,2015,2015-12-18,27,0,"GSW",NA,121,NA,NA,NA,"MIL",NA,112,NA,NA,"H","W",NA
397,21500397,"NBA",1,2015,2015-12-18,28,0,"MIL",NA,112,NA,NA,NA,"GSW",NA,121,NA,NA,"A","L",NA
398,21500398,"NBA",0,2015,2015-12-19,27,0,"OKC",NA,118,NA,NA,NA,"LAL",NA,78,NA,NA,"H","W",NA
398,21500398,"NBA",1,2015,2015-12-19,27,0,"LAL",NA,78,NA,NA,NA,"OKC",NA,118,NA,NA,"A","L",NA
399,21500399,"NBA",0,2015,2015-12-19,25,0,"WAS",NA,109,NA,NA,NA,"CHA",NA,101,NA,NA,"H","W",NA
399,21500399,"NBA",1,2015,2015-12-19,26,0,"CHA",NA,101,NA,NA,NA,"WAS",NA,109,NA,NA,"A","L",NA
400,21500400,"NBA",1,2015,2015-12-19,25,0,"CHI",NA,91,NA,NA,NA,"NYK",NA,107,NA,NA,"A","L",NA
400,21500400,"NBA",0,2015,2015-12-19,28,0,"NYK",NA,107,NA,NA,NA,"CHI",NA,91,NA,NA,"H","W",NA
401,21500401,"NBA",0,2015,2015-12-19,28,0,"HOU",NA,107,NA,NA,NA,"LAC",NA,97,NA,NA,"H","W",NA
401,21500401,"NBA",1,2015,2015-12-19,28,0,"LAC",NA,97,NA,NA,NA,"HOU",NA,107,NA,NA,"A","L",NA
402,21500402,"NBA",1,2015,2015-12-19,26,0,"IND",NA,84,NA,NA,NA,"MEM",NA,96,NA,NA,"A","L",NA
402,21500402,"NBA",0,2015,2015-12-19,29,0,"MEM",NA,96,NA,NA,NA,"IND",NA,84,NA,NA,"H","W",NA
403,21500403,"NBA",0,2015,2015-12-20,27,0,"BKN",NA,85,NA,NA,NA,"MIN",NA,100,NA,NA,"H","L",NA
403,21500403,"NBA",1,2015,2015-12-20,27,0,"MIN",NA,100,NA,NA,NA,"BKN",NA,85,NA,NA,"A","W",NA
404,21500404,"NBA",0,2015,2015-12-20,26,0,"MIA",NA,116,NA,NA,NA,"POR",NA,109,NA,NA,"H","W",NA
404,21500404,"NBA",1,2015,2015-12-20,29,0,"POR",NA,109,NA,NA,NA,"MIA",NA,116,NA,NA,"A","L",NA
405,21500405,"NBA",0,2015,2015-12-20,25,0,"CLE",NA,108,NA,NA,NA,"PHI",NA,86,NA,NA,"H","W",NA
405,21500405,"NBA",1,2015,2015-12-20,29,0,"PHI",NA,86,NA,NA,NA,"CLE",NA,108,NA,NA,"A","L",NA
406,21500406,"NBA",1,2015,2015-12-20,29,0,"MIL",NA,101,NA,NA,NA,"PHX",NA,95,NA,NA,"A","W",NA
406,21500406,"NBA",0,2015,2015-12-20,29,0,"PHX",NA,95,NA,NA,NA,"MIL",NA,101,NA,NA,"H","L",NA
407,21500407,"NBA",1,2015,2015-12-20,29,0,"ATL",NA,103,NA,NA,NA,"ORL",NA,100,NA,NA,"A","W",NA
407,21500407,"NBA",0,2015,2015-12-20,27,0,"ORL",NA,100,NA,NA,NA,"ATL",NA,103,NA,NA,"H","L",NA
408,21500408,"NBA",0,2015,2015-12-20,29,0,"TOR",NA,94,NA,NA,NA,"SAC",NA,104,NA,NA,"H","L",NA
408,21500408,"NBA",1,2015,2015-12-20,27,0,"SAC",NA,104,NA,NA,NA,"TOR",NA,94,NA,NA,"A","W",NA
409,21500409,"NBA",1,2015,2015-12-20,27,0,"NOP",NA,130,NA,NA,NA,"DEN",NA,125,NA,NA,"A","W",NA
409,21500409,"NBA",0,2015,2015-12-20,27,0,"DEN",NA,125,NA,NA,NA,"NOP",NA,130,NA,NA,"H","L",NA
410,21500410,"NBA",0,2015,2015-12-21,26,0,"WAS",NA,113,NA,NA,NA,"SAC",NA,99,NA,NA,"H","W",NA
410,21500410,"NBA",1,2015,2015-12-21,28,0,"SAC",NA,99,NA,NA,NA,"WAS",NA,113,NA,NA,"A","L",NA
411,21500411,"NBA",0,2015,2015-12-21,28,0,"BOS",NA,113,NA,NA,NA,"MIN",NA,99,NA,NA,"H","W",NA
411,21500411,"NBA",1,2015,2015-12-21,28,0,"MIN",NA,99,NA,NA,NA,"BOS",NA,113,NA,NA,"A","L",NA
412,21500412,"NBA",1,2015,2015-12-21,28,0,"ORL",NA,107,NA,NA,NA,"NYK",NA,99,NA,NA,"A","W",NA
412,21500412,"NBA",0,2015,2015-12-21,29,0,"NYK",NA,99,NA,NA,NA,"ORL",NA,107,NA,NA,"H","L",NA
413,21500413,"NBA",0,2015,2015-12-21,30,0,"ATL",NA,106,NA,NA,NA,"POR",NA,97,NA,NA,"H","W",NA
413,21500413,"NBA",1,2015,2015-12-21,30,0,"POR",NA,97,NA,NA,NA,"ATL",NA,106,NA,NA,"A","L",NA
414,21500414,"NBA",0,2015,2015-12-21,26,0,"CHI",NA,102,NA,NA,NA,"BKN",NA,105,NA,NA,"H","L",NA
414,21500414,"NBA",1,2015,2015-12-21,28,0,"BKN",NA,105,NA,NA,NA,"CHI",NA,102,NA,NA,"A","W",NA
415,21500415,"NBA",1,2015,2015-12-21,27,0,"CHA",NA,95,NA,NA,NA,"HOU",NA,102,NA,NA,"A","L",NA
415,21500415,"NBA",0,2015,2015-12-21,29,0,"HOU",NA,102,NA,NA,NA,"CHA",NA,95,NA,NA,"H","W",NA
416,21500416,"NBA",1,2015,2015-12-21,27,0,"IND",NA,92,NA,NA,NA,"SAS",NA,106,NA,NA,"A","L",NA
416,21500416,"NBA",0,2015,2015-12-21,29,0,"SAS",NA,106,NA,NA,NA,"IND",NA,92,NA,NA,"H","W",NA
417,21500417,"NBA",0,2015,2015-12-21,26,0,"UTA",NA,110,NA,NA,NA,"PHX",NA,89,NA,NA,"H","W",NA
417,21500417,"NBA",1,2015,2015-12-21,30,0,"PHX",NA,89,NA,NA,NA,"UTA",NA,110,NA,NA,"A","L",NA
418,21500418,"NBA",1,2015,2015-12-21,28,0,"OKC",NA,100,NA,NA,NA,"LAC",NA,99,NA,NA,"A","W",NA
418,21500418,"NBA",0,2015,2015-12-21,29,0,"LAC",NA,99,NA,NA,NA,"OKC",NA,100,NA,NA,"H","L",NA
419,21500419,"NBA",0,2015,2015-12-22,30,0,"PHI",NA,90,NA,NA,NA,"MEM",NA,104,NA,NA,"H","L",NA
419,21500419,"NBA",1,2015,2015-12-22,30,0,"MEM",NA,104,NA,NA,NA,"PHI",NA,90,NA,NA,"A","W",NA
420,21500420,"NBA",1,2015,2015-12-22,29,0,"DET",NA,93,NA,NA,NA,"MIA",NA,92,NA,NA,"A","W",NA
420,21500420,"NBA",0,2015,2015-12-22,27,0,"MIA",NA,92,NA,NA,NA,"DET",NA,93,NA,NA,"H","L",NA
421,21500421,"NBA",0,2015,2015-12-22,30,0,"TOR",NA,103,NA,NA,NA,"DAL",NA,99,NA,NA,"H","W",NA
421,21500421,"NBA",1,2015,2015-12-22,28,0,"DAL",NA,99,NA,NA,NA,"TOR",NA,103,NA,NA,"A","L",NA
422,21500422,"NBA",0,2015,2015-12-22,28,0,"DEN",NA,107,NA,NA,NA,"LAL",NA,111,NA,NA,"H","L",NA
422,21500422,"NBA",1,2015,2015-12-22,28,0,"LAL",NA,111,NA,NA,NA,"DEN",NA,107,NA,NA,"A","W",NA
423,21500423,"NBA",1,2015,2015-12-23,29,0,"BOS",NA,102,NA,NA,NA,"CHA",NA,89,NA,NA,"A","W",NA
423,21500423,"NBA",0,2015,2015-12-23,28,0,"CHA",NA,89,NA,NA,NA,"BOS",NA,102,NA,NA,"H","L",NA
424,21500424,"NBA",0,2015,2015-12-23,26,0,"CLE",NA,91,NA,NA,NA,"NYK",NA,84,NA,NA,"H","W",NA
424,21500424,"NBA",1,2015,2015-12-23,30,0,"NYK",NA,84,NA,NA,NA,"CLE",NA,91,NA,NA,"A","L",NA
425,21500425,"NBA",0,2015,2015-12-23,28,0,"IND",NA,106,NA,NA,NA,"SAC",NA,108,NA,NA,"H","L",NA
425,21500425,"NBA",1,2015,2015-12-23,29,0,"SAC",NA,108,NA,NA,NA,"IND",NA,106,NA,NA,"A","W",NA
