GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE
0021500265,1610612753,Magic,ORL,Orlando,240:00,99.2,96.2,3.0,0.5,1.46,15.0,0.244,0.733,0.489,0.134,0.471,0.506,0.2,96.76,0.491
0021500265,1610612750,Timberwolves,MIN,Minnesota,240:00,96.2,99.2,-3.0,0.483,0.93,11.4,0.267,0.756,0.511,0.155,0.403,0.496,0.196,96.76,0.509
0021500266,1610612740,Pelicans,NOP,New Orleans,240:00,110.0,119.7,-9.6,0.714,3.13,19.5,0.2,0.683,0.43,0.085,0.488,0.544,0.2,94.48,0.454
0021500266,1610612763,Grizzlies,MEM,Memphis,240:00,119.7,110.0,9.6,0.488,3.5,16.4,0.317,0.8,0.57,0.064,0.489,0.557,0.2,94.48,0.546
0021500267,1610612757,Trail Blazers,POR,Portland,265:00,101.4,110.0,-8.6,0.585,1.5,16.3,0.26,0.755,0.505,0.145,0.485,0.521,0.198,97.38,0.447
0021500267,1610612742,Mavericks,DAL,Dallas,265:00,110.0,101.4,8.6,0.535,1.92,16.5,0.245,0.74,0.495,0.115,0.505,0.55,0.2,97.38,0.553
0021500268,1610612744,Warriors,GSW,Golden State,240:00,112.8,96.9,15.9,0.674,1.48,21.4,0.282,0.764,0.564,0.204,0.614,0.625,0.195,102.52,0.596
0021500268,1610612766,Hornets,CHA,Charlotte,240:00,96.9,112.8,-15.9,0.543,2.38,14.2,0.236,0.718,0.436,0.078,0.42,0.462,0.2,102.52,0.404
0021500269,1610612764,Wizards,WAS,Washington,240:00,96.6,102.1,-5.5,0.649,1.04,17.2,0.216,0.673,0.477,0.214,0.513,0.561,0.2,106.72,0.51
0021500269,1610612747,Lakers,LAL,Los Angeles,240:00,102.1,96.6,5.5,0.415,1.0,12.2,0.327,0.784,0.523,0.161,0.469,0.515,0.198,106.72,0.49
0021500270,1610612756,Suns,PHX,Phoenix,265:00,111.3,112.0,-0.7,0.596,1.75,19.0,0.213,0.667,0.419,0.146,0.557,0.589,0.198,100.96,0.46
0021500270,1610612765,Pistons,DET,Detroit,265:00,112.0,111.3,0.7,0.545,1.2,16.0,0.333,0.787,0.581,0.176,0.575,0.597,0.197,100.96,0.54
0021500271,1610612755,76ers,PHI,Philadelphia,240:00,84.0,90.3,-6.3,0.344,0.79,9.0,0.143,0.814,0.457,0.135,0.424,0.45,0.198,106.62,0.379
0021500271,1610612752,Knicks,NYK,New York,240:00,90.3,84.0,6.3,0.5,0.95,13.9,0.186,0.857,0.543,0.182,0.455,0.507,0.195,106.62,0.621
0021500272,1610612761,Raptors,TOR,Toronto,240:00,101.5,89.5,12.0,0.333,0.92,10.5,0.211,0.764,0.538,0.137,0.494,0.536,0.198,95.3,0.579
0021500272,1610612737,Hawks,ATL,Atlanta,240:00,89.5,101.5,-12.0,0.667,1.83,16.8,0.236,0.789,0.462,0.125,0.411,0.443,0.2,95.3,0.421
0021500273,1610612743,Nuggets,DEN,Denver,240:00,93.1,99.1,-6.0,0.722,3.71,19.2,0.217,0.706,0.441,0.072,0.414,0.438,0.2,98.28,0.447
0021500273,1610612741,Bulls,CHI,Chicago,240:00,99.1,93.1,6.0,0.611,1.57,16.1,0.294,0.783,0.559,0.14,0.438,0.491,0.2,98.28,0.553
0021500274,1610612740,Pelicans,NOP,New Orleans,240:00,95.3,102.7,-7.4,0.556,0.87,14.1,0.327,0.816,0.571,0.217,0.449,0.51,0.2,105.58,0.447
0021500274,1610612745,Rockets,HOU,Houston,240:00,102.7,95.3,7.4,0.556,2.0,14.9,0.184,0.673,0.429,0.095,0.46,0.518,0.2,105.58,0.553
0021500275,1610612759,Spurs,SAS,San Antonio,240:00,96.2,72.2,23.9,0.676,2.27,18.5,0.224,0.878,0.551,0.111,0.45,0.481,0.2,97.86,0.689
0021500275,1610612749,Bucks,MIL,Milwaukee,240:00,72.2,96.2,-23.9,0.654,1.0,14.2,0.122,0.776,0.449,0.175,0.353,0.407,0.198,97.86,0.311
0021500276,1610612746,Clippers,LAC,Los Angeles,240:00,90.0,103.9,-13.9,0.633,1.27,14.6,0.208,0.769,0.46,0.148,0.418,0.473,0.2,100.16,0.34
0021500276,1610612754,Pacers,IND,Indiana,240:00,103.9,90.0,13.9,0.5,1.07,12.9,0.231,0.792,0.54,0.151,0.467,0.553,0.198,100.16,0.66
0021500277,1610612760,Thunder,OKC,Oklahoma City,240:00,98.4,102.6,-4.2,0.429,0.94,12.4,0.237,0.854,0.557,0.166,0.468,0.53,0.198,95.56,0.447
0021500277,1610612748,Heat,MIA,Miami,240:00,102.6,98.4,4.2,0.625,2.78,19.9,0.146,0.763,0.443,0.095,0.512,0.53,0.2,95.56,0.553
0021500278,1610612761,Raptors,TOR,Toronto,240:00,107.5,112.9,-5.4,0.538,4.2,16.4,0.2,0.833,0.481,0.051,0.467,0.516,0.198,95.8,0.47
0021500278,1610612743,Nuggets,DEN,Denver,240:00,112.9,107.5,5.4,0.789,2.73,23.1,0.167,0.8,0.519,0.117,0.543,0.596,0.2,95.8,0.53
0021500279,1610612762,Jazz,UTA,Utah,240:00,95.4,105.5,-10.2,0.581,0.86,14.8,0.139,0.791,0.494,0.213,0.528,0.569,0.196,98.08,0.439
0021500279,1610612753,Magic,ORL,Orlando,240:00,105.5,95.4,10.2,0.475,1.73,15.1,0.209,0.861,0.506,0.113,0.494,0.539,0.198,98.08,0.561
0021500280,1610612759,Spurs,SAS,San Antonio,240:00,110.8,89.2,21.6,0.675,1.8,20.8,0.263,0.809,0.565,0.161,0.563,0.586,0.2,92.96,0.628
0021500280,1610612763,Grizzlies,MEM,Memphis,240:00,89.2,110.8,-21.6,0.633,1.73,15.7,0.191,0.737,0.435,0.118,0.388,0.456,0.2,92.96,0.372
0021500281,1610612757,Trail Blazers,POR,Portland,240:00,129.7,116.2,13.6,0.591,1.63,19.1,0.366,0.688,0.539,0.169,0.624,0.656,0.198,95.18,0.584
0021500281,1610612754,Pacers,IND,Indiana,240:00,116.2,129.7,-13.6,0.474,1.5,14.0,0.313,0.634,0.461,0.126,0.506,0.563,0.2,95.18,0.416
0021500282,1610612758,Kings,SAC,Sacramento,240:00,92.3,109.0,-16.7,0.724,1.11,15.6,0.209,0.86,0.535,0.181,0.422,0.51,0.2,104.8,0.411
0021500282,1610612738,Celtics,BOS,Boston,240:00,109.0,92.3,16.7,0.85,2.13,23.5,0.14,0.791,0.465,0.153,0.56,0.603,0.2,104.8,0.589
0021500283,1610612752,Knicks,NYK,New York,240:00,106.7,93.2,13.4,0.641,1.92,18.6,0.182,0.735,0.473,0.128,0.517,0.561,0.2,99.42,0.581
0021500283,1610612751,Nets,BKN,Brooklyn,240:00,93.2,106.7,-13.4,0.385,1.15,11.9,0.265,0.818,0.527,0.133,0.445,0.466,0.2,99.42,0.419
0021500284,1610612764,Wizards,WAS,Washington,240:00,107.9,106.0,2.0,0.475,0.83,14.1,0.395,0.684,0.539,0.228,0.549,0.586,0.197,100.52,0.515
0021500284,1610612756,Suns,PHX,Phoenix,240:00,106.0,107.9,-2.0,0.488,1.0,15.8,0.316,0.605,0.461,0.21,0.571,0.582,0.198,100.52,0.485
0021500285,1610612749,Bucks,MIL,Milwaukee,240:00,95.8,100.8,-5.0,0.538,1.4,16.3,0.191,0.84,0.526,0.151,0.471,0.51,0.198,100.16,0.45
0021500285,1610612765,Pistons,DET,Detroit,240:00,100.8,95.8,5.0,0.529,1.8,14.2,0.16,0.809,0.474,0.099,0.457,0.514,0.198,100.16,0.55
0021500286,1610612747,Lakers,LAL,Los Angeles,240:00,93.8,110.1,-16.3,0.594,1.19,15.0,0.306,0.75,0.494,0.173,0.448,0.474,0.2,91.76,0.381
0021500286,1610612737,Hawks,ATL,Atlanta,240:00,110.1,93.8,16.3,0.649,1.41,19.4,0.25,0.694,0.506,0.187,0.568,0.604,0.2,91.76,0.619
0021500287,1610612745,Rockets,HOU,Houston,240:00,105.4,99.2,6.2,0.513,1.11,15.4,0.326,0.732,0.517,0.19,0.536,0.544,0.2,95.86,0.494
0021500287,1610612742,Mavericks,DAL,Dallas,240:00,99.2,105.4,-6.2,0.622,1.28,17.6,0.268,0.674,0.483,0.186,0.506,0.535,0.198,95.86,0.506
0021500288,1610612740,Pelicans,NOP,New Orleans,265:00,111.1,106.3,4.7,0.595,1.67,18.0,0.262,0.745,0.517,0.146,0.547,0.578,0.2,92.47,0.557
0021500288,1610612739,Cavaliers,CLE,Cleveland,265:00,106.3,111.1,-4.7,0.462,1.29,13.7,0.255,0.738,0.483,0.138,0.494,0.542,0.2,92.47,0.443
0021500289,1610612755,76ers,PHI,Philadelphia,240:00,106.7,106.2,0.5,0.595,1.1,17.3,0.171,0.717,0.46,0.203,0.601,0.614,0.2,100.08,0.491
0021500289,1610612743,Nuggets,DEN,Denver,240:00,106.2,106.7,-0.5,0.676,1.47,17.9,0.283,0.829,0.54,0.167,0.525,0.553,0.2,100.08,0.509
0021500290,1610612761,Raptors,TOR,Toronto,240:00,111.9,120.6,-8.8,0.525,3.5,16.2,0.239,0.771,0.469,0.062,0.484,0.532,0.2,95.14,0.473
0021500290,1610612744,Warriors,GSW,Golden State,240:00,120.6,111.9,8.8,0.629,1.83,17.9,0.229,0.761,0.531,0.129,0.589,0.63,0.2,95.14,0.527
0021500291,1610612748,Heat,MIA,Miami,240:00,104.5,84.4,20.1,0.568,1.24,17.7,0.107,0.776,0.532,0.179,0.596,0.613,0.196,97.16,0.714
0021500291,1610612739,Cavaliers,CLE,Cleveland,240:00,84.4,104.5,-20.1,0.452,0.93,11.2,0.224,0.893,0.468,0.151,0.4,0.44,0.198,97.16,0.286
0021500292,1610612741,Bulls,CHI,Chicago,240:00,96.6,105.2,-8.5,0.784,2.07,20.7,0.245,0.755,0.51,0.141,0.466,0.493,0.2,98.18,0.485
0021500292,1610612766,Hornets,CHA,Charlotte,240:00,105.2,96.6,8.5,0.622,2.3,17.3,0.245,0.755,0.49,0.103,0.472,0.51,0.198,98.18,0.515
0021500293,1610612758,Kings,SAC,Sacramento,240:00,107.9,117.7,-9.8,0.761,2.5,22.9,0.302,0.723,0.522,0.134,0.52,0.545,0.198,103.32,0.512
0021500293,1610612745,Rockets,HOU,Houston,240:00,117.7,107.9,9.8,0.694,1.39,17.9,0.277,0.698,0.478,0.177,0.564,0.619,0.198,103.32,0.488
0021500294,1610612757,Trail Blazers,POR,Portland,240:00,112.1,107.9,4.2,0.59,1.53,17.9,0.2,0.711,0.471,0.154,0.571,0.604,0.198,96.32,0.528
0021500294,1610612750,Timberwolves,MIN,Minnesota,240:00,107.9,112.1,-4.2,0.632,1.71,18.1,0.289,0.8,0.529,0.147,0.488,0.545,0.2,96.32,0.472
0021500295,1610612752,Knicks,NYK,New York,240:00,93.5,106.5,-13.0,0.688,1.47,17.6,0.143,0.705,0.43,0.154,0.461,0.515,0.2,98.44,0.403
0021500295,1610612749,Bucks,MIL,Milwaukee,240:00,106.5,93.5,13.0,0.568,1.92,18.2,0.295,0.857,0.57,0.131,0.506,0.532,0.2,98.44,0.597
0021500296,1610612759,Spurs,SAS,San Antonio,240:00,111.7,106.4,5.3,0.591,1.73,19.4,0.282,0.766,0.547,0.155,0.56,0.583,0.198,97.68,0.545
0021500296,1610612738,Celtics,BOS,Boston,240:00,106.4,111.7,-5.3,0.564,1.57,16.7,0.234,0.718,0.453,0.142,0.523,0.549,0.2,97.68,0.455
0021500297,1610612762,Jazz,UTA,Utah,265:00,117.0,106.3,10.7,0.488,1.4,14.6,0.373,0.745,0.551,0.144,0.511,0.563,0.2,97.92,0.554
0021500297,1610612754,Pacers,IND,Indiana,265:00,106.3,117.0,-10.7,0.425,1.06,12.1,0.255,0.627,0.449,0.143,0.495,0.551,0.198,97.92,0.446
0021500298,1610612753,Magic,ORL,Orlando,240:00,104.2,106.2,-2.0,0.55,1.57,16.4,0.3,0.783,0.531,0.144,0.478,0.516,0.198,96.96,0.493
0021500298,1610612746,Clippers,LAC,Los Angeles,240:00,106.2,104.2,2.0,0.676,1.79,18.9,0.217,0.7,0.469,0.144,0.524,0.554,0.2,96.96,0.507
0021500299,1610612756,Suns,PHX,Phoenix,240:00,96.4,96.4,0.0,0.556,1.11,15.7,0.262,0.706,0.505,0.187,0.494,0.52,0.2,97.52,0.48
0021500299,1610612763,Grizzlies,MEM,Memphis,240:00,96.4,96.4,0.0,0.639,1.77,16.8,0.294,0.738,0.495,0.132,0.428,0.472,0.198,97.52,0.52
0021500300,1610612744,Warriors,GSW,Golden State,240:00,116.2,96.9,19.3,0.568,2.08,18.8,0.222,0.766,0.5,0.122,0.593,0.593,0.2,99.62,0.582
0021500300,1610612751,Nets,BKN,Brooklyn,240:00,96.9,116.2,-19.3,0.538,1.62,15.8,0.234,0.778,0.5,0.129,0.466,0.494,0.2,99.62,0.418
0021500301,1610612747,Lakers,LAL,Los Angeles,240:00,91.2,106.3,-15.1,0.375,0.8,10.0,0.154,0.646,0.39,0.15,0.431,0.491,0.2,102.1,0.357
0021500301,1610612765,Pistons,DET,Detroit,240:00,106.3,91.2,15.1,0.488,1.18,14.1,0.354,0.846,0.61,0.163,0.489,0.531,0.198,102.1,0.643
0021500302,1610612764,Wizards,WAS,Washington,240:00,104.8,118.5,-13.7,0.524,3.14,17.3,0.12,0.806,0.383,0.071,0.517,0.529,0.198,98.56,0.392
0021500302,1610612742,Mavericks,DAL,Dallas,240:00,118.5,104.8,13.7,0.658,1.56,19.4,0.194,0.88,0.617,0.163,0.605,0.66,0.2,98.56,0.608
0021500303,1610612758,Kings,SAC,Sacramento,240:00,93.0,96.4,-3.5,0.571,1.43,14.8,0.232,0.596,0.398,0.137,0.438,0.469,0.2,101.92,0.456
0021500303,1610612760,Thunder,OKC,Oklahoma City,240:00,96.4,93.0,3.5,0.514,0.86,13.0,0.404,0.768,0.602,0.207,0.442,0.492,0.2,101.92,0.544
0021500304,1610612765,Pistons,DET,Detroit,240:00,81.8,103.6,-21.8,0.531,1.31,13.4,0.14,0.708,0.418,0.127,0.425,0.434,0.198,101.54,0.363
0021500304,1610612766,Hornets,CHA,Charlotte,240:00,103.6,81.8,21.8,0.583,1.4,15.5,0.292,0.86,0.582,0.149,0.476,0.523,0.198,101.54,0.637
0021500305,1610612759,Spurs,SAS,San Antonio,240:00,136.8,74.5,62.3,0.681,4.57,25.4,0.219,0.87,0.603,0.08,0.645,0.684,0.2,89.12,0.89
0021500305,1610612755,76ers,PHI,Philadelphia,240:00,74.5,136.8,-62.3,0.538,1.08,12.6,0.13,0.781,0.397,0.142,0.373,0.404,0.2,89.12,0.11
0021500306,1610612764,Wizards,WAS,Washington,240:00,114.6,112.3,2.2,0.5,1.92,17.1,0.286,0.862,0.521,0.121,0.549,0.573,0.196,95.58,0.49
0021500306,1610612748,Heat,MIA,Miami,240:00,112.3,114.6,-2.2,0.61,1.47,20.7,0.138,0.714,0.479,0.185,0.63,0.655,0.198,95.58,0.51
0021500307,1610612752,Knicks,NYK,New York,240:00,99.0,112.1,-13.0,0.625,1.92,19.8,0.077,0.829,0.463,0.133,0.53,0.551,0.2,95.38,0.453
0021500307,1610612742,Mavericks,DAL,Dallas,240:00,112.1,99.0,13.0,0.568,2.33,17.4,0.171,0.923,0.538,0.097,0.53,0.573,0.2,95.38,0.547
0021500308,1610612761,Raptors,TOR,Toronto,240:00,114.5,100.2,14.3,0.529,2.0,15.6,0.195,0.682,0.447,0.101,0.52,0.579,0.196,90.94,0.592
0021500308,1610612747,Lakers,LAL,Los Angeles,240:00,100.2,114.5,-14.3,0.412,0.93,11.6,0.318,0.805,0.553,0.162,0.452,0.507,0.2,90.94,0.408
0021500309,1610612756,Suns,PHX,Phoenix,240:00,94.9,99.1,-4.1,0.439,0.95,13.2,0.238,0.652,0.455,0.175,0.484,0.518,0.198,105.2,0.468
0021500309,1610612741,Bulls,CHI,Chicago,240:00,99.1,94.9,4.1,0.683,1.4,19.2,0.348,0.762,0.545,0.196,0.489,0.516,0.2,105.2,0.532
0021500310,1610612757,Trail Blazers,POR,Portland,240:00,92.7,95.2,-2.5,0.636,1.24,16.0,0.3,0.756,0.505,0.179,0.435,0.474,0.2,94.72,0.448
0021500310,1610612749,Bucks,MIL,Milwaukee,240:00,95.2,92.7,2.5,0.733,1.29,17.4,0.244,0.7,0.495,0.18,0.438,0.514,0.198,94.72,0.552
0021500311,1610612750,Timberwolves,MIN,Minnesota,240:00,101.5,106.0,-4.5,0.5,1.0,13.5,0.268,0.729,0.517,0.172,0.482,0.544,0.2,104.08,0.463
0021500311,1610612746,Clippers,LAC,Los Angeles,240:00,106.0,101.5,4.5,0.553,1.17,15.2,0.271,0.732,0.483,0.173,0.488,0.557,0.198,104.08,0.537
0021500312,1610612740,Pelicans,NOP,New Orleans,240:00,94.0,112.6,-18.6,0.568,1.5,15.8,0.265,0.756,0.489,0.142,0.433,0.475,0.2,98.74,0.414
0021500312,1610612738,Celtics,BOS,Boston,240:00,112.6,94.0,18.6,0.6,1.41,18.1,0.244,0.735,0.511,0.172,0.568,0.606,0.2,98.74,0.586
0021500313,1610612757,Trail Blazers,POR,Portland,240:00,105.2,115.6,-10.4,0.525,1.11,16.7,0.294,0.813,0.545,0.2,0.576,0.581,0.198,92.92,0.418
0021500313,1610612739,Cavaliers,CLE,Cleveland,240:00,115.6,105.2,10.4,0.45,2.0,15.7,0.188,0.706,0.455,0.099,0.563,0.598,0.198,92.92,0.582
0021500314,1610612754,Pacers,IND,Indiana,240:00,110.4,122.9,-12.5,0.523,1.44,15.3,0.308,0.737,0.489,0.144,0.51,0.552,0.2,109.02,0.42
0021500314,1610612744,Warriors,GSW,Golden State,240:00,122.9,110.4,12.5,0.558,1.93,19.9,0.263,0.692,0.511,0.141,0.632,0.645,0.2,109.02,0.58
0021500315,1610612745,Rockets,HOU,Houston,240:00,101.5,110.0,-8.5,0.667,1.08,18.6,0.25,0.684,0.462,0.232,0.567,0.587,0.198,101.76,0.466
0021500315,1610612751,Nets,BKN,Brooklyn,240:00,110.0,101.5,8.5,0.6,1.13,19.4,0.316,0.75,0.538,0.24,0.599,0.625,0.2,101.76,0.534
0021500316,1610612760,Thunder,OKC,Oklahoma City,240:00,130.0,92.0,38.1,0.66,2.58,22.6,0.313,0.766,0.582,0.125,0.637,0.664,0.2,95.9,0.721
0021500316,1610612763,Grizzlies,MEM,Memphis,240:00,92.0,130.0,-38.1,0.424,0.88,11.6,0.234,0.688,0.418,0.167,0.426,0.485,0.198,95.9,0.279
0021500317,1610612753,Magic,ORL,Orlando,240:00,83.0,72.7,10.3,0.368,0.7,11.1,0.213,0.815,0.535,0.195,0.438,0.46,0.2,102.1,0.586
0021500317,1610612743,Nuggets,DEN,Denver,240:00,72.7,83.0,-10.3,0.679,1.0,14.5,0.185,0.787,0.465,0.187,0.375,0.399,0.196,102.1,0.414
0021500318,1610612762,Jazz,UTA,Utah,240:00,112.0,120.6,-8.6,0.605,1.92,16.8,0.38,0.735,0.524,0.127,0.495,0.521,0.2,94.62,0.404
0021500318,1610612758,Kings,SAC,Sacramento,240:00,120.6,112.0,8.6,0.674,1.81,21.9,0.265,0.62,0.476,0.169,0.623,0.651,0.198,94.62,0.596
0021500319,1610612741,Bulls,CHI,Chicago,240:00,96.0,101.6,-5.6,0.564,1.22,15.6,0.319,0.729,0.526,0.173,0.462,0.494,0.197,103.72,0.48
0021500319,1610612738,Celtics,BOS,Boston,240:00,101.6,96.0,5.6,0.579,1.83,15.9,0.271,0.681,0.474,0.116,0.44,0.503,0.2,103.72,0.52
0021500320,1610612748,Heat,MIA,Miami,240:00,83.9,102.6,-18.7,0.586,0.94,14.1,0.159,0.923,0.518,0.186,0.427,0.473,0.198,96.52,0.388
0021500320,1610612766,Hornets,CHA,Charlotte,240:00,102.6,83.9,18.7,0.675,2.45,21.3,0.077,0.841,0.482,0.114,0.562,0.559,0.198,96.52,0.612
0021500321,1610612764,Wizards,WAS,Washington,240:00,96.7,101.9,-5.2,0.513,1.11,14.5,0.234,0.857,0.528,0.169,0.466,0.517,0.2,106.78,0.467
0021500321,1610612745,Rockets,HOU,Houston,240:00,101.9,96.7,5.2,0.575,1.21,16.9,0.143,0.766,0.472,0.178,0.554,0.58,0.2,106.78,0.533
0021500322,1610612763,Grizzlies,MEM,Memphis,240:00,98.2,98.3,-0.1,0.561,1.35,17.2,0.348,0.74,0.552,0.179,0.489,0.496,0.2,94.16,0.527
0021500322,1610612765,Pistons,DET,Detroit,240:00,98.3,98.2,0.1,0.459,1.31,13.8,0.26,0.652,0.448,0.139,0.471,0.491,0.198,94.16,0.473
0021500323,1610612761,Raptors,TOR,Toronto,240:00,107.0,103.8,3.2,0.622,1.1,19.5,0.154,0.698,0.493,0.232,0.602,0.658,0.198,90.62,0.548
0021500323,1610612759,Spurs,SAS,San Antonio,240:00,103.8,107.0,-3.2,0.676,1.35,18.2,0.302,0.846,0.507,0.188,0.493,0.543,0.2,90.62,0.452
0021500324,1610612749,Bucks,MIL,Milwaukee,240:00,94.7,110.3,-15.5,0.619,2.17,19.5,0.152,0.733,0.44,0.12,0.478,0.499,0.198,99.56,0.412
0021500324,1610612746,Clippers,LAC,Los Angeles,240:00,110.3,94.7,15.5,0.711,1.93,19.6,0.267,0.848,0.56,0.142,0.543,0.563,0.2,99.56,0.588
0021500325,1610612750,Timberwolves,MIN,Minnesota,265:00,114.3,116.3,-2.1,0.652,2.0,19.8,0.311,0.786,0.54,0.139,0.532,0.577,0.198,96.24,0.526
0021500325,1610612747,Lakers,LAL,Los Angeles,265:00,116.3,114.3,2.1,0.396,2.11,14.3,0.214,0.689,0.46,0.086,0.565,0.582,0.2,96.24,0.474
0021500326,1610612756,Suns,PHX,Phoenix,240:00,108.2,100.9,7.3,0.561,1.28,17.3,0.289,0.868,0.579,0.182,0.55,0.582,0.2,100.96,0.548
0021500326,1610612753,Magic,ORL,Orlando,240:00,100.9,108.2,-7.3,0.7,1.75,20.6,0.132,0.711,0.421,0.155,0.541,0.565,0.2,100.96,0.452
0021500327,1610612762,Jazz,UTA,Utah,240:00,109.1,90.5,18.6,0.667,1.63,19.7,0.237,0.857,0.586,0.165,0.544,0.588,0.196,95.5,0.642
0021500327,1610612752,Knicks,NYK,New York,240:00,90.5,109.1,-18.6,0.645,1.82,16.5,0.143,0.763,0.414,0.117,0.449,0.473,0.198,95.5,0.358
0021500328,1610612742,Mavericks,DAL,Dallas,240:00,97.6,100.1,-2.5,0.5,2.0,13.3,0.328,0.838,0.52,0.092,0.395,0.438,0.2,97.64,0.421
0021500328,1610612737,Hawks,ATL,Atlanta,240:00,100.1,97.6,2.5,0.667,1.73,20.0,0.162,0.672,0.48,0.153,0.519,0.551,0.198,97.64,0.579
0021500329,1610612755,76ers,PHI,Philadelphia,240:00,96.1,104.3,-8.2,0.5,1.55,13.6,0.277,0.735,0.469,0.116,0.414,0.471,0.198,95.28,0.449
0021500329,1610612751,Nets,BKN,Brooklyn,240:00,104.3,96.1,8.2,0.595,1.16,17.3,0.265,0.723,0.531,0.198,0.541,0.582,0.2,95.28,0.551
0021500330,1610612746,Clippers,LAC,Los Angeles,240:00,87.6,90.2,-2.5,0.733,1.69,17.1,0.268,0.74,0.491,0.142,0.398,0.429,0.2,91.66,0.445
0021500330,1610612741,Bulls,CHI,Chicago,240:00,90.2,87.6,2.5,0.645,1.82,16.0,0.26,0.732,0.509,0.12,0.397,0.441,0.2,91.66,0.555
0021500331,1610612760,Thunder,OKC,Oklahoma City,240:00,112.1,100.9,11.2,0.615,1.71,18.5,0.256,0.894,0.605,0.147,0.544,0.585,0.2,94.28,0.581
0021500331,1610612737,Hawks,ATL,Atlanta,240:00,100.9,112.1,-11.2,0.6,2.1,17.6,0.106,0.744,0.395,0.107,0.513,0.533,0.198,94.28,0.419
0021500332,1610612758,Kings,SAC,Sacramento,240:00,97.0,95.7,1.3,0.571,2.0,17.6,0.196,0.723,0.449,0.118,0.468,0.495,0.2,101.68,0.519
0021500332,1610612752,Knicks,NYK,New York,240:00,95.7,97.0,-1.3,0.515,0.89,12.9,0.277,0.804,0.551,0.188,0.452,0.509,0.198,101.68,0.481
0021500333,1610612748,Heat,MIA,Miami,240:00,84.9,96.2,-11.3,0.4,0.74,11.7,0.174,0.841,0.5,0.194,0.463,0.479,0.2,98.76,0.386
0021500333,1610612754,Pacers,IND,Indiana,240:00,96.2,84.9,11.3,0.611,1.83,17.1,0.159,0.826,0.5,0.12,0.453,0.506,0.2,98.76,0.614
0021500334,1610612753,Magic,ORL,Orlando,240:00,80.2,118.2,-38.1,0.571,0.8,13.7,0.143,0.727,0.4,0.211,0.431,0.47,0.198,94.34,0.233
0021500334,1610612739,Cavaliers,CLE,Cleveland,240:00,118.2,80.2,38.1,0.683,1.47,21.4,0.273,0.857,0.6,0.202,0.646,0.662,0.198,94.34,0.767
0021500335,1610612755,76ers,PHI,Philadelphia,240:00,96.4,110.3,-13.9,0.611,1.05,16.5,0.295,0.646,0.478,0.213,0.488,0.525,0.2,97.8,0.457
0021500335,1610612765,Pistons,DET,Detroit,240:00,110.3,96.4,13.9,0.419,1.29,13.6,0.354,0.705,0.522,0.144,0.516,0.535,0.2,97.8,0.543
0021500336,1610612744,Warriors,GSW,Golden State,290:00,99.1,94.4,4.7,0.667,1.56,16.5,0.298,0.82,0.568,0.144,0.435,0.499,0.2,103.94,0.557
0021500336,1610612738,Celtics,BOS,Boston,290:00,94.4,99.1,-4.7,0.653,2.0,18.9,0.18,0.702,0.432,0.127,0.482,0.492,0.199,103.94,0.443
0021500337,1610612761,Raptors,TOR,Toronto,240:00,99.9,90.2,9.7,0.471,0.94,14.1,0.189,0.762,0.494,0.189,0.536,0.562,0.198,91.08,0.524
0021500337,1610612749,Bucks,MIL,Milwaukee,240:00,90.2,99.9,-9.7,0.576,1.27,15.7,0.238,0.811,0.506,0.163,0.438,0.477,0.2,91.08,0.476
0021500338,1610612763,Grizzlies,MEM,Memphis,240:00,101.8,122.8,-21.0,0.594,1.58,14.9,0.244,0.806,0.494,0.123,0.444,0.514,0.2,98.74,0.391
0021500338,1610612766,Hornets,CHA,Charlotte,240:00,122.8,101.8,21.0,0.59,1.44,17.7,0.194,0.756,0.506,0.16,0.615,0.674,0.194,98.74,0.609
0021500339,1610612764,Wizards,WAS,Washington,240:00,111.4,111.6,-0.1,0.675,2.45,21.2,0.15,0.794,0.446,0.117,0.575,0.588,0.198,95.08,0.503
0021500339,1610612740,Pelicans,NOP,New Orleans,240:00,111.6,111.4,0.1,0.538,1.31,16.9,0.206,0.85,0.554,0.167,0.595,0.616,0.2,95.08,0.497
0021500340,1610612750,Timberwolves,MIN,Minnesota,265:00,106.1,106.2,-0.1,0.579,2.2,16.7,0.16,0.814,0.462,0.098,0.477,0.541,0.2,93.41,0.49
0021500340,1610612743,Nuggets,DEN,Denver,265:00,106.2,106.1,0.1,0.553,1.75,15.7,0.186,0.84,0.538,0.115,0.506,0.552,0.2,93.41,0.51
0021500341,1610612762,Jazz,UTA,Utah,240:00,101.6,106.8,-5.1,0.515,1.55,14.6,0.244,0.718,0.464,0.124,0.474,0.508,0.2,88.3,0.476
0021500341,1610612760,Thunder,OKC,Oklahoma City,240:00,106.8,101.6,5.1,0.378,1.08,12.4,0.282,0.756,0.536,0.148,0.506,0.546,0.2,88.3,0.524
0021500342,1610612759,Spurs,SAS,San Antonio,240:00,114.7,87.5,27.2,0.591,2.0,19.7,0.289,0.809,0.576,0.137,0.573,0.586,0.2,97.2,0.679
