PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,PASS_TYPE,G,PASS_TO,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,made,46.0,"Mirotic, Nikola",202703.0,0.077,1.54,0.17,0.17,0.39,0.444,0.07,0.13,0.5,0.11,0.26,0.417
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,made,46.0,"McDermott, Doug",203926.0,0.057,1.15,0.17,0.2,0.46,0.429,0.11,0.24,0.455,0.09,0.22,0.4
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,made,46.0,"Portis, Bobby",1626171.0,0.053,1.07,0.11,0.17,0.35,0.5,0.17,0.33,0.533,0.0,0.02,0.0
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,made,46.0,"Moore, E'Twaun",202734.0,0.043,0.87,0.04,0.04,0.07,0.667,0.0,0.02,0.0,0.04,0.04,1.0
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,made,46.0,"Snell, Tony",203503.0,0.042,0.85,0.11,0.11,0.28,0.385,0.04,0.11,0.4,0.07,0.17,0.375
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,made,46.0,"Brooks, Aaron",201166.0,0.035,0.7,0.02,0.09,0.24,0.364,0.07,0.17,0.375,0.02,0.07,0.333
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,made,46.0,"Rose, Derrick",201565.0,0.025,0.5,0.0,0.11,0.22,0.5,0.11,0.2,0.556,0.0,0.02,0.0
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,made,46.0,"Dunleavy, Mike",2399.0,0.01,0.2,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,made,46.0,"Bairstow, Cameron",203946.0,0.002,0.04,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,made,46.0,"Felicio, Cristiano",1626245.0,0.001,0.02,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
2743.0,"Humphries, Kris",Atlanta Hawks,1610612737.0,made,53.0,"Schroder, Dennis",203471.0,0.088,2.06,0.0,0.11,0.32,0.353,0.09,0.25,0.385,0.02,0.08,0.25
2743.0,"Humphries, Kris",Atlanta Hawks,1610612737.0,made,53.0,"Teague, Jeff",201952.0,0.087,2.04,0.02,0.19,0.43,0.435,0.15,0.34,0.444,0.04,0.09,0.4
2743.0,"Humphries, Kris",Atlanta Hawks,1610612737.0,made,53.0,"Sefolosha, Thabo",200757.0,0.056,1.3,0.08,0.09,0.15,0.625,0.06,0.09,0.6,0.04,0.06,0.667
2743.0,"Humphries, Kris",Atlanta Hawks,1610612737.0,made,53.0,"Hardaway Jr., Tim",203501.0,0.039,0.91,0.06,0.11,0.21,0.545,0.08,0.13,0.571,0.04,0.08,0.5
2743.0,"Humphries, Kris",Atlanta Hawks,1610612737.0,made,53.0,"Bazemore, Kent",203145.0,0.023,0.55,0.0,0.06,0.09,0.6,0.06,0.08,0.75,0.0,0.02,0.0
