GROUP_SET,PLAYER_ID,PLAYER_NAME,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,EFG_PCT,BLKA,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,CFID,CFPARAMS
Assisted By,203934.0,"Patterson, Lamar",3.0,3.0,1.0,1.0,1.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203934
Assisted By,1626171.0,"Portis, Bobby",4.0,4.0,1.0,2.0,2.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1626171
Assisted By,201565.0,"Rose, Derrick",5.0,5.0,1.0,2.0,2.0,1.0,1.2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201565
Assisted By,203471.0,"Schroder, Dennis",4.0,4.0,1.0,1.0,1.0,1.0,1.125,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203471
Assisted By,203118.0,"Scott, Mike",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203118
Assisted By,201952.0,"Teague, Jeff",2.0,2.0,1.0,1.0,1.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201952
Assisted By,201166.0,"Brooks, Aaron",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,201166
Assisted By,202710.0,"Butler, Jimmy",8.0,8.0,1.0,3.0,3.0,1.0,1.188,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202710
Assisted By,2200.0,"Gasol, Pau",3.0,3.0,1.0,1.0,1.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2200
Assisted By,201959.0,"Gibson, Taj",4.0,4.0,1.0,3.0,3.0,1.0,1.375,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201959
Assisted By,203501.0,"Hardaway Jr., Tim",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,203501
Assisted By,202703.0,"Mirotic, Nikola",4.0,4.0,1.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,202703
Assisted By,201149.0,"Noah, Joakim",3.0,3.0,1.0,2.0,2.0,1.0,1.333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201149
Assisted By,1626171.0,"Portis, Bobby",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626171
Assisted By,201565.0,"Rose, Derrick",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,201565
Assisted By,203503.0,"Snell, Tony",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,203503
Assisted By,204002.0,"Tavares, Walter",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,204002
Assisted By,201166.0,"Brooks, Aaron",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,201166
Assisted By,202710.0,"Butler, Jimmy",9.0,9.0,1.0,5.0,5.0,1.0,1.278,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202710
Assisted By,2200.0,"Gasol, Pau",27.0,27.0,1.0,12.0,12.0,1.0,1.222,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2200
Assisted By,201959.0,"Gibson, Taj",2.0,2.0,1.0,2.0,2.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,201959
Assisted By,203200.0,"Holiday, Justin",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,203200
Assisted By,202703.0,"Mirotic, Nikola",3.0,3.0,1.0,2.0,2.0,1.0,1.333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202703
Assisted By,202734.0,"Moore, E'Twaun",7.0,7.0,1.0,5.0,5.0,1.0,1.357,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202734
Assisted By,1626171.0,"Portis, Bobby",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,1626171
Assisted By,201565.0,"Rose, Derrick",16.0,16.0,1.0,9.0,9.0,1.0,1.281,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201565
Assisted By,203503.0,"Snell, Tony",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,203503
Assisted By,201166.0,"Brooks, Aaron",24.0,24.0,1.0,15.0,15.0,1.0,1.313,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201166
Assisted By,202710.0,"Butler, Jimmy",53.0,53.0,1.0,37.0,37.0,1.0,1.349,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202710
Assisted By,2399.0,"Dunleavy, Mike",4.0,4.0,1.0,3.0,3.0,1.0,1.375,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2399
Assisted By,1626245.0,"Felicio, Cristiano",4.0,4.0,1.0,3.0,3.0,1.0,1.375,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1626245
Assisted By,2200.0,"Gasol, Pau",38.0,38.0,1.0,17.0,17.0,1.0,1.224,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2200
Assisted By,201959.0,"Gibson, Taj",6.0,6.0,1.0,2.0,2.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201959
Assisted By,2550.0,"Hinrich, Kirk",8.0,8.0,1.0,5.0,5.0,1.0,1.313,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2550
Assisted By,203200.0,"Holiday, Justin",5.0,5.0,1.0,2.0,2.0,1.0,1.2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203200
Assisted By,203926.0,"McDermott, Doug",7.0,7.0,1.0,7.0,7.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,203926
Assisted By,202734.0,"Moore, E'Twaun",8.0,8.0,1.0,4.0,4.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202734
Assisted By,201149.0,"Noah, Joakim",12.0,12.0,1.0,9.0,9.0,1.0,1.375,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201149
Assisted By,1626171.0,"Portis, Bobby",6.0,6.0,1.0,3.0,3.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1626171
Assisted By,201565.0,"Rose, Derrick",28.0,28.0,1.0,19.0,19.0,1.0,1.339,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201565
Assisted By,203503.0,"Snell, Tony",4.0,4.0,1.0,3.0,3.0,1.0,1.375,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203503
Assisted By,201166.0,"Brooks, Aaron",20.0,20.0,1.0,5.0,5.0,1.0,1.125,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201166
Assisted By,202710.0,"Butler, Jimmy",86.0,86.0,1.0,3.0,3.0,1.0,1.017,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202710
Assisted By,2399.0,"Dunleavy, Mike",9.0,9.0,1.0,1.0,1.0,1.0,1.056,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2399
Assisted By,201959.0,"Gibson, Taj",14.0,14.0,1.0,1.0,1.0,1.0,1.036,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201959
Assisted By,2550.0,"Hinrich, Kirk",13.0,13.0,1.0,1.0,1.0,1.0,1.038,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2550
Assisted By,203200.0,"Holiday, Justin",4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203200
Assisted By,203926.0,"McDermott, Doug",10.0,10.0,1.0,1.0,1.0,1.0,1.05,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203926
Assisted By,202703.0,"Mirotic, Nikola",21.0,21.0,1.0,2.0,2.0,1.0,1.048,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202703
Assisted By,202734.0,"Moore, E'Twaun",22.0,22.0,1.0,3.0,3.0,1.0,1.068,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202734
Assisted By,201149.0,"Noah, Joakim",4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201149
Assisted By,1626171.0,"Portis, Bobby",3.0,3.0,1.0,2.0,2.0,1.0,1.333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1626171
Assisted By,201565.0,"Rose, Derrick",100.0,100.0,1.0,3.0,3.0,1.0,1.015,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201565
Assisted By,203503.0,"Snell, Tony",13.0,13.0,1.0,1.0,1.0,1.0,1.038,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203503
Assisted By,201166.0,"Brooks, Aaron",10.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201166
Assisted By,202710.0,"Butler, Jimmy",40.0,40.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202710
Assisted By,2399.0,"Dunleavy, Mike",5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,2399
Assisted By,2200.0,"Gasol, Pau",32.0,32.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,2200
Assisted By,2550.0,"Hinrich, Kirk",8.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,2550
Assisted By,203200.0,"Holiday, Justin",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203200
Assisted By,202703.0,"Mirotic, Nikola",4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202703
Assisted By,202734.0,"Moore, E'Twaun",15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202734
Assisted By,201149.0,"Noah, Joakim",10.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201149
Assisted By,1626171.0,"Portis, Bobby",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626171
Assisted By,201565.0,"Rose, Derrick",25.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201565
Assisted By,203503.0,"Snell, Tony",17.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203503
Assisted By,201166.0,"Brooks, Aaron",7.0,7.0,1.0,4.0,4.0,1.0,1.286,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201166
Assisted By,202710.0,"Butler, Jimmy",9.0,9.0,1.0,8.0,8.0,1.0,1.444,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202710
Assisted By,1626245.0,"Felicio, Cristiano",2.0,2.0,1.0,1.0,1.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1626245
Assisted By,2200.0,"Gasol, Pau",14.0,14.0,1.0,7.0,7.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2200
Assisted By,201959.0,"Gibson, Taj",6.0,6.0,1.0,4.0,4.0,1.0,1.333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201959
Assisted By,2550.0,"Hinrich, Kirk",5.0,5.0,1.0,3.0,3.0,1.0,1.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2550
Assisted By,203926.0,"McDermott, Doug",3.0,3.0,1.0,1.0,1.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203926
Assisted By,202703.0,"Mirotic, Nikola",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202703
Assisted By,202734.0,"Moore, E'Twaun",2.0,2.0,1.0,1.0,1.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202734
Assisted By,201149.0,"Noah, Joakim",10.0,10.0,1.0,6.0,6.0,1.0,1.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201149
Assisted By,1626171.0,"Portis, Bobby",6.0,6.0,1.0,3.0,3.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1626171
Assisted By,201565.0,"Rose, Derrick",20.0,20.0,1.0,15.0,15.0,1.0,1.375,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201565
Assisted By,1626147.0,"Anderson, Justin",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,1626147
Assisted By,200826.0,"Barea, Jose Juan",18.0,18.0,1.0,7.0,7.0,1.0,1.194,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,200826
Assisted By,101109.0,"Felton, Raymond",32.0,32.0,1.0,16.0,16.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101109
Assisted By,2734.0,"Harris, Devin",16.0,16.0,1.0,4.0,4.0,1.0,1.125,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2734
Assisted By,101135.0,"Lee, David",3.0,3.0,1.0,2.0,2.0,1.0,1.333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101135
Assisted By,202083.0,"Matthews, Wesley",22.0,22.0,1.0,10.0,10.0,1.0,1.227,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202083
Assisted By,1626257.0,"Mejri, Salah",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,1626257
Assisted By,1717.0,"Nowitzki, Dirk",15.0,15.0,1.0,9.0,9.0,1.0,1.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1717
Assisted By,2585.0,"Pachulia, Zaza",22.0,22.0,1.0,3.0,3.0,1.0,1.068,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2585
Assisted By,203939.0,"Powell, Dwight",3.0,3.0,1.0,1.0,1.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203939
Assisted By,101111.0,"Villanueva, Charlie",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,101111
Assisted By,101114.0,"Williams, Deron",59.0,59.0,1.0,36.0,36.0,1.0,1.305,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101114
Assisted By,1626147.0,"Anderson, Justin",6.0,6.0,1.0,4.0,4.0,1.0,1.333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1626147
Assisted By,200826.0,"Barea, Jose Juan",16.0,16.0,1.0,5.0,5.0,1.0,1.156,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,200826
Assisted By,101109.0,"Felton, Raymond",14.0,14.0,1.0,11.0,11.0,1.0,1.393,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101109
Assisted By,2734.0,"Harris, Devin",5.0,5.0,1.0,3.0,3.0,1.0,1.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2734
Assisted By,203098.0,"Jenkins, John",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203098
Assisted By,202083.0,"Matthews, Wesley",6.0,6.0,1.0,4.0,4.0,1.0,1.333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202083
Assisted By,1717.0,"Nowitzki, Dirk",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,1717
Assisted By,2585.0,"Pachulia, Zaza",7.0,7.0,1.0,3.0,3.0,1.0,1.214,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2585
Assisted By,202718.0,"Parsons, Chandler",6.0,6.0,1.0,2.0,2.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202718
Assisted By,203939.0,"Powell, Dwight",7.0,7.0,1.0,4.0,4.0,1.0,1.286,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203939
Assisted By,101114.0,"Williams, Deron",20.0,20.0,1.0,9.0,9.0,1.0,1.225,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101114
Assisted By,1626147.0,"Anderson, Justin",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626147
Assisted By,200826.0,"Barea, Jose Juan",14.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,200826
Assisted By,202340.0,"Bradley, Avery",3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202340
Assisted By,203109.0,"Crowder, Jae",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203109
Assisted By,101109.0,"Felton, Raymond",15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,101109
Assisted By,2734.0,"Harris, Devin",9.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,2734
Assisted By,1626154.0,"Hunter, RJ",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626154
Assisted By,201973.0,"Jerebko, Jonas",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201973
Assisted By,202083.0,"Matthews, Wesley",5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202083
Assisted By,1717.0,"Nowitzki, Dirk",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1717
Assisted By,203482.0,"Olynyk, Kelly",6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203482
Assisted By,2585.0,"Pachulia, Zaza",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,2585
Assisted By,202718.0,"Parsons, Chandler",8.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202718
Assisted By,203939.0,"Powell, Dwight",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203939
Assisted By,1626179.0,"Rozier, Terry",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626179
Assisted By,203935.0,"Smart, Marcus",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203935
Assisted By,202738.0,"Thomas, Isaiah",11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202738
Assisted By,202323.0,"Turner, Evan",23.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202323
Assisted By,101114.0,"Williams, Deron",9.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,101114
Assisted By,203923.0,"Young, James",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203923
Assisted By,203092.0,"Zeller, Tyler",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203092
Assisted By,200826.0,"Barea, Jose Juan",10.0,10.0,1.0,6.0,6.0,1.0,1.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,200826
Assisted By,101109.0,"Felton, Raymond",22.0,22.0,1.0,13.0,13.0,1.0,1.295,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101109
Assisted By,2734.0,"Harris, Devin",5.0,5.0,1.0,3.0,3.0,1.0,1.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2734
Assisted By,101135.0,"Lee, David",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,101135
Assisted By,202083.0,"Matthews, Wesley",23.0,23.0,1.0,16.0,16.0,1.0,1.348,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202083
Assisted By,201580.0,"McGee, JaVale",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201580
Assisted By,1626257.0,"Mejri, Salah",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,1626257
Assisted By,1717.0,"Nowitzki, Dirk",18.0,18.0,1.0,10.0,10.0,1.0,1.278,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1717
Assisted By,2585.0,"Pachulia, Zaza",23.0,23.0,1.0,10.0,10.0,1.0,1.217,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2585
Assisted By,202718.0,"Parsons, Chandler",22.0,22.0,1.0,17.0,17.0,1.0,1.386,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202718
Assisted By,203939.0,"Powell, Dwight",2.0,2.0,1.0,1.0,1.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203939
Assisted By,101111.0,"Villanueva, Charlie",2.0,2.0,1.0,1.0,1.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101111
Assisted By,200826.0,"Barea, Jose Juan",35.0,35.0,1.0,14.0,14.0,1.0,1.2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,200826
Assisted By,101109.0,"Felton, Raymond",17.0,17.0,1.0,10.0,10.0,1.0,1.294,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101109
Assisted By,101135.0,"Lee, David",4.0,4.0,1.0,3.0,3.0,1.0,1.375,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101135
Assisted By,202083.0,"Matthews, Wesley",7.0,7.0,1.0,3.0,3.0,1.0,1.214,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202083
Assisted By,1717.0,"Nowitzki, Dirk",9.0,9.0,1.0,5.0,5.0,1.0,1.278,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1717
Assisted By,2585.0,"Pachulia, Zaza",5.0,5.0,1.0,3.0,3.0,1.0,1.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2585
Assisted By,202718.0,"Parsons, Chandler",6.0,6.0,1.0,2.0,2.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202718
Assisted By,203939.0,"Powell, Dwight",6.0,6.0,1.0,3.0,3.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203939
Assisted By,101111.0,"Villanueva, Charlie",2.0,2.0,1.0,2.0,2.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,101111
Assisted By,101114.0,"Williams, Deron",11.0,11.0,1.0,3.0,3.0,1.0,1.136,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101114
Assisted By,1626147.0,"Anderson, Justin",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626147
Assisted By,200826.0,"Barea, Jose Juan",70.0,70.0,1.0,27.0,27.0,1.0,1.193,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,200826
Assisted By,101109.0,"Felton, Raymond",41.0,41.0,1.0,13.0,13.0,1.0,1.159,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101109
Assisted By,2734.0,"Harris, Devin",19.0,19.0,1.0,7.0,7.0,1.0,1.184,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2734
Assisted By,203098.0,"Jenkins, John",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,203098
Assisted By,101135.0,"Lee, David",4.0,4.0,1.0,1.0,1.0,1.0,1.125,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101135
Assisted By,202083.0,"Matthews, Wesley",42.0,42.0,1.0,12.0,12.0,1.0,1.143,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202083
Assisted By,1626257.0,"Mejri, Salah",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626257
Assisted By,2585.0,"Pachulia, Zaza",23.0,23.0,1.0,8.0,8.0,1.0,1.174,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2585
Assisted By,202718.0,"Parsons, Chandler",43.0,43.0,1.0,14.0,14.0,1.0,1.163,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202718
Assisted By,203939.0,"Powell, Dwight",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203939
Assisted By,101111.0,"Villanueva, Charlie",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,101111
Assisted By,101114.0,"Williams, Deron",109.0,109.0,1.0,41.0,41.0,1.0,1.188,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101114
Assisted By,1626147.0,"Anderson, Justin",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626147
Assisted By,200826.0,"Barea, Jose Juan",44.0,44.0,1.0,1.0,1.0,1.0,1.011,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,200826
Assisted By,202379.0,"Evans, Jeremy",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202379
Assisted By,101109.0,"Felton, Raymond",26.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,101109
Assisted By,2734.0,"Harris, Devin",18.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,2734
Assisted By,203098.0,"Jenkins, John",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,203098
