GROUP_SET,PLAYER_ID,PLAYER_NAME,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,EFG_PCT,BLKA,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,CFID,CFPARAMS
Assisted By,1626157.0,"Towns, Karl-Anthony",11.0,11.0,1.0,2.0,2.0,1.0,1.091,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1626157
Assisted By,203952.0,"Wiggins, Andrew",14.0,14.0,1.0,3.0,3.0,1.0,1.107,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203952
Assisted By,202357.0,"Bjelica, Nemanja",5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202357
Assisted By,203476.0,"Dieng, Gorgui",5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203476
Assisted By,708.0,"Garnett, Kevin",5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,708
Assisted By,1626145.0,"Jones, Tyus",3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626145
Assisted By,203897.0,"LaVine, Zach",5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203897
Assisted By,2755.0,"Martin, Kevin",3.0,3.0,1.0,1.0,1.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2755
Assisted By,1889.0,"Miller, Andre",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1889
Assisted By,203498.0,"Muhammad, Shabazz",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203498
Assisted By,203940.0,"Payne, Adreian",3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203940
Assisted By,201593.0,"Pekovic, Nikola",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201593
Assisted By,201937.0,"Rubio, Ricky",28.0,28.0,1.0,3.0,3.0,1.0,1.054,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201937
Assisted By,1626157.0,"Towns, Karl-Anthony",5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626157
Assisted By,203952.0,"Wiggins, Andrew",11.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203952
Assisted By,203476.0,"Dieng, Gorgui",3.0,3.0,1.0,2.0,2.0,1.0,1.333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203476
Assisted By,203897.0,"LaVine, Zach",3.0,3.0,1.0,1.0,1.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203897
Assisted By,2755.0,"Martin, Kevin",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,2755
Assisted By,203498.0,"Muhammad, Shabazz",3.0,3.0,1.0,1.0,1.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203498
Assisted By,203940.0,"Payne, Adreian",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,203940
Assisted By,2419.0,"Prince, Tayshaun",5.0,5.0,1.0,2.0,2.0,1.0,1.2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2419
Assisted By,202962.0,"Smith, Greg",2.0,2.0,1.0,1.0,1.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202962
Assisted By,1626157.0,"Towns, Karl-Anthony",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626157
Assisted By,203952.0,"Wiggins, Andrew",2.0,2.0,1.0,1.0,1.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203952
Assisted By,202357.0,"Bjelica, Nemanja",8.0,8.0,1.0,6.0,6.0,1.0,1.375,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202357
Assisted By,203476.0,"Dieng, Gorgui",28.0,28.0,1.0,11.0,11.0,1.0,1.196,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203476
Assisted By,708.0,"Garnett, Kevin",5.0,5.0,1.0,3.0,3.0,1.0,1.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,708
Assisted By,1626145.0,"Jones, Tyus",12.0,12.0,1.0,6.0,6.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1626145
Assisted By,2755.0,"Martin, Kevin",6.0,6.0,1.0,4.0,4.0,1.0,1.333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2755
Assisted By,1889.0,"Miller, Andre",4.0,4.0,1.0,1.0,1.0,1.0,1.125,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1889
Assisted By,203498.0,"Muhammad, Shabazz",12.0,12.0,1.0,2.0,2.0,1.0,1.083,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203498
Assisted By,203940.0,"Payne, Adreian",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203940
Assisted By,201593.0,"Pekovic, Nikola",4.0,4.0,1.0,3.0,3.0,1.0,1.375,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201593
Assisted By,2419.0,"Prince, Tayshaun",4.0,4.0,1.0,2.0,2.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2419
Assisted By,201937.0,"Rubio, Ricky",77.0,77.0,1.0,28.0,28.0,1.0,1.182,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201937
Assisted By,204014.0,"Rudez, Damjan",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,204014
Assisted By,202962.0,"Smith, Greg",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202962
Assisted By,1626157.0,"Towns, Karl-Anthony",27.0,27.0,1.0,11.0,11.0,1.0,1.204,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1626157
Assisted By,203952.0,"Wiggins, Andrew",29.0,29.0,1.0,14.0,14.0,1.0,1.241,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203952
Assisted By,202711.0,"Bogdanovic, Bojan",9.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202711
Assisted By,203900.0,"Brown, Markel",5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203900
Assisted By,201961.0,"Ellington, Wayne",5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201961
Assisted By,1626178.0,"Hollis-Jefferson, Rondae",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626178
Assisted By,101127.0,"Jack, Jarrett",17.0,17.0,1.0,1.0,1.0,1.0,1.029,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101127
Assisted By,2207.0,"Johnson, Joe",12.0,12.0,1.0,1.0,1.0,1.0,1.042,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2207
Assisted By,203508.0,"Karasev, Sergey",4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203508
Assisted By,203499.0,"Larkin, Shane",41.0,41.0,1.0,1.0,1.0,1.0,1.012,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203499
Assisted By,201572.0,"Lopez, Brook",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201572
Assisted By,203080.0,"Robinson, Thomas",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203080
Assisted By,202388.0,"Sloan, Donald",9.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202388
Assisted By,201152.0,"Young, Thaddeus",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201152
Assisted By,200745.0,"Bargnani, Andrea",3.0,3.0,1.0,3.0,3.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,200745
Assisted By,203900.0,"Brown, Markel",12.0,12.0,1.0,5.0,5.0,1.0,1.208,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203900
Assisted By,201961.0,"Ellington, Wayne",18.0,18.0,1.0,6.0,6.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201961
Assisted By,1626178.0,"Hollis-Jefferson, Rondae",4.0,4.0,1.0,2.0,2.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1626178
Assisted By,101127.0,"Jack, Jarrett",27.0,27.0,1.0,9.0,9.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101127
Assisted By,2207.0,"Johnson, Joe",31.0,31.0,1.0,23.0,23.0,1.0,1.371,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2207
Assisted By,203508.0,"Karasev, Sergey",9.0,9.0,1.0,4.0,4.0,1.0,1.222,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203508
Assisted By,203930.0,"Kilpatrick, Sean",3.0,3.0,1.0,2.0,2.0,1.0,1.333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203930
Assisted By,203499.0,"Larkin, Shane",40.0,40.0,1.0,23.0,23.0,1.0,1.288,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203499
Assisted By,201572.0,"Lopez, Brook",25.0,25.0,1.0,13.0,13.0,1.0,1.26,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201572
Assisted By,203186.0,"Reed, Willie",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203186
Assisted By,203080.0,"Robinson, Thomas",5.0,5.0,1.0,3.0,3.0,1.0,1.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203080
Assisted By,203156.0,"Sims, Henry",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,203156
Assisted By,202388.0,"Sloan, Donald",32.0,32.0,1.0,14.0,14.0,1.0,1.219,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202388
Assisted By,201152.0,"Young, Thaddeus",21.0,21.0,1.0,9.0,9.0,1.0,1.214,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201152
Assisted By,200745.0,"Bargnani, Andrea",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,200745
Assisted By,202711.0,"Bogdanovic, Bojan",10.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202711
Assisted By,203900.0,"Brown, Markel",15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203900
Assisted By,201961.0,"Ellington, Wayne",10.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201961
Assisted By,1626178.0,"Hollis-Jefferson, Rondae",8.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626178
Assisted By,101127.0,"Jack, Jarrett",66.0,66.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,101127
Assisted By,2207.0,"Johnson, Joe",76.0,76.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,2207
Assisted By,203508.0,"Karasev, Sergey",4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203508
Assisted By,203930.0,"Kilpatrick, Sean",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,203930
Assisted By,203499.0,"Larkin, Shane",51.0,51.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203499
Assisted By,203186.0,"Reed, Willie",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203186
Assisted By,203080.0,"Robinson, Thomas",3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203080
Assisted By,202388.0,"Sloan, Donald",59.0,59.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202388
Assisted By,201152.0,"Young, Thaddeus",45.0,45.0,1.0,1.0,1.0,1.0,1.011,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201152
Assisted By,202711.0,"Bogdanovic, Bojan",2.0,2.0,1.0,1.0,1.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202711
Assisted By,203900.0,"Brown, Markel",5.0,5.0,1.0,3.0,3.0,1.0,1.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203900
Assisted By,201961.0,"Ellington, Wayne",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201961
Assisted By,1626178.0,"Hollis-Jefferson, Rondae",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626178
Assisted By,203930.0,"Kilpatrick, Sean",5.0,5.0,1.0,3.0,3.0,1.0,1.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203930
Assisted By,203499.0,"Larkin, Shane",14.0,14.0,1.0,4.0,4.0,1.0,1.143,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203499
Assisted By,201572.0,"Lopez, Brook",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201572
Assisted By,203080.0,"Robinson, Thomas",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203080
Assisted By,203156.0,"Sims, Henry",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203156
Assisted By,202388.0,"Sloan, Donald",3.0,3.0,1.0,1.0,1.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202388
Assisted By,200745.0,"Bargnani, Andrea",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,200745
Assisted By,202711.0,"Bogdanovic, Bojan",9.0,9.0,1.0,5.0,5.0,1.0,1.278,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202711
Assisted By,203900.0,"Brown, Markel",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,203900
Assisted By,201961.0,"Ellington, Wayne",12.0,12.0,1.0,8.0,8.0,1.0,1.333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201961
Assisted By,1626178.0,"Hollis-Jefferson, Rondae",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626178
Assisted By,2207.0,"Johnson, Joe",12.0,12.0,1.0,8.0,8.0,1.0,1.333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2207
Assisted By,203930.0,"Kilpatrick, Sean",2.0,2.0,1.0,2.0,2.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,203930
Assisted By,203499.0,"Larkin, Shane",3.0,3.0,1.0,3.0,3.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,203499
Assisted By,201572.0,"Lopez, Brook",17.0,17.0,1.0,4.0,4.0,1.0,1.118,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201572
Assisted By,1626191.0,"McCullough, Chris",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626191
Assisted By,203186.0,"Reed, Willie",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203186
Assisted By,203080.0,"Robinson, Thomas",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203080
Assisted By,203156.0,"Sims, Henry",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203156
Assisted By,201152.0,"Young, Thaddeus",4.0,4.0,1.0,2.0,2.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201152
Assisted By,202711.0,"Bogdanovic, Bojan",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202711
Assisted By,203900.0,"Brown, Markel",4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203900
Assisted By,201961.0,"Ellington, Wayne",3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201961
Assisted By,1626178.0,"Hollis-Jefferson, Rondae",3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626178
Assisted By,203930.0,"Kilpatrick, Sean",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203930
Assisted By,203499.0,"Larkin, Shane",6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203499
Assisted By,203080.0,"Robinson, Thomas",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203080
Assisted By,202388.0,"Sloan, Donald",8.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202388
Assisted By,201152.0,"Young, Thaddeus",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201152
Assisted By,200745.0,"Bargnani, Andrea",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,200745
Assisted By,202711.0,"Bogdanovic, Bojan",4.0,4.0,1.0,2.0,2.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202711
Assisted By,201961.0,"Ellington, Wayne",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201961
Assisted By,1626178.0,"Hollis-Jefferson, Rondae",6.0,6.0,1.0,3.0,3.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1626178
Assisted By,2207.0,"Johnson, Joe",14.0,14.0,1.0,10.0,10.0,1.0,1.357,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2207
Assisted By,203499.0,"Larkin, Shane",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,203499
Assisted By,201572.0,"Lopez, Brook",5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201572
Assisted By,202388.0,"Sloan, Donald",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202388
Assisted By,201152.0,"Young, Thaddeus",3.0,3.0,1.0,1.0,1.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201152
Assisted By,200745.0,"Bargnani, Andrea",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,200745
Assisted By,202711.0,"Bogdanovic, Bojan",11.0,11.0,1.0,8.0,8.0,1.0,1.364,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202711
Assisted By,203900.0,"Brown, Markel",3.0,3.0,1.0,1.0,1.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203900
Assisted By,2736.0,"Deng, Luol",6.0,6.0,1.0,4.0,4.0,1.0,1.333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2736
Assisted By,201609.0,"Dragic, Goran",17.0,17.0,1.0,11.0,11.0,1.0,1.324,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201609
Assisted By,201961.0,"Ellington, Wayne",7.0,7.0,1.0,5.0,5.0,1.0,1.357,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201961
Assisted By,101123.0,"Green, Gerald",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,101123
Assisted By,1626178.0,"Hollis-Jefferson, Rondae",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,1626178
Assisted By,101127.0,"Jack, Jarrett",30.0,30.0,1.0,16.0,16.0,1.0,1.267,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101127
Assisted By,203499.0,"Larkin, Shane",12.0,12.0,1.0,9.0,9.0,1.0,1.375,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203499
Assisted By,201572.0,"Lopez, Brook",14.0,14.0,1.0,8.0,8.0,1.0,1.286,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201572
Assisted By,1626196.0,"Richardson, Josh",7.0,7.0,1.0,5.0,5.0,1.0,1.357,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,1626196
Assisted By,203080.0,"Robinson, Thomas",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,203080
Assisted By,202388.0,"Sloan, Donald",19.0,19.0,1.0,15.0,15.0,1.0,1.395,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202388
Assisted By,2548.0,"Wade, Dwyane",11.0,11.0,1.0,8.0,8.0,1.0,1.364,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2548
Assisted By,202355.0,"Whiteside, Hassan",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,202355
Assisted By,1626159.0,"Winslow, Justise",1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,1626159
Assisted By,201152.0,"Young, Thaddeus",17.0,17.0,1.0,12.0,12.0,1.0,1.353,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201152
Assisted By,200745.0,"Bargnani, Andrea",2.0,2.0,1.0,2.0,2.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,200745
Assisted By,202711.0,"Bogdanovic, Bojan",6.0,6.0,1.0,1.0,1.0,1.0,1.083,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202711
Assisted By,201961.0,"Ellington, Wayne",2.0,2.0,1.0,1.0,1.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201961
Assisted By,1626178.0,"Hollis-Jefferson, Rondae",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626178
Assisted By,101127.0,"Jack, Jarrett",3.0,3.0,1.0,1.0,1.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,101127
Assisted By,2207.0,"Johnson, Joe",5.0,5.0,1.0,3.0,3.0,1.0,1.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,2207
Assisted By,203508.0,"Karasev, Sergey",5.0,5.0,1.0,4.0,4.0,1.0,1.4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203508
Assisted By,203930.0,"Kilpatrick, Sean",7.0,7.0,1.0,1.0,1.0,1.0,1.071,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203930
Assisted By,203499.0,"Larkin, Shane",21.0,21.0,1.0,14.0,14.0,1.0,1.333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203499
Assisted By,201572.0,"Lopez, Brook",4.0,4.0,1.0,1.0,1.0,1.0,1.125,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201572
Assisted By,1626191.0,"McCullough, Chris",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1626191
Assisted By,203080.0,"Robinson, Thomas",4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203080
Assisted By,203156.0,"Sims, Henry",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203156
Assisted By,202388.0,"Sloan, Donald",11.0,11.0,1.0,2.0,2.0,1.0,1.091,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,202388
Assisted By,201152.0,"Young, Thaddeus",6.0,6.0,1.0,2.0,2.0,1.0,1.167,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,201152
Assisted By,203900.0,"Brown, Markel",2.0,2.0,1.0,1.0,1.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203900
Assisted By,101127.0,"Jack, Jarrett",6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,101127
Assisted By,2207.0,"Johnson, Joe",5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,2207
Assisted By,203930.0,"Kilpatrick, Sean",2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,203930
Assisted By,203499.0,"Larkin, Shane",5.0,5.0,1.0,2.0,2.0,1.0,1.2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,45.0,203499
Assisted By,201572.0,"Lopez, Brook",4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,201572
