"GAME_ID","GAME_DATE","MATCHUP","HomeTeam","AwayTeam","HomeTeam_WL"
21500426,"2015-12-23","ORL vs. HOU","ORL","HOU","W"
21500427,"2015-12-23","WAS vs. MEM","WAS","MEM","W"
21500428,"2015-12-23","BKN vs. DAL","BKN","DAL","L"
21500429,"2015-12-23","ATL vs. DET","ATL","DET","W"
21500430,"2015-12-23","MIL vs. PHI","MIL","PHI","W"
21500431,"2015-12-23","MIN vs. SAS","MIN","SAS","L"
21500432,"2015-12-23","NOP vs. POR","NOP","POR","W"
21500433,"2015-12-23","PHX vs. DEN","PHX","DEN","L"
21500434,"2015-12-23","GSW vs. UTA","GSW","UTA","W"
21500435,"2015-12-23","LAL vs. OKC","LAL","OKC","L"
21500436,"2015-12-25","MIA vs. NOP","MIA","NOP","W"
21500437,"2015-12-25","OKC vs. CHI","OKC","CHI","L"
21500438,"2015-12-25","GSW vs. CLE","GSW","CLE","W"
21500439,"2015-12-25","HOU vs. SAS","HOU","SAS","W"
21500440,"2015-12-25","LAL vs. LAC","LAL","LAC","L"
21500441,"2015-12-26","MIL vs. TOR","MIL","TOR","L"
21500442,"2015-12-26","ATL vs. NYK","ATL","NYK","W"
21500443,"2015-12-26","CHA vs. MEM","CHA","MEM","W"
21500444,"2015-12-26","ORL vs. MIA","ORL","MIA","L"
21500445,"2015-12-26","NOP vs. HOU","NOP","HOU","W"
21500446,"2015-12-26","DET vs. BOS","DET","BOS","L"
21500447,"2015-12-26","BKN vs. WAS","BKN","WAS","L"
21500448,"2015-12-26","MIN vs. IND","MIN","IND","L"
21500449,"2015-12-26","DAL vs. CHI","DAL","CHI","W"
21500450,"2015-12-26","SAS vs. DEN","SAS","DEN","W"
21500451,"2015-12-26","PHX vs. PHI","PHX","PHI","L"
21500452,"2015-12-26","UTA vs. LAC","UTA","LAC","L"
21500453,"2015-12-26","POR vs. CLE","POR","CLE","W"
21500454,"2015-12-27","BOS vs. NYK","BOS","NYK","W"
21500455,"2015-12-27","MEM vs. LAL","MEM","LAL","W"
21500456,"2015-12-27","OKC vs. DEN","OKC","DEN","W"
21500457,"2015-12-27","SAC vs. POR","SAC","POR","L"
21500458,"2015-12-28","CHA vs. LAL","CHA","LAL","W"
21500459,"2015-12-28","IND vs. ATL","IND","ATL","W"
21500460,"2015-12-28","ORL vs. NOP","ORL","NOP","W"
21500461,"2015-12-28","WAS vs. LAC","WAS","LAC","L"
21500462,"2015-12-28","MIA vs. BKN","MIA","BKN","L"
21500463,"2015-12-28","CHI vs. TOR","CHI","TOR","W"
21500464,"2015-12-28","DAL vs. MIL","DAL","MIL","W"
21500465,"2015-12-28","SAS vs. MIN","SAS","MIN","W"
21500466,"2015-12-28","PHX vs. CLE","PHX","CLE","L"
21500467,"2015-12-28","UTA vs. PHI","UTA","PHI","W"
21500468,"2015-12-28","GSW vs. SAC","GSW","SAC","W"
21500469,"2015-12-29","NYK vs. DET","NYK","DET","W"
21500470,"2015-12-29","HOU vs. ATL","HOU","ATL","L"
21500471,"2015-12-29","MEM vs. MIA","MEM","MIA","W"
21500472,"2015-12-29","OKC vs. MIL","OKC","MIL","W"
21500473,"2015-12-29","DEN vs. CLE","DEN","CLE","L"
21500474,"2015-12-30","CHA vs. LAC","CHA","LAC","L"
21500475,"2015-12-30","ORL vs. BKN","ORL","BKN","W"
21500476,"2015-12-30","BOS vs. LAL","BOS","LAL","L"
21500477,"2015-12-30","TOR vs. WAS","TOR","WAS","W"
21500478,"2015-12-30","CHI vs. IND","CHI","IND","W"
21500479,"2015-12-30","MIN vs. UTA","MIN","UTA","W"
21500480,"2015-12-30","DAL vs. GSW","DAL","GSW","W"
21500481,"2015-12-30","SAS vs. PHX","SAS","PHX","W"
21500482,"2015-12-30","POR vs. DEN","POR","DEN","W"
21500483,"2015-12-30","SAC vs. PHI","SAC","PHI","L"
21500484,"2015-12-31","IND vs. MIL","IND","MIL","L"
21500485,"2015-12-31","HOU vs. GSW","HOU","GSW","L"
21500486,"2015-12-31","DET vs. MIN","DET","MIN","W"
21500487,"2015-12-31","NOP vs. LAC","NOP","LAC","L"
21500488,"2015-12-31","OKC vs. PHX","OKC","PHX","W"
21500489,"2015-12-31","UTA vs. POR","UTA","POR","W"
21500490,"2016-01-01","WAS vs. ORL","WAS","ORL","W"
21500491,"2016-01-01","MIA vs. DAL","MIA","DAL","W"
21500492,"2016-01-01","TOR vs. CHA","TOR","CHA","W"
21500493,"2016-01-01","CHI vs. NYK","CHI","NYK","W"
21500494,"2016-01-01","LAL vs. PHI","LAL","PHI","W"
21500495,"2016-01-02","BOS vs. BKN","BOS","BKN","L"
21500496,"2016-01-02","SAC vs. PHX","SAC","PHX","W"
21500497,"2016-01-02","CHA vs. OKC","CHA","OKC","L"
21500498,"2016-01-02","IND vs. DET","IND","DET","W"
21500499,"2016-01-02","CLE vs. ORL","CLE","ORL","W"
21500500,"2016-01-02","MIN vs. MIL","MIN","MIL","L"
21500501,"2016-01-02","DAL vs. NOP","DAL","NOP","L"
21500502,"2016-01-02","SAS vs. HOU","SAS","HOU","W"
21500503,"2016-01-02","UTA vs. MEM","UTA","MEM","W"
21500504,"2016-01-02","GSW vs. DEN","GSW","DEN","W"
21500505,"2016-01-02","LAC vs. PHI","LAC","PHI","W"
21500506,"2016-01-03","NYK vs. ATL","NYK","ATL","W"
21500507,"2016-01-03","TOR vs. CHI","TOR","CHI","L"
21500508,"2016-01-03","WAS vs. MIA","WAS","MIA","L"
21500509,"2016-01-03","DEN vs. POR","DEN","POR","L"
21500510,"2016-01-03","LAL vs. PHX","LAL","PHX","W"
21500511,"2016-01-04","CLE vs. TOR","CLE","TOR","W"
21500512,"2016-01-04","PHI vs. MIN","PHI","MIN","W"
21500513,"2016-01-04","BKN vs. BOS","BKN","BOS","L"
21500514,"2016-01-04","DET vs. ORL","DET","ORL","W"
21500515,"2016-01-04","MIA vs. IND","MIA","IND","W"
21500516,"2016-01-04","MIL vs. SAS","MIL","SAS","L"
21500517,"2016-01-04","OKC vs. SAC","OKC","SAC","L"
21500518,"2016-01-04","UTA vs. HOU","UTA","HOU","L"
21500519,"2016-01-04","POR vs. MEM","POR","MEM","L"
21500520,"2016-01-04","GSW vs. CHA","GSW","CHA","W"
21500521,"2016-01-05","ATL vs. NYK","ATL","NYK","L"
21500522,"2016-01-05","CHI vs. MIL","CHI","MIL","W"
21500523,"2016-01-05","DAL vs. SAC","DAL","SAC","W"
21500524,"2016-01-05","LAL vs. GSW","LAL","GSW","L"
21500525,"2016-01-06","MIA vs. NYK","MIA","NYK","L"
21500526,"2016-01-06","ORL vs. IND","ORL","IND","L"
21500527,"2016-01-06","WAS vs. CLE","WAS","CLE","L"
21500528,"2016-01-06","BOS vs. DET","BOS","DET","L"
21500529,"2016-01-06","BKN vs. TOR","BKN","TOR","L"
21500530,"2016-01-06","MIN vs. DEN","MIN","DEN","L"
21500531,"2016-01-06","NOP vs. DAL","NOP","DAL","L"
21500532,"2016-01-06","SAS vs. UTA","SAS","UTA","W"
21500533,"2016-01-06","PHX vs. CHA","PHX","CHA","W"
21500534,"2016-01-06","OKC vs. MEM","OKC","MEM","W"
21500535,"2016-01-06","POR vs. LAC","POR","LAC","L"
21500536,"2016-01-07","PHI vs. ATL","PHI","ATL","L"
21500537,"2016-01-07","CHI vs. BOS","CHI","BOS","W"
21500538,"2016-01-07","HOU vs. UTA","HOU","UTA","W"
21500539,"2016-01-07","SAC vs. LAL","SAC","LAL","W"
21500540,"2016-01-08","WAS vs. TOR","WAS","TOR","L"
21500541,"2016-01-08","BKN vs. ORL","BKN","ORL","L"
21500542,"2016-01-08","MEM vs. DEN","MEM","DEN","W"
21500543,"2016-01-08","MIN vs. CLE","MIN","CLE","L"
21500544,"2016-01-08","NOP vs. IND","NOP","IND","L"
21500545,"2016-01-08","MIL vs. DAL","MIL","DAL","W"
21500546,"2016-01-08","SAS vs. NYK","SAS","NYK","W"
21500547,"2016-01-08","PHX vs. MIA","PHX","MIA","L"
21500548,"2016-01-08","POR vs. GSW","POR","GSW","L"
21500549,"2016-01-08","LAL vs. OKC","LAL","OKC","L"
21500550,"2016-01-09","LAC vs. CHA","LAC","CHA","W"
21500551,"2016-01-09","ATL vs. CHI","ATL","CHI","W"
21500552,"2016-01-09","ORL vs. WAS","ORL","WAS","L"
21500553,"2016-01-09","DET vs. BKN","DET","BKN","W"
21500554,"2016-01-09","PHI vs. TOR","PHI","TOR","L"
21500555,"2016-01-09","UTA vs. MIA","UTA","MIA","W"
21500556,"2016-01-09","SAC vs. GSW","SAC","GSW","L"
21500557,"2016-01-10","MIN vs. DAL","MIN","DAL","L"
21500558,"2016-01-10","LAC vs. NOP","LAC","NOP","W"
21500559,"2016-01-10","PHI vs. CLE","PHI","CLE","L"
21500560,"2016-01-10","MEM vs. BOS","MEM","BOS","W"
21500561,"2016-01-10","HOU vs. IND","HOU","IND","W"
21500562,"2016-01-10","NYK vs. MIL","NYK","MIL","W"
21500563,"2016-01-10","DEN vs. CHA","DEN","CHA","W"
21500564,"2016-01-10","POR vs. OKC","POR","OKC","W"
21500565,"2016-01-10","LAL vs. UTA","LAL","UTA","L"
21500566,"2016-01-11","BKN vs. SAS","BKN","SAS","L"
21500567,"2016-01-11","CHI vs. WAS","CHI","WAS","L"
21500568,"2016-01-11","GSW vs. MIA","GSW","MIA","W"
21500569,"2016-01-12","IND vs. PHX","IND","PHX","W"
21500570,"2016-01-12","DET vs. SAS","DET","SAS","L"
21500571,"2016-01-12","NYK vs. BOS","NYK","BOS","W"
21500572,"2016-01-12","MEM vs. HOU","MEM","HOU","L"
21500573,"2016-01-12","MIL vs. CHI","MIL","CHI","W"
21500574,"2016-01-12","MIN vs. OKC","MIN","OKC","L"
21500575,"2016-01-12","DAL vs. CLE","DAL","CLE","L"
21500576,"2016-01-12","LAL vs. NOP","LAL","NOP","W"
21500577,"2016-01-13","CHA vs. ATL","CHA","ATL","W"
21500578,"2016-01-13","WAS vs. MIL","WAS","MIL","W"
21500579,"2016-01-13","BKN vs. NYK","BKN","NYK","W"
21500580,"2016-01-13","BOS vs. IND","BOS","IND","W"
21500581,"2016-01-13","HOU vs. MIN","HOU","MIN","W"
21500582,"2016-01-13","OKC vs. DAL","OKC","DAL","W"
21500583,"2016-01-13","DEN vs. GSW","DEN","GSW","W"
21500584,"2016-01-13","POR vs. UTA","POR","UTA","W"
21500585,"2016-01-13","SAC vs. NOP","SAC","NOP","L"
21500586,"2016-01-13","LAC vs. MIA","LAC","MIA","W"
21500587,"2016-01-14","PHI vs. CHI","PHI","CHI","L"
21500588,"2016-01-14","ORL vs. TOR","ORL","TOR","L"
21500589,"2016-01-14","MEM vs. DET","MEM","DET","W"
21500590,"2016-01-14","SAS vs. CLE","SAS","CLE","W"
21500591,"2016-01-14","UTA vs. SAC","UTA","SAC","L"
21500592,"2016-01-14","GSW vs. LAL","GSW","LAL","W"
21500593,"2016-01-15","IND vs. WAS","IND","WAS","L"
21500594,"2016-01-15","OKC vs. MIN","OKC","MIN","W"
21500595,"2016-01-15","BOS vs. PHX","BOS","PHX","W"
21500596,"2016-01-15","BKN vs. POR","BKN","POR","L"
21500597,"2016-01-15","CHI vs. DAL","CHI","DAL","L"
21500598,"2016-01-15","NOP vs. CHA","NOP","CHA","W"
21500599,"2016-01-15","MIL vs. ATL","MIL","ATL","W"
21500600,"2016-01-15","DEN vs. MIA","DEN","MIA","L"
21500601,"2016-01-15","HOU vs. CLE","HOU","CLE","L"
21500602,"2016-01-16","ATL vs. BKN","ATL","BKN","W"
21500603,"2016-01-16","CHA vs. MIL","CHA","MIL","L"
21500604,"2016-01-16","WAS vs. BOS","WAS","BOS","L"
21500605,"2016-01-16","DET vs. GSW","DET","GSW","W"
21500606,"2016-01-16","PHI vs. POR","PHI","POR","W"
21500607,"2016-01-16","MEM vs. NYK","MEM","NYK","W"
21500608,"2016-01-16","UTA vs. LAL","UTA","LAL","W"
21500609,"2016-01-16","LAC vs. SAC","LAC","SAC","L"
21500610,"2016-01-17","MIN vs. PHX","MIN","PHX","W"
21500611,"2016-01-17","OKC vs. MIA","OKC","MIA","W"
21500612,"2016-01-17","SAS vs. DAL","SAS","DAL","W"
21500613,"2016-01-17","DEN vs. IND","DEN","IND","W"
21500614,"2016-01-17","LAL vs. HOU","LAL","HOU","L"
21500615,"2016-01-18","NYK vs. PHI","NYK","PHI","W"
21500616,"2016-01-18","CHA vs. UTA","CHA","UTA","W"
21500617,"2016-01-18","WAS vs. POR","WAS","POR","L"
21500618,"2016-01-18","MEM vs. NOP","MEM","NOP","W"
21500619,"2016-01-18","DET vs. CHI","DET","CHI","L"
21500620,"2016-01-18","ATL vs. ORL","ATL","ORL","W"
21500621,"2016-01-18","TOR vs. BKN","TOR","BKN","W"
21500622,"2016-01-18","CLE vs. GSW","CLE","GSW","L"
21500623,"2016-01-18","DAL vs. BOS","DAL","BOS","W"
21500624,"2016-01-18","LAC vs. HOU","LAC","HOU","W"
21500625,"2016-01-19","MIA vs. MIL","MIA","MIL","L"
21500626,"2016-01-19","NOP vs. MIN","NOP","MIN","W"
21500627,"2016-01-19","DEN vs. OKC","DEN","OKC","L"
21500628,"2016-01-19","PHX vs. IND","PHX","IND","L"
21500629,"2016-01-20","ORL vs. PHI","ORL","PHI","L"
21500630,"2016-01-20","WAS vs. MIA","WAS","MIA","W"
21500631,"2016-01-20","BKN vs. CLE","BKN","CLE","L"
21500632,"2016-01-20","NYK vs. UTA","NYK","UTA","W"
21500633,"2016-01-20","TOR vs. BOS","TOR","BOS","W"
21500634,"2016-01-20","CHI vs. GSW","CHI","GSW","L"
21500635,"2016-01-20","HOU vs. DET","HOU","DET","L"
21500636,"2016-01-20","OKC vs. CHA","OKC","CHA","W"
21500637,"2016-01-20","DAL vs. MIN","DAL","MIN","W"
21500638,"2016-01-20","LAL vs. SAC","LAL","SAC","L"
21500639,"2016-01-20","POR vs. ATL","POR","ATL","L"
21500640,"2016-01-21","CLE vs. LAC","CLE","LAC","W"
21500641,"2016-01-21","NOP vs. DET","NOP","DET","W"
21500642,"2016-01-21","DEN vs. MEM","DEN","MEM","L"
21500643,"2016-01-21","SAC vs. ATL","SAC","ATL","W"
21500644,"2016-01-21","PHX vs. SAS","PHX","SAS","L"
21500645,"2016-01-22","ORL vs. CHA","ORL","CHA","L"
21500646,"2016-01-22","BOS vs. CHI","BOS","CHI","W"
21500647,"2016-01-22","BKN vs. UTA","BKN","UTA","L"
21500648,"2016-01-22","NYK vs. LAC","NYK","LAC","L"
21500649,"2016-01-22","TOR vs. MIA","TOR","MIA","W"
21500650,"2016-01-22","HOU vs. MIL","HOU","MIL","W"
21500651,"2016-01-22","DAL vs. OKC","DAL","OKC","L"
21500652,"2016-01-22","GSW vs. IND","GSW","IND","W"
21500653,"2016-01-22","LAL vs. SAS","LAL","SAS","L"
21500654,"2016-02-18","WAS vs. UTA","WAS","UTA","W"
21500655,"2016-01-23","CHA vs. NYK","CHA","NYK","W"
21500656,"2016-01-24","PHI vs. BOS","PHI","BOS","L"
21500657,"2016-01-23","NOP vs. MIL","NOP","MIL","W"
21500658,"2016-01-23","MIN vs. MEM","MIN","MEM","W"
21500659,"2016-01-23","CLE vs. CHI","CLE","CHI","L"
21500660,"2016-01-23","PHX vs. ATL","PHX","ATL","W"
21500661,"2016-01-23","DEN vs. DET","DEN","DET","W"
21500662,"2016-01-23","POR vs. LAL","POR","LAL","W"
21500663,"2016-01-23","SAC vs. IND","SAC","IND","W"
21500664,"2016-01-24","BKN vs. OKC","BKN","OKC","W"
21500665,"2016-01-24","HOU vs. DAL","HOU","DAL","W"
21500666,"2016-01-24","TOR vs. LAC","TOR","LAC","W"
21500667,"2016-01-25","CLE vs. MIN","CLE","MIN","W"
21500668,"2016-01-25","WAS vs. BOS","WAS","BOS","L"
21500669,"2016-01-25","CHI vs. MIA","CHI","MIA","L"
21500670,"2016-01-25","MEM vs. ORL","MEM","ORL","W"
21500671,"2016-01-25","NOP vs. HOU","NOP","HOU","L"
21500672,"2016-01-25","DEN vs. ATL","DEN","ATL","L"
21500673,"2016-01-25","UTA vs. DET","UTA","DET","L"
21500674,"2016-01-25","SAC vs. CHA","SAC","CHA","L"
21500675,"2016-01-25","GSW vs. SAS","GSW","SAS","W"
21500676,"2016-01-26","IND vs. LAC","IND","LAC","L"
21500677,"2016-01-26","PHI vs. PHX","PHI","PHX","W"
21500678,"2016-01-26","BKN vs. MIA","BKN","MIA","L"
21500679,"2016-01-26","NYK vs. OKC","NYK","OKC","L"
21500680,"2016-01-26","TOR vs. WAS","TOR","WAS","W"
21500681,"2016-01-26","MIL vs. ORL","MIL","ORL","W"
21500682,"2016-01-26","POR vs. SAC","POR","SAC","W"
21500683,"2016-01-26","LAL vs. DAL","LAL","DAL","L"
21500684,"2016-01-27","CLE vs. PHX","CLE","PHX","W"
21500685,"2016-01-27","BOS vs. DEN","BOS","DEN","W"
21500686,"2016-01-27","DET vs. PHI","DET","PHI","W"
21500687,"2016-01-27","ATL vs. LAC","ATL","LAC","L"
21500688,"2016-01-27","MIN vs. OKC","MIN","OKC","L"
21500689,"2016-01-27","SAS vs. HOU","SAS","HOU","W"
21500690,"2016-01-27","UTA vs. CHA","UTA","CHA","W"
21500691,"2016-01-27","GSW vs. DAL","GSW","DAL","W"
21500692,"2016-01-28","IND vs. ATL","IND","ATL","W"
21500693,"2016-01-28","WAS vs. DEN","WAS","DEN","L"
21500694,"2016-01-28","TOR vs. NYK","TOR","NYK","W"
21500695,"2016-01-28","MEM vs. MIL","MEM","MIL","W"
21500696,"2016-01-28","NOP vs. SAC","NOP","SAC","W"
21500697,"2016-01-28","LAL vs. CHI","LAL","CHI","L"
21500698,"2016-01-29","BOS vs. ORL","BOS","ORL","W"
21500699,"2016-01-29","DET vs. CLE","DET","CLE","L"
21500700,"2016-01-29","NYK vs. PHX","NYK","PHX","W"
21500701,"2016-01-29","OKC vs. HOU","OKC","HOU","W"
21500702,"2016-01-29","DAL vs. BKN","DAL","BKN","W"
21500703,"2016-01-29","MIL vs. MIA","MIL","MIA","L"
21500704,"2016-01-29","UTA vs. MIN","UTA","MIN","W"
21500705,"2016-01-29","POR vs. CHA","POR","CHA","W"
21500706,"2016-01-29","LAC vs. LAL","LAC","LAL","W"
21500707,"2016-01-30","PHI vs. GSW","PHI","GSW","L"
21500708,"2016-01-30","TOR vs. DET","TOR","DET","W"
21500709,"2016-01-30","IND vs. DEN","IND","DEN","W"
21500710,"2016-01-30","NOP vs. BKN","NOP","BKN","W"
21500711,"2016-01-30","HOU vs. WAS","HOU","WAS","L"
21500712,"2016-01-30","MEM vs. SAC","MEM","SAC","W"
21500713,"2016-01-30","CLE vs. SAS","CLE","SAS","W"
21500714,"2016-01-31","LAC vs. CHI","LAC","CHI","W"
21500715,"2016-01-31","MIA vs. ATL","MIA","ATL","W"
21500716,"2016-01-31","ORL vs. BOS","ORL","BOS","W"
21500717,"2016-01-31","DAL vs. PHX","DAL","PHX","W"
21500718,"2016-01-31","NYK vs. GSW","NYK","GSW","L"
21500719,"2016-01-31","POR vs. MIN","POR","MIN","W"
21500720,"2016-01-31","LAL vs. CHA","LAL","CHA","L"
21500721,"2016-02-01","IND vs. CLE","IND","CLE","L"
21500722,"2016-02-01","BKN vs. DET","BKN","DET","L"
21500723,"2016-02-01","ATL vs. DAL","ATL","DAL","W"
21500724,"2016-02-01","NOP vs. MEM","NOP","MEM","L"
21500725,"2016-02-01","OKC vs. WAS","OKC","WAS","W"
21500726,"2016-02-01","SAS vs. ORL","SAS","ORL","W"
21500727,"2016-02-01","DEN vs. TOR","DEN","TOR","W"
21500728,"2016-02-01","UTA vs. CHI","UTA","CHI","W"
21500729,"2016-02-01","SAC vs. MIL","SAC","MIL","W"
21500730,"2016-02-02","NYK vs. BOS","NYK","BOS","L"
21500731,"2016-02-02","HOU vs. MIA","HOU","MIA","W"
21500732,"2016-02-02","PHX vs. TOR","PHX","TOR","L"
21500733,"2016-02-02","POR vs. MIL","POR","MIL","W"
21500734,"2016-02-02","LAL vs. MIN","LAL","MIN","W"
21500735,"2016-02-03","CHA vs. CLE","CHA","CLE","W"
21500736,"2016-02-03","PHI vs. ATL","PHI","ATL","L"
21500737,"2016-02-03","BOS vs. DET","BOS","DET","W"
21500738,"2016-02-03","BKN vs. IND","BKN","IND","L"
21500739,"2016-02-03","WAS vs. GSW","WAS","GSW","L"
21500740,"2016-02-03","OKC vs. ORL","OKC","ORL","W"
21500741,"2016-02-03","DAL vs. MIA","DAL","MIA","L"
21500742,"2016-02-03","SAS vs. NOP","SAS","NOP","W"
21500743,"2016-02-03","UTA vs. DEN","UTA","DEN","W"
21500744,"2016-02-03","SAC vs. CHI","SAC","CHI","L"
21500745,"2016-02-03","LAC vs. MIN","LAC","MIN","L"
21500746,"2016-02-04","DET vs. NYK","DET","NYK","W"
21500747,"2016-02-04","NOP vs. LAL","NOP","LAL","L"
21500748,"2016-02-04","POR vs. TOR","POR","TOR","L"
21500749,"2016-02-04","PHX vs. HOU","PHX","HOU","L"
21500750,"2016-02-05","ATL vs. IND","ATL","IND","W"
21500751,"2016-02-05","CHA vs. MIA","CHA","MIA","L"
21500752,"2016-02-05","ORL vs. LAC","ORL","LAC","L"
21500753,"2016-02-05","WAS vs. PHI","WAS","PHI","W"
21500754,"2016-02-05","BKN vs. SAC","BKN","SAC","W"
21500755,"2016-02-05","CLE vs. BOS","CLE","BOS","L"
21500756,"2016-02-05","NYK vs. MEM","NYK","MEM","L"
21500757,"2016-02-05","DEN vs. CHI","DEN","CHI","W"
21500758,"2016-02-05","UTA vs. MIL","UTA","MIL","W"
21500759,"2016-02-05","DAL vs. SAS","DAL","SAS","L"
21500760,"2016-02-06","HOU vs. POR","HOU","POR","L"
21500761,"2016-02-06","CHA vs. WAS","CHA","WAS","W"
21500762,"2016-02-06","IND vs. DET","IND","DET","W"
21500763,"2016-02-06","CLE vs. NOP","CLE","NOP","W"
21500764,"2016-02-06","PHI vs. BKN","PHI","BKN","W"
21500765,"2016-02-06","MEM vs. DAL","MEM","DAL","L"
21500766,"2016-02-06","MIN vs. CHI","MIN","CHI","W"
21500767,"2016-02-06","SAS vs. LAL","SAS","LAL","W"
21500768,"2016-02-06","PHX vs. UTA","PHX","UTA","L"
21500769,"2016-02-06","GSW vs. OKC","GSW","OKC","W"
21500770,"2016-02-07","NYK vs. DEN","NYK","DEN","L"
21500771,"2016-02-07","ORL vs. ATL","ORL","ATL","W"
21500772,"2016-02-07","MIA vs. LAC","MIA","LAC","L"
21500773,"2016-02-07","BOS vs. SAC","BOS","SAC","W"
21500774,"2016-02-08","CHA vs. CHI","CHA","CHI","W"
21500775,"2016-02-08","CLE vs. SAC","CLE","SAC","W"
21500776,"2016-02-08","IND vs. LAL","IND","LAL","W"
21500777,"2016-02-08","PHI vs. LAC","PHI","LAC","L"
21500778,"2016-02-08","BKN vs. DEN","BKN","DEN","W"
21500779,"2016-02-08","DET vs. TOR","DET","TOR","L"
21500780,"2016-02-08","ATL vs. ORL","ATL","ORL","L"
21500781,"2016-02-08","MEM vs. POR","MEM","POR","L"
21500782,"2016-02-08","MIN vs. NOP","MIN","NOP","L"
21500783,"2016-02-08","PHX vs. OKC","PHX","OKC","L"
21500784,"2016-02-09","MIA vs. SAS","MIA","SAS","L"
21500785,"2016-02-09","NYK vs. WAS","NYK","WAS","L"
21500786,"2016-02-09","MIL vs. BOS","MIL","BOS","W"
21500787,"2016-02-09","DAL vs. UTA","DAL","UTA","L"
21500788,"2016-02-09","GSW vs. HOU","GSW","HOU","W"
21500789,"2016-02-10","IND vs. CHA","IND","CHA","L"
21500790,"2016-02-10","ORL vs. SAS","ORL","SAS","L"
21500791,"2016-02-10","PHI vs. SAC","PHI","SAC","L"
21500792,"2016-02-10","BOS vs. LAC","BOS","LAC","W"
21500793,"2016-02-10","BKN vs. MEM","BKN","MEM","L"
21500794,"2016-02-10","DET vs. DEN","DET","DEN","L"
21500795,"2016-02-10","CLE vs. LAL","CLE","LAL","W"
21500796,"2016-02-10","CHI vs. ATL","CHI","ATL","L"
21500797,"2016-02-10","MIN vs. TOR","MIN","TOR","W"
21500798,"2016-02-10","NOP vs. UTA","NOP","UTA","W"
21500799,"2016-02-10","PHX vs. GSW","PHX","GSW","L"
21500800,"2016-02-10","POR vs. HOU","POR","HOU","W"
21500801,"2016-02-11","MIL vs. WAS","MIL","WAS","W"
21500802,"2016-02-11","OKC vs. NOP","OKC","NOP","W"
21500803,"2016-02-18","CLE vs. CHI","CLE","CHI","W"
21500804,"2016-02-18","LAC vs. SAS","LAC","SAS","W"
21500805,"2016-02-19","ORL vs. DAL","ORL","DAL","W"
21500806,"2016-02-19","WAS vs. DET","WAS","DET","W"
21500807,"2016-02-19","BKN vs. NYK","BKN","NYK","W"
21500808,"2016-02-19","ATL vs. MIA","ATL","MIA","L"
21500809,"2016-02-19","CHI vs. TOR","CHI","TOR","W"
21500810,"2016-02-19","MEM vs. MIN","MEM","MIN","W"
21500811,"2016-02-19","NOP vs. PHI","NOP","PHI","W"
21500812,"2016-02-19","OKC vs. IND","OKC","IND","L"
21500813,"2016-02-19","MIL vs. CHA","MIL","CHA","L"
21500814,"2016-02-19","PHX vs. HOU","PHX","HOU","L"
21500815,"2016-02-19","POR vs. GSW","POR","GSW","W"
21500816,"2016-02-19","SAC vs. DEN","SAC","DEN","W"
21500817,"2016-02-19","UTA vs. BOS","UTA","BOS","W"
21500818,"2016-02-19","LAL vs. SAS","LAL","SAS","L"
21500819,"2016-02-20","ATL vs. MIL","ATL","MIL","L"
21500820,"2016-02-20","MIA vs. WAS","MIA","WAS","W"
21500821,"2016-02-20","MIN vs. NYK","MIN","NYK","L"
21500822,"2016-02-20","LAC vs. GSW","LAC","GSW","L"
21500823,"2016-02-21","DET vs. NOP","DET","NOP","L"
21500824,"2016-02-21","OKC vs. CLE","OKC","CLE","L"
21500825,"2016-02-21","DEN vs. BOS","DEN","BOS","L"
21500826,"2016-02-21","PHX vs. SAS","PHX","SAS","L"
21500827,"2016-02-21","BKN vs. CHA","BKN","CHA","L"
21500828,"2016-02-21","ORL vs. IND","ORL","IND","L"
21500829,"2016-02-21","TOR vs. MEM","TOR","MEM","W"
21500830,"2016-02-21","DAL vs. PHI","DAL","PHI","W"
21500831,"2016-02-21","CHI vs. LAL","CHI","LAL","W"
21500832,"2016-02-21","POR vs. UTA","POR","UTA","W"
21500833,"2016-02-22","CLE vs. DET","CLE","DET","L"
21500834,"2016-02-22","MIA vs. IND","MIA","IND","W"
21500835,"2016-02-22","NYK vs. TOR","NYK","TOR","L"
21500836,"2016-02-22","ATL vs. GSW","ATL","GSW","L"
21500837,"2016-02-22","MIL vs. LAL","MIL","LAL","W"
21500838,"2016-02-22","MIN vs. BOS","MIN","BOS","W"
21500839,"2016-02-22","LAC vs. PHX","LAC","PHX","W"
21500840,"2016-02-23","PHI vs. ORL","PHI","ORL","L"
21500841,"2016-02-23","WAS vs. NOP","WAS","NOP","W"
21500842,"2016-02-23","DEN vs. SAC","DEN","SAC","L"
21500843,"2016-02-23","UTA vs. HOU","UTA","HOU","W"
21500844,"2016-02-23","POR vs. BKN","POR","BKN","W"
21500845,"2016-02-24","CLE vs. CHA","CLE","CHA","W"
21500846,"2016-02-24","IND vs. NYK","IND","NYK","W"
21500847,"2016-02-24","DET vs. PHI","DET","PHI","W"
21500848,"2016-02-24","MIA vs. GSW","MIA","GSW","L"
21500849,"2016-02-24","TOR vs. MIN","TOR","MIN","W"
21500850,"2016-02-24","CHI vs. WAS","CHI","WAS","W"
21500851,"2016-02-24","MEM vs. LAL","MEM","LAL","W"
21500852,"2016-02-24","DAL vs. OKC","DAL","OKC","L"
