PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,PASS_TYPE,G,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
2550.0,"Hinrich, Kirk",Atlanta Hawks,1610612737.0,received,46.0,"Hardaway Jr., Tim",203501.0,0.011,0.22,0.02,0.02,0.04,0.5,0.0,0.0,,0.02,0.04,0.5
2550.0,"Hinrich, Kirk",Atlanta Hawks,1610612737.0,received,46.0,"Sefolosha, Thabo",200757.0,0.011,0.22,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
2550.0,"Hinrich, Kirk",Atlanta Hawks,1610612737.0,received,46.0,"Korver, Kyle",2594.0,0.007,0.15,0.0,0.0,0.02,0.0,0.0,0.0,,0.0,0.02,0.0
2550.0,"Hinrich, Kirk",Atlanta Hawks,1610612737.0,received,46.0,"Bazemore, Kent",203145.0,0.005,0.11,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
2550.0,"Hinrich, Kirk",Atlanta Hawks,1610612737.0,received,46.0,"Tavares, Walter",204002.0,0.003,0.07,0.02,0.02,0.02,1.0,0.02,0.02,1.0,0.0,0.0,
2550.0,"Hinrich, Kirk",Atlanta Hawks,1610612737.0,received,46.0,"Horford, Al",201143.0,0.002,0.04,0.0,0.0,0.02,0.0,0.0,0.0,,0.0,0.02,0.0
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,received,46.0,"Gasol, Pau",2200.0,0.187,3.87,0.07,0.22,0.43,0.5,0.11,0.13,0.833,0.11,0.3,0.357
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,received,46.0,"Noah, Joakim",201149.0,0.163,3.37,0.07,0.15,0.39,0.389,0.09,0.28,0.308,0.07,0.11,0.6
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,received,46.0,"Gibson, Taj",201959.0,0.13,2.7,0.09,0.17,0.46,0.381,0.09,0.28,0.308,0.09,0.17,0.5
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,received,46.0,"Mirotic, Nikola",202703.0,0.1,2.07,0.09,0.09,0.15,0.571,0.0,0.02,0.0,0.09,0.13,0.667
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,received,46.0,"Portis, Bobby",1626171.0,0.082,1.7,0.02,0.09,0.17,0.5,0.07,0.11,0.6,0.02,0.07,0.333
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,received,46.0,"Butler, Jimmy",202710.0,0.077,1.59,0.17,0.17,0.35,0.5,0.11,0.22,0.5,0.07,0.13,0.5
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,received,46.0,"McDermott, Doug",203926.0,0.035,0.72,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.02,0.0
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,received,46.0,"Brooks, Aaron",201166.0,0.026,0.54,0.02,0.02,0.09,0.25,0.0,0.02,0.0,0.02,0.07,0.333
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,received,46.0,"Snell, Tony",203503.0,0.025,0.52,0.02,0.02,0.09,0.25,0.0,0.02,0.0,0.02,0.07,0.333
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,received,46.0,"Moore, E'Twaun",202734.0,0.021,0.43,0.0,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,received,46.0,"Rose, Derrick",201565.0,0.015,0.3,0.02,0.02,0.07,0.333,0.0,0.04,0.0,0.02,0.02,1.0
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,received,46.0,"Dunleavy, Mike",2399.0,0.006,0.13,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,received,46.0,"Bairstow, Cameron",203946.0,0.002,0.04,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
2550.0,"Hinrich, Kirk",Chicago Bulls,1610612741.0,received,46.0,"Felicio, Cristiano",1626245.0,0.001,0.02,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
2743.0,"Humphries, Kris",Atlanta Hawks,1610612737.0,received,53.0,"Schroder, Dennis",203471.0,0.094,1.57,0.11,0.15,0.38,0.4,0.09,0.15,0.625,0.06,0.23,0.25
2743.0,"Humphries, Kris",Atlanta Hawks,1610612737.0,received,53.0,"Teague, Jeff",201952.0,0.079,1.32,0.15,0.17,0.32,0.529,0.15,0.23,0.667,0.02,0.09,0.2
2743.0,"Humphries, Kris",Atlanta Hawks,1610612737.0,received,53.0,"Sefolosha, Thabo",200757.0,0.055,0.92,0.09,0.09,0.19,0.5,0.09,0.15,0.625,0.0,0.04,0.0
2743.0,"Humphries, Kris",Atlanta Hawks,1610612737.0,received,53.0,"Millsap, Paul",200794.0,0.045,0.75,0.11,0.11,0.34,0.333,0.11,0.28,0.4,0.0,0.06,0.0
2743.0,"Humphries, Kris",Atlanta Hawks,1610612737.0,received,53.0,"Hardaway Jr., Tim",203501.0,0.04,0.66,0.08,0.08,0.17,0.444,0.04,0.08,0.5,0.04,0.09,0.4
2743.0,"Humphries, Kris",Atlanta Hawks,1610612737.0,received,53.0,"Hinrich, Kirk",2550.0,0.028,0.47,0.09,0.09,0.13,0.714,0.08,0.09,0.8,0.02,0.04,0.5
2743.0,"Humphries, Kris",Atlanta Hawks,1610612737.0,received,53.0,"Bazemore, Kent",203145.0,0.02,0.34,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,
2743.0,"Humphries, Kris",Atlanta Hawks,1610612737.0,received,53.0,"Korver, Kyle",2594.0,0.018,0.3,0.06,0.06,0.09,0.6,0.04,0.08,0.5,0.02,0.02,1.0
2743.0,"Humphries, Kris",Atlanta Hawks,1610612737.0,received,53.0,"Muscala, Mike",203488.0,0.009,0.15,0.04,0.04,0.04,1.0,0.04,0.04,1.0,0.0,0.0,
2743.0,"Humphries, Kris",Atlanta Hawks,1610612737.0,received,53.0,"Scott, Mike",203118.0,0.007,0.11,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.02,0.0
2743.0,"Humphries, Kris",Atlanta Hawks,1610612737.0,received,53.0,"Horford, Al",201143.0,0.003,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,
2743.0,"Humphries, Kris",Phoenix Suns,1610612756.0,received,53.0,"Price, Ronnie",101179.0,0.031,0.51,0.02,0.02,0.13,0.143,0.02,0.09,0.2,0.0,0.04,0.0
2743.0,"Humphries, Kris",Phoenix Suns,1610612756.0,received,53.0,"Booker, Devin",1626164.0,0.016,0.26,0.04,0.04,0.11,0.333,0.04,0.08,0.5,0.0,0.04,0.0
2743.0,"Humphries, Kris",Phoenix Suns,1610612756.0,received,53.0,"Tucker, PJ",200782.0,0.011,0.19,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,
2743.0,"Humphries, Kris",Phoenix Suns,1610612756.0,received,53.0,"Pressey, Phil",203515.0,0.01,0.17,0.06,0.06,0.08,0.75,0.04,0.06,0.667,0.02,0.02,1.0
2743.0,"Humphries, Kris",Phoenix Suns,1610612756.0,received,53.0,"Weems, Sonny",201603.0,0.006,0.09,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.02,0.0
