"gameorder","game_id","lg_id","X_iscopy","year_id","date_game","seasongame","is_playoffs","team_id","fran_id","pts","elo_i","elo_n","win_equiv","opp_id","opp_fran","opp_pts","opp_elo_i","opp_elo_n","game_location","game_result","forecast","tm_conference","opp_conference","win_dum","prev_avg_pts","opp_prev_avg_pts"
217,21500217,"NBA",0,2015,"2015-11-25",15,0,"BOS",NA,84,1569.85352386826,1570.70092345602,NA,"PHI",NA,80,1265.12907466674,1264.77934120005,"H","W",0.911313655392408,"E","E",1,103.214285714286,90.0714285714286
217,21500217,"NBA",1,2015,"2015-11-25",16,0,"PHI",NA,80,1265.12907466674,1264.77934120005,NA,"BOS",NA,84,1569.85352386826,1570.70092345602,"A","L",0.0886863446075916,"E","E",0,90.4,101.933333333333
218,21500218,"NBA",0,2015,"2015-11-25",15,0,"DET",NA,104,1516.65787297373,1528.76895263038,NA,"MIA",NA,81,1517.92622755009,1506.42412702045,"H","W",0.638381213535859,"E","E",1,96.3571428571429,96.2857142857143
218,21500218,"NBA",1,2015,"2015-11-25",14,0,"MIA",NA,81,1517.92622755009,1506.42412702045,NA,"DET",NA,104,1516.65787297373,1528.76895263038,"A","L",0.361618786464141,"E","E",0,97.4615384615385,97
219,21500219,"NBA",1,2015,"2015-11-25",15,0,"CLE",NA,99,1690.53002459514,1689.16031422918,NA,"TOR",NA,103,1577.25376803177,1583.89017192427,"A","L",0.519096775108077,"E","E",0,104.857142857143,101.642857142857
219,21500219,"NBA",0,2015,"2015-11-25",16,0,"TOR",NA,103,1577.25376803177,1583.89017192427,NA,"CLE",NA,99,1690.53002459514,1689.16031422918,"H","W",0.480903224891923,"E","E",1,100.933333333333,104.466666666667
220,21500220,"NBA",0,2015,"2015-11-25",15,0,"HOU",NA,93,1558.76078747554,1552.36472341569,NA,"MEM",NA,102,1583.68447427686,1596.24384941361,"H","L",0.60639267965905,"W","W",0,100.214285714286,94.7857142857143
220,21500220,"NBA",1,2015,"2015-11-25",16,0,"MEM",NA,102,1583.68447427686,1596.24384941361,NA,"HOU",NA,93,1558.76078747554,1552.36472341569,"A","W",0.39360732034095,"W","W",1,95.8,99.7333333333333
221,21500221,"NBA",0,2015,"2015-11-25",15,0,"MIL",NA,118,1442.63894044308,1434.25692828084,NA,"SAC",NA,129,1438.95808039346,1454.44587106333,"H","L",0.644931872334097,"E","W",0,97,103.214285714286
221,21500221,"NBA",1,2015,"2015-11-25",16,0,"SAC",NA,129,1438.95808039346,1454.44587106333,NA,"MIL",NA,118,1442.63894044308,1434.25692828084,"A","W",0.355068127665903,"W","E",1,104.466666666667,98.4
222,21500222,"NBA",1,2015,"2015-11-25",17,0,"ATL",NA,95,1588.14172203845,1586.59166030077,NA,"MIN",NA,99,1402.17767586675,1410.61599223558,"A","L",0.621248025263794,"E","W",0,102.625,101.3125
222,21500222,"NBA",0,2015,"2015-11-25",15,0,"MIN",NA,99,1402.17767586675,1410.61599223558,NA,"ATL",NA,95,1588.14172203845,1586.59166030077,"H","W",0.378751974736206,"W","E",1,101.5,101.714285714286
223,21500223,"NBA",1,2015,"2015-11-25",15,0,"BKN",NA,99,1456.7985472124,1453.58235264761,NA,"OKC",NA,110,1619.68511933929,1622.96859229896,"A","L",0.180450728012456,"E","W",0,96.7142857142857,109.714285714286
223,21500223,"NBA",0,2015,"2015-11-25",16,0,"OKC",NA,110,1619.68511933929,1622.96859229896,NA,"BKN",NA,99,1456.7985472124,1453.58235264761,"H","W",0.819549271987544,"W","E",1,109.8,96.8666666666667
224,21500224,"NBA",0,2015,"2015-11-25",15,0,"SAS",NA,88,1704.46745352247,1707.02048471342,NA,"DAL",NA,83,1578.63171515067,1577.41811245195,"H","W",0.785837509459498,"W","W",1,100.214285714286,102.214285714286
224,21500224,"NBA",1,2015,"2015-11-25",16,0,"DAL",NA,83,1578.63171515067,1577.41811245195,NA,"SAS",NA,88,1704.46745352247,1707.02048471342,"A","L",0.214162490540502,"W","W",0,101.8,99.4
225,21500225,"NBA",1,2015,"2015-11-25",15,0,"NOP",NA,120,1494.08952438308,1505.74469524434,NA,"PHX",NA,114,1522.17169201201,1518.2315889785,"A","W",0.323594792178888,"W","W",1,102.071428571429,104.928571428571
225,21500225,"NBA",0,2015,"2015-11-25",15,0,"PHX",NA,114,1522.17169201201,1518.2315889785,NA,"NOP",NA,120,1494.08952438308,1505.74469524434,"H","L",0.676405207821112,"W","W",0,104.928571428571,102.071428571429
226,21500226,"NBA",1,2015,"2015-11-25",14,0,"UTA",NA,102,1558.8437284144,1577.87703525083,NA,"LAC",NA,91,1639.78412485752,1630.69621135337,"A","W",0.260845893024003,"W","W",1,94.6153846153846,103
226,21500226,"NBA",0,2015,"2015-11-25",15,0,"LAC",NA,91,1639.78412485752,1630.69621135337,NA,"UTA",NA,102,1558.8437284144,1577.87703525083,"H","L",0.739154106975997,"W","W",0,103.571428571429,95.1428571428571
227,21500227,"NBA",1,2015,"2015-11-27",16,0,"CLE",NA,95,1689.16031422918,1694.14428269188,NA,"CHA",NA,90,1503.01762113479,1501.13014966393,"A","W",0.621489970445538,"E","E",1,104.466666666667,104.333333333333
227,21500227,"NBA",0,2015,"2015-11-27",16,0,"CHA",NA,90,1503.01762113479,1501.13014966393,NA,"CLE",NA,95,1689.16031422918,1694.14428269188,"H","L",0.378510029554462,"E","E",0,104.333333333333,104.466666666667
228,21500228,"NBA",0,2015,"2015-11-27",16,0,"ORL",NA,114,1407.04819898883,1421.01177681766,NA,"MIL",NA,90,1434.25692828084,1421.42420052459,"H","W",0.60324877744924,"E","E",1,100.533333333333,98.4
228,21500228,"NBA",1,2015,"2015-11-27",16,0,"MIL",NA,90,1434.25692828084,1421.42420052459,NA,"ORL",NA,114,1407.04819898883,1421.01177681766,"A","L",0.39675122255076,"E","E",0,98.4,100.533333333333
229,21500229,"NBA",1,2015,"2015-11-27",13,0,"WAS",NA,78,1513.34580842031,1500.00213580939,NA,"BOS",NA,111,1570.70092345602,1582.68751525837,"A","L",0.287858240105788,"E","E",0,102.416666666667,103.916666666667
229,21500229,"NBA",0,2015,"2015-11-27",16,0,"BOS",NA,111,1570.70092345602,1582.68751525837,NA,"WAS",NA,78,1513.34580842031,1500.00213580939,"H","W",0.712141759894212,"E","E",1,101.933333333333,99.0666666666667
230,21500230,"NBA",1,2015,"2015-11-27",15,0,"MIA",NA,97,1506.42412702045,1522.22337869009,NA,"NYK",NA,78,1406.27368178082,1394.02473074348,"A","W",0.500216508090269,"E","E",1,96.2857142857143,99
230,21500230,"NBA",0,2015,"2015-11-27",17,0,"NYK",NA,78,1406.27368178082,1394.02473074348,NA,"MIA",NA,97,1506.42412702045,1522.22337869009,"H","L",0.499783491909731,"E","E",0,97.1875,96.25
231,21500231,"NBA",1,2015,"2015-11-27",14,0,"CHI",NA,92,1596.18862234145,1589.65882817238,NA,"IND",NA,104,1568.13451406929,1576.89100394907,"A","L",0.397916526651708,"E","E",0,99.9230769230769,99.6153846153846
231,21500231,"NBA",0,2015,"2015-11-27",15,0,"IND",NA,104,1568.13451406929,1576.89100394907,NA,"CHI",NA,92,1596.18862234145,1589.65882817238,"H","W",0.602083473348292,"E","E",1,101.285714285714,99.3571428571429
232,21500232,"NBA",1,2015,"2015-11-27",17,0,"PHI",NA,114,1264.77934120005,1264.40446183788,NA,"HOU",NA,116,1552.36472341569,1553.08017408114,"A","L",0.096990432552592,"E","W",0,89.75,100.75
232,21500232,"NBA",0,2015,"2015-11-27",16,0,"HOU",NA,116,1552.36472341569,1553.08017408114,NA,"PHI",NA,114,1264.77934120005,1264.40446183788,"H","W",0.903009567447408,"W","E",1,99.7333333333333,90.4
233,21500233,"NBA",1,2015,"2015-11-27",18,0,"ATL",NA,116,1586.59166030077,1605.85871240091,NA,"MEM",NA,101,1596.24384941361,1584.56091949751,"A","W",0.347236510187196,"E","W",1,102.176470588235,96.4705882352941
233,21500233,"NBA",0,2015,"2015-11-27",17,0,"MEM",NA,101,1596.24384941361,1584.56091949751,NA,"ATL",NA,116,1586.59166030077,1605.85871240091,"H","L",0.652763489812804,"W","E",0,96.1875,102.625
234,21500234,"NBA",1,2015,"2015-11-27",16,0,"DET",NA,87,1528.76895263038,1522.71424545718,NA,"OKC",NA,103,1622.96859229896,1628.96506576761,"A","L",0.24640046480997,"E","W",0,96.8666666666667,109.8
234,21500234,"NBA",0,2015,"2015-11-27",17,0,"OKC",NA,103,1622.96859229896,1628.96506576761,NA,"DET",NA,87,1528.76895263038,1522.71424545718,"H","W",0.75359953519003,"W","E",1,109.8125,96.25
235,21500235,"NBA",0,2015,"2015-11-27",16,0,"DEN",NA,80,1463.57013944549,1458.72813117215,NA,"SAS",NA,91,1707.02048471342,1713.03686633046,"H","L",0.304540950796754,"W","W",0,100.133333333333,99.4
235,21500235,"NBA",1,2015,"2015-11-27",16,0,"SAS",NA,91,1707.02048471342,1713.03686633046,NA,"DEN",NA,80,1463.57013944549,1458.72813117215,"A","W",0.695459049203246,"W","W",1,99.4,100.133333333333
236,21500236,"NBA",1,2015,"2015-11-27",17,0,"GSW",NA,135,1812.91566232488,1819.64190514973,NA,"PHX",NA,116,1518.2315889785,1511.09450551185,"A","W",0.754116980990489,"W","W",1,114.3125,106.1875
236,21500236,"NBA",0,2015,"2015-11-27",16,0,"PHX",NA,116,1518.2315889785,1511.09450551185,NA,"GSW",NA,135,1812.91566232488,1819.64190514973,"H","L",0.245883019009511,"W","W",0,105.533333333333,114.533333333333
237,21500237,"NBA",0,2015,"2015-11-27",17,0,"SAC",NA,91,1454.44587106333,1446.5516786256,NA,"MIN",NA,101,1410.61599223558,1426.93793330033,"H","L",0.695921576695335,"W","W",0,106,101.3125
237,21500237,"NBA",1,2015,"2015-11-27",16,0,"MIN",NA,101,1410.61599223558,1426.93793330033,NA,"SAC",NA,91,1454.44587106333,1446.5516786256,"A","W",0.304078423304665,"W","W",1,101.333333333333,104.466666666667
238,21500238,"NBA",1,2015,"2015-11-27",16,0,"NOP",NA,90,1505.74469524434,1498.68425242292,NA,"LAC",NA,111,1630.69621135337,1636.87281299529,"A","L",0.215020366873684,"W","W",0,103.266666666667,102.733333333333
238,21500238,"NBA",0,2015,"2015-11-27",16,0,"LAC",NA,111,1630.69621135337,1636.87281299529,NA,"NOP",NA,90,1505.74469524434,1498.68425242292,"H","W",0.784979633126316,"W","W",1,102.733333333333,103.266666666667
239,21500239,"NBA",0,2015,"2015-11-28",14,0,"WAS",NA,82,1500.00213580939,1498.62476848964,NA,"TOR",NA,84,1583.89017192427,1589.01196628003,"H","L",0.523170372657324,"E","E",0,100.538461538462,101.615384615385
239,21500239,"NBA",1,2015,"2015-11-28",17,0,"TOR",NA,84,1583.89017192427,1589.01196628003,NA,"WAS",NA,82,1500.00213580939,1498.62476848964,"A","W",0.476829627342676,"E","E",1,101.0625,99.375
240,21500240,"NBA",0,2015,"2015-11-28",17,0,"CLE",NA,90,1694.14428269188,1695.08160887966,NA,"BKN",NA,88,1453.58235264761,1453.12998430933,"H","W",0.876579703457179,"E","E",1,103.875,96.3125
240,21500240,"NBA",1,2015,"2015-11-28",16,0,"BKN",NA,88,1453.58235264761,1453.12998430933,NA,"CLE",NA,90,1694.14428269188,1695.08160887966,"A","L",0.123420296542821,"E","E",0,96.8666666666667,104.466666666667
241,21500241,"NBA",1,2015,"2015-11-28",17,0,"DEN",NA,81,1458.72813117215,1454.9551807663,NA,"DAL",NA,92,1577.41811245195,1581.56355251203,"A","L",0.221166628971597,"W","W",0,98.875,100.625
241,21500241,"NBA",0,2015,"2015-11-28",17,0,"DAL",NA,92,1577.41811245195,1581.56355251203,NA,"DEN",NA,81,1458.72813117215,1454.9551807663,"H","W",0.778833371028403,"W","W",1,100.625,98.875
242,21500242,"NBA",1,2015,"2015-11-28",19,0,"ATL",NA,88,1605.85871240091,1598.68084266163,NA,"SAS",NA,108,1713.03686633046,1719.57895119248,"A","L",0.232791871043301,"E","W",0,102.944444444444,98.8333333333333
242,21500242,"NBA",0,2015,"2015-11-28",17,0,"SAS",NA,108,1713.03686633046,1719.57895119248,NA,"ATL",NA,88,1605.85871240091,1598.68084266163,"H","W",0.767208128956699,"W","E",1,98.875,102.625
243,21500243,"NBA",1,2015,"2015-11-28",17,0,"NOP",NA,87,1498.68425242292,1493.11379636765,NA,"UTA",NA,101,1577.87703525083,1583.78933190046,"A","L",0.262790189881698,"W","W",0,102.4375,96
243,21500243,"NBA",0,2015,"2015-11-28",15,0,"UTA",NA,101,1577.87703525083,1583.78933190046,NA,"NOP",NA,87,1498.68425242292,1493.11379636765,"H","W",0.737209810118302,"W","W",1,95.1428571428571,102.071428571429
244,21500244,"NBA",0,2015,"2015-11-28",17,0,"POR",NA,108,1550.65033206622,1553.05877821979,NA,"LAL",NA,96,1321.54787229526,1318.80341208613,"H","W",0.869263908048991,"W","W",1,100.3125,97.0625
244,21500244,"NBA",1,2015,"2015-11-28",15,0,"LAL",NA,96,1321.54787229526,1318.80341208613,NA,"POR",NA,108,1550.65033206622,1553.05877821979,"A","L",0.130736091951009,"W","W",0,96.7142857142857,100.714285714286
245,21500245,"NBA",0,2015,"2015-11-28",18,0,"GSW",NA,120,1819.64190514973,1821.05498358647,NA,"SAC",NA,101,1446.5516786256,1444.1224882886,"H","W",0.938389121927551,"W","W",1,115.529411764706,105.117647058824
245,21500245,"NBA",1,2015,"2015-11-28",18,0,"SAC",NA,101,1446.5516786256,1444.1224882886,NA,"GSW",NA,120,1819.64190514973,1821.05498358647,"A","L",0.0616108780724494,"W","W",0,105.117647058824,115.529411764706
246,21500246,"NBA",0,2015,"2015-11-29",17,0,"CHA",NA,87,1501.13014966393,1504.3569122614,NA,"MIL",NA,82,1421.42420052459,1420.00232154434,"H","W",0.737781696244109,"E","E",1,103.4375,97.875
246,21500246,"NBA",1,2015,"2015-11-29",17,0,"MIL",NA,82,1421.42420052459,1420.00232154434,NA,"CHA",NA,87,1501.13014966393,1504.3569122614,"A","L",0.262218303755891,"E","E",0,97.875,103.4375
247,21500247,"NBA",0,2015,"2015-11-29",17,0,"LAC",NA,107,1636.87281299529,1638.96512982645,NA,"MIN",NA,99,1426.93793330033,1425.09020617811,"H","W",0.856205914170666,"W","W",1,103.25,101.3125
247,21500247,"NBA",1,2015,"2015-11-29",17,0,"MIN",NA,99,1426.93793330033,1425.09020617811,NA,"LAC",NA,107,1636.87281299529,1638.96512982645,"A","L",0.143794085829334,"W","W",0,101.3125,103.25
248,21500248,"NBA",1,2015,"2015-11-29",17,0,"DET",NA,83,1522.71424545718,1521.4669906169,NA,"BKN",NA,87,1453.12998430933,1458.76499101617,"A","L",0.45633971185425,"E","E",0,96.25,96.3125
248,21500248,"NBA",0,2015,"2015-11-29",17,0,"BKN",NA,87,1453.12998430933,1458.76499101617,NA,"DET",NA,83,1522.71424545718,1521.4669906169,"H","W",0.54366028814575,"E","E",1,96.3125,96.25
249,21500249,"NBA",0,2015,"2015-11-29",17,0,"ORL",NA,110,1421.01177681766,1440.56144694297,NA,"BOS",NA,91,1582.68751525837,1568.95956321013,"H","W",0.41216220205403,"E","E",1,101.375,102.5
249,21500249,"NBA",1,2015,"2015-11-29",17,0,"BOS",NA,91,1582.68751525837,1568.95956321013,NA,"ORL",NA,110,1421.01177681766,1440.56144694297,"A","L",0.58783779794597,"E","E",0,102.5,101.375
250,21500250,"NBA",0,2015,"2015-11-29",18,0,"TOR",NA,102,1589.01196628003,1586.02141937734,NA,"PHX",NA,107,1511.09450551185,1523.16912608581,"H","L",0.735785085835602,"E","W",0,100.058823529412,106.235294117647
250,21500250,"NBA",1,2015,"2015-11-29",17,0,"PHX",NA,107,1511.09450551185,1523.16912608581,NA,"TOR",NA,102,1589.01196628003,1586.02141937734,"A","W",0.264214914164398,"W","E",1,106.1875,101.0625
251,21500251,"NBA",1,2015,"2015-11-29",18,0,"PHI",NA,84,1264.40446183788,1263.21425726043,NA,"MEM",NA,92,1584.56091949751,1585.67213635852,"A","L",0.0817641801080462,"E","W",0,91.1764705882353,96.4705882352941
251,21500251,"NBA",0,2015,"2015-11-29",18,0,"MEM",NA,92,1584.56091949751,1585.67213635852,NA,"PHI",NA,84,1264.40446183788,1263.21425726043,"H","W",0.918235819891954,"W","E",1,96.4705882352941,91.1764705882353
252,21500252,"NBA",1,2015,"2015-11-29",17,0,"HOU",NA,116,1553.08017408114,1558.66873058728,NA,"NYK",NA,111,1394.02473074348,1391.99836352735,"A","W",0.584178488716869,"W","E",1,100.75,97.1875
252,21500252,"NBA",0,2015,"2015-11-29",18,0,"NYK",NA,111,1394.02473074348,1391.99836352735,NA,"HOU",NA,116,1553.08017408114,1558.66873058728,"H","L",0.415821511283131,"E","W",0,96.0588235294118,101.647058823529
253,21500253,"NBA",1,2015,"2015-11-29",16,0,"IND",NA,107,1576.89100394907,1580.11356617747,NA,"LAL",NA,103,1318.80341208613,1317.92728975365,"A","W",0.713005346236012,"E","W",1,101.466666666667,96.6666666666667
253,21500253,"NBA",0,2015,"2015-11-29",16,0,"LAL",NA,103,1318.80341208613,1317.92728975365,NA,"IND",NA,107,1576.89100394907,1580.11356617747,"H","L",0.286994653763988,"W","E",0,96.6666666666667,101.466666666667
254,21500254,"NBA",0,2015,"2015-11-30",18,0,"DET",NA,116,1521.4669906169,1530.07691813844,NA,"HOU",NA,105,1558.66873058728,1552.58398359606,"H","W",0.589402487305447,"E","W",1,95.4705882352941,101.647058823529
254,21500254,"NBA",1,2015,"2015-11-30",18,0,"HOU",NA,105,1558.66873058728,1552.58398359606,NA,"DET",NA,116,1521.4669906169,1530.07691813844,"A","L",0.410597512694553,"W","E",0,101.647058823529,95.4705882352941
255,21500255,"NBA",1,2015,"2015-11-30",18,0,"BOS",NA,105,1568.95956321013,1581.44779985167,NA,"MIA",NA,95,1522.22337869009,1515.23476628238,"A","W",0.423942128908615,"E","E",1,101.823529411765,96.2941176470588
255,21500255,"NBA",0,2015,"2015-11-30",16,0,"MIA",NA,95,1522.22337869009,1515.23476628238,NA,"BOS",NA,105,1568.95956321013,1581.44779985167,"H","L",0.576057871091385,"E","E",0,96.3333333333333,101.933333333333
256,21500256,"NBA",0,2015,"2015-11-30",20,0,"ATL",NA,106,1598.68084266163,1604.55482353877,NA,"OKC",NA,100,1628.96506576761,1626.23778825716,"H","W",0.599003867377356,"E","W",1,102.157894736842,108.157894736842
256,21500256,"NBA",1,2015,"2015-11-30",18,0,"OKC",NA,100,1628.96506576761,1626.23778825716,NA,"ATL",NA,106,1598.68084266163,1604.55482353877,"A","L",0.400996132622644,"W","E",0,109.411764705882,102.176470588235
257,21500257,"NBA",0,2015,"2015-11-30",15,0,"CHI",NA,92,1589.65882817238,1595.87858249749,NA,"SAS",NA,89,1719.57895119248,1719.57895119248,"H","W",0.457047609631815,"E","W",1,99.3571428571429,100.214285714286
257,21500257,"NBA",1,2015,"2015-11-30",18,0,"SAS",NA,89,1719.57895119248,1719.57895119248,NA,"CHI",NA,92,1589.65882817238,1595.87858249749,"A","L",0.542952390368185,"W","E",0,99.4117647058823,98.7058823529412
258,21500258,"NBA",1,2015,"2015-11-30",18,0,"DEN",NA,74,1454.9551807663,1444.95185404619,NA,"MIL",NA,92,1420.00232154434,1431.80027379155,"A","L",0.407468250191439,"W","E",0,97.8235294117647,96.9411764705882
258,21500258,"NBA",0,2015,"2015-11-30",18,0,"MIL",NA,92,1420.00232154434,1431.80027379155,NA,"DEN",NA,74,1454.9551807663,1444.95185404619,"H","W",0.592531749808561,"E","W",1,96.9411764705882,97.8235294117647
259,21500259,"NBA",1,2015,"2015-11-30",19,0,"GSW",NA,106,1821.05498358647,1824.19969105537,NA,"UTA",NA,103,1583.78933190046,1583.78933190046,"A","W",0.6878666741013,"W","W",1,115.777777777778,97.3333333333333
259,21500259,"NBA",0,2015,"2015-11-30",16,0,"UTA",NA,103,1583.78933190046,1583.78933190046,NA,"GSW",NA,106,1821.05498358647,1824.19969105537,"H","L",0.3121333258987,"W","W",0,95.5333333333333,114.533333333333
260,21500260,"NBA",1,2015,"2015-11-30",18,0,"DAL",NA,98,1581.56355251203,1571.80197547028,NA,"SAC",NA,112,1444.1224882886,1458.80463218038,"A","L",0.553674408164731,"W","W",0,100.117647058824,105.117647058824
260,21500260,"NBA",0,2015,"2015-11-30",19,0,"SAC",NA,112,1444.1224882886,1458.80463218038,NA,"DAL",NA,98,1581.56355251203,1571.80197547028,"H","W",0.446325591835269,"W","W",1,104.888888888889,100
261,21500261,"NBA",1,2015,"2015-11-30",18,0,"POR",NA,87,1553.05877821979,1547.21871803954,NA,"LAC",NA,102,1638.96512982645,1644.95123115469,"A","L",0.255372090214319,"W","W",0,100.764705882353,103.470588235294
261,21500261,"NBA",0,2015,"2015-11-30",18,0,"LAC",NA,102,1638.96512982645,1644.95123115469,NA,"POR",NA,87,1553.05877821979,1547.21871803954,"H","W",0.744627909785681,"W","W",1,103.470588235294,100.764705882353
262,21500262,"NBA",0,2015,"2015-12-01",18,0,"CLE",NA,85,1695.08160887966,1684.50115982895,NA,"WAS",NA,97,1498.62476848964,1524.44621387864,"H","L",0.84638732558934,"E","E",0,103.058823529412,99.9411764705882
262,21500262,"NBA",1,2015,"2015-12-01",15,0,"WAS",NA,97,1498.62476848964,1524.44621387864,NA,"CLE",NA,85,1695.08160887966,1684.50115982895,"A","W",0.15361267441066,"E","E",1,99.2142857142857,104.857142857143
263,21500263,"NBA",0,2015,"2015-12-01",19,0,"PHI",NA,103,1263.21425726043,1272.98816154658,NA,"LAL",NA,91,1317.92728975365,1310.94381657594,"H","W",0.564806575184622,"E","W",1,90.7777777777778,97.3333333333333
263,21500263,"NBA",1,2015,"2015-12-01",17,0,"LAL",NA,91,1317.92728975365,1310.94381657594,NA,"PHI",NA,103,1263.21425726043,1272.98816154658,"A","L",0.435193424815378,"W","E",0,97.0625,89.75
264,21500264,"NBA",0,2015,"2015-12-01",18,0,"BKN",NA,94,1458.76499101617,1463.64583708107,NA,"PHX",NA,91,1523.16912608581,1523.16912608581,"H","W",0.551048081145738,"E","W",1,95.7647058823529,106.235294117647
264,21500264,"NBA",1,2015,"2015-12-01",18,0,"PHX",NA,91,1523.16912608581,1523.16912608581,NA,"BKN",NA,94,1458.76499101617,1463.64583708107,"A","L",0.448951918854262,"W","E",0,106.235294117647,95.7647058823529
265,21500265,"NBA",1,2015,"2015-12-01",18,0,"ORL",NA,96,1440.56144694297,1447.98822885347,NA,"MIN",NA,93,1425.09020617811,1425.09020617811,"A","W",0.380697994138105,"E","W",1,101.882352941176,101.176470588235
265,21500265,"NBA",0,2015,"2015-12-01",18,0,"MIN",NA,93,1425.09020617811,1425.09020617811,NA,"ORL",NA,96,1440.56144694297,1447.98822885347,"H","L",0.619302005861895,"W","E",0,101.176470588235,101.882352941176
266,21500266,"NBA",0,2015,"2015-12-01",18,0,"NOP",NA,104,1493.11379636765,1487.43724766804,NA,"MEM",NA,113,1585.67213635852,1595.67396525458,"H","L",0.510707772224381,"W","W",0,101.529411764706,96.4705882352941
266,21500266,"NBA",1,2015,"2015-12-01",19,0,"MEM",NA,113,1585.67213635852,1595.67396525458,NA,"NOP",NA,104,1493.11379636765,1487.43724766804,"A","W",0.489292227775619,"W","W",1,96.2222222222222,101.666666666667
267,21500267,"NBA",1,2015,"2015-12-01",19,0,"DAL",NA,115,1571.80197547028,1579.02309741502,NA,"POR",NA,112,1547.21871803954,1547.21871803954,"A","W",0.393139683025778,"W","W",1,100,100
267,21500267,"NBA",0,2015,"2015-12-01",19,0,"POR",NA,112,1547.21871803954,1547.21871803954,NA,"DAL",NA,115,1571.80197547028,1579.02309741502,"H","L",0.606860316974222,"W","W",0,100,100
268,21500268,"NBA",1,2015,"2015-12-02",20,0,"GSW",NA,116,1824.19969105537,1829.6812642699,NA,"CHA",NA,99,1504.3569122614,1498.47726837299,"A","W",0.779974325814584,"W","E",1,115.263157894737,102.263157894737
268,21500268,"NBA",0,2015,"2015-12-02",18,0,"CHA",NA,99,1504.3569122614,1498.47726837299,NA,"GSW",NA,116,1824.19969105537,1829.6812642699,"H","L",0.220025674185416,"E","W",0,102.470588235294,115.529411764706
269,21500269,"NBA",0,2015,"2015-12-02",16,0,"WAS",NA,104,1524.44621387864,1522.61546124797,NA,"LAL",NA,108,1310.94381657594,1325.44154567489,"H","L",0.858715838072943,"E","W",0,99.0666666666667,96.6666666666667
269,21500269,"NBA",1,2015,"2015-12-02",18,0,"LAL",NA,108,1310.94381657594,1325.44154567489,NA,"WAS",NA,104,1524.44621387864,1522.61546124797,"A","W",0.141284161927057,"W","E",1,96.7058823529412,99.9411764705882
270,21500270,"NBA",0,2015,"2015-12-02",19,0,"DET",NA,127,1530.07691813844,1534.62566829007,NA,"PHX",NA,122,1523.16912608581,1521.38792413507,"H","W",0.64917407043612,"E","W",1,96.6111111111111,105.388888888889
270,21500270,"NBA",1,2015,"2015-12-02",19,0,"PHX",NA,122,1523.16912608581,1521.38792413507,NA,"DET",NA,127,1530.07691813844,1534.62566829007,"A","L",0.35082592956388,"W","E",0,105.388888888889,96.6111111111111
271,21500271,"NBA",1,2015,"2015-12-02",20,0,"PHI",NA,87,1272.98816154658,1268.84707449584,NA,"NYK",NA,99,1391.99836352735,1396.37180093816,"A","L",0.220849273518435,"E","E",0,91.4210526315789,97
271,21500271,"NBA",0,2015,"2015-12-02",19,0,"NYK",NA,99,1391.99836352735,1396.37180093816,NA,"PHI",NA,87,1272.98816154658,1268.84707449584,"H","W",0.779150726481565,"E","E",1,96.8888888888889,90.7777777777778
272,21500272,"NBA",0,2015,"2015-12-02",21,0,"ATL",NA,86,1604.55482353877,1596.88051296469,NA,"TOR",NA,96,1586.02141937734,1601.25244982315,"H","L",0.664259227330177,"E","E",0,102.35,100.2
272,21500272,"NBA",1,2015,"2015-12-02",19,0,"TOR",NA,96,1586.02141937734,1601.25244982315,NA,"ATL",NA,86,1604.55482353877,1596.88051296469,"A","W",0.335740772669823,"E","E",1,100.166666666667,102.944444444444
273,21500273,"NBA",0,2015,"2015-12-02",16,0,"CHI",NA,99,1595.87858249749,1598.97295533867,NA,"DEN",NA,90,1444.95185404619,1442.28185691097,"H","W",0.809142869441312,"E","W",1,98.8666666666667,100.133333333333
273,21500273,"NBA",1,2015,"2015-12-02",19,0,"DEN",NA,90,1444.95185404619,1442.28185691097,NA,"CHI",NA,99,1595.87858249749,1598.97295533867,"A","L",0.190857130558688,"W","E",0,96.5,98.8333333333333
274,21500274,"NBA",1,2015,"2015-12-02",19,0,"NOP",NA,101,1487.43724766804,1484.8408358399,NA,"HOU",NA,108,1552.58398359606,1556.7267945118,"A","L",0.278751902784054,"W","W",0,101.666666666667,101.833333333333
274,21500274,"NBA",0,2015,"2015-12-02",19,0,"HOU",NA,108,1552.58398359606,1556.7267945118,NA,"NOP",NA,101,1487.43724766804,1484.8408358399,"H","W",0.721248097215946,"W","W",1,101.833333333333,101.666666666667
275,21500275,"NBA",1,2015,"2015-12-02",19,0,"MIL",NA,70,1431.80027379155,1427.35917294158,NA,"SAS",NA,95,1719.57895119248,1722.41453483143,"A","L",0.0968930226226273,"E","W",0,96.6666666666667,98.8333333333333
275,21500275,"NBA",0,2015,"2015-12-02",19,0,"SAS",NA,95,1719.57895119248,1722.41453483143,NA,"MIL",NA,70,1431.80027379155,1427.35917294158,"H","W",0.903106977377373,"W","E",1,98.8333333333333,96.6666666666667
276,21500276,"NBA",1,2015,"2015-12-02",17,0,"IND",NA,103,1580.11356617747,1599.43886410987,NA,"LAC",NA,91,1644.95123115469,1635.10125232905,"A","W",0.279109741460654,"E","W",1,101.8125,103.25
