"game_id","team_id","seasongame","avg_pie","max_usg","all_start","p1_start","p2_start","p3_start","p4_start","p5_start"
21500237,"SAC",17,0.0879615384615385,0.245466666666667,2,14,11,6,10,16
21500245,"SAC",18,0.0917710843373494,0.2440625,1,15,1,7,11,17
21500260,"SAC",19,0.0954375,0.273923076923077,4,16,10,12,12,18
21500282,"SAC",20,0.0962588235294118,0.279785714285714,5,17,13,11,13,19
21500293,"SAC",21,0.101415730337079,0.2874,0,18,2,12,14,20
21500303,"SAC",22,0.100851063829787,0.291625,1,19,3,13,15,21
21500318,"SAC",23,0.0990808080808081,0.291117647058824,2,4,20,14,16,22
21500332,"SAC",24,0.100894230769231,0.290777777777778,3,5,21,15,17,23
21500369,"SAC",25,0.0921923076923077,0.294,0,6,22,16,18,2
21500392,"SAC",26,0.102849557522124,0.29605,4,7,23,17,19,24
21500408,"SAC",27,0.102271186440678,0.300285714285714,5,8,24,18,20,25
21500410,"SAC",28,0.104479674796748,0.299045454545455,6,9,25,19,21,26
21500425,"SAC",29,0.1038203125,0.301652173913043,7,10,26,20,22,27
21500457,"SAC",30,0.103609022556391,0.303333333333333,8,11,27,21,23,28
21500468,"SAC",31,0.103833333333333,0.30716,9,28,12,22,24,29
21500483,"SAC",32,0.102174825174825,0.307076923076923,10,13,29,23,25,30
21500496,"SAC",33,0.100858108108108,0.305888888888889,11,14,30,24,26,31
21500517,"SAC",34,0.0933529411764706,0.30625,1,2,31,25,27,32
21500523,"SAC",35,0.0858905109489051,0.30748275862069,0,3,32,26,28,3
21500539,"SAC",36,0.094551724137931,0.310633333333333,2,33,4,27,29,33
21500556,"SAC",37,0.0959733333333333,0.309225806451613,3,34,5,28,30,34
21500585,"SAC",38,0.0957354838709677,0.3131875,4,35,6,29,31,35
21500591,"SAC",39,0.101432926829268,0.317,6,36,30,14,32,36
21500609,"SAC",40,0.102041420118343,0.318529411764706,7,37,31,15,33,37
21500638,"SAC",41,0.102,0.317714285714286,8,38,32,16,34,38
21500643,"SAC",42,0.102596590909091,0.318555555555556,0,15,33,17,35,39
21500663,"SAC",43,0.103138121546961,0.318837837837838,1,16,34,18,36,40
21500674,"SAC",44,0.104780748663102,0.322368421052632,9,39,35,19,37,41
21500682,"SAC",45,0.104256544502618,0.325,2,17,36,20,38,42
21500696,"SAC",46,0.103479591836735,0.326625,3,18,37,21,39,43
21500712,"SAC",47,0.10453,0.327146341463415,10,40,38,22,40,44
21500729,"SAC",48,0.0915592417061611,0.204369565217391,0,41,8,23,1,45
21500744,"SAC",49,0.1088125,0.32,0,42,39,24,2,46
21500754,"SAC",50,0.107892018779343,0.321386363636364,1,43,40,25,3,47
21500773,"SAC",51,0.098490099009901,0.319688888888889,0,6,41,26,4,48
21500775,"SAC",52,0.107054054054054,0.320869565217391,2,44,42,27,5,49
21500791,"SAC",53,0.106308370044053,0.320255319148936,3,45,43,28,6,50
21500816,"SAC",54,0.104063636363636,0.320333333333333,5,46,7,44,41,51
21500842,"SAC",55,0.104124444444444,0.320714285714286,6,47,8,45,42,52
21500854,"SAC",56,0.104078260869565,0.32202,7,48,9,46,43,53
21500867,"SAC",57,0.0950818965517241,0.322254901960784,1,49,10,47,44,4
21500889,"SAC",58,0.0937117117117117,0.323442307692308,0,7,11,48,45,54
21500902,"SAC",59,0.102,0.326358490566038,0,19,12,49,46,55
21500910,"SAC",60,0.102858299595142,0.326703703703704,8,50,13,50,47,56
21500928,"SAC",61,0.102805555555556,0.326527272727273,9,51,14,51,48,57
21500941,"SAC",62,0.10243579766537,0.327339285714286,10,52,15,52,49,58
21500957,"SAC",63,0.11463601532567,0.328175438596491,0,53,16,53,5,59
21500970,"SAC",64,0.101149425287356,0.197161290322581,0,54,17,29,6,60
21500986,"SAC",65,0.113777777777778,0.323949152542373,1,55,18,54,7,61
21501002,"SAC",66,0.111566901408451,0.324933333333333,0,56,30,55,8,62
21501010,"SAC",67,0.0980801526717557,0.323475409836066,0,57,56,31,8,9
21501022,"SAC",68,0.106749034749035,0.324032258064516,0,58,57,19,9,63
21501042,"SAC",69,0.11263321799308,0.324666666666667,2,20,59,58,10,64
21501049,"SAC",70,0.106557620817844,0.32425,1,60,21,59,10,65
21501062,"SAC",71,0.0862198581560284,0.199579710144928,1,61,22,9,11,66
21501079,"SAC",72,0.109159259259259,0.318833333333333,0,62,23,60,0,67
21501095,"SAC",73,0.110338181818182,0.31944776119403,1,63,24,61,1,68
21501105,"SAC",74,0.0845882352941176,0.1935,0,20,25,10,2,11
21501120,"SAC",75,0.110716312056738,0.314724637681159,2,64,26,62,3,69
21501135,"SAC",76,0.0946925795053004,0.198040540540541,0,65,27,32,4,70
21501141,"SAC",77,0.0805352564102564,0.19908,0,66,28,33,50,12
21501162,"SAC",78,0.10165,0.306513888888889,0,12,63,34,5,71
21501176,"SAC",79,0.0845079365079365,0.197688311688312,0,67,35,11,6,13
21501193,"SAC",80,0.0985474683544304,0.303135135135135,1,68,64,36,13,14
21501211,"SAC",81,0.0718328075709779,0.199177215189873,0,69,37,12,51,7
21501224,"SAC",82,0.0619801324503311,0.142740740740741,0,14,13,38,52,8
21500017,"MIN",1,0.1354,0.284,0,0,0,0,0,0
21500029,"MIN",2,0.1354,0.284,1,1,1,1,1,1
21500050,"MIN",3,0.1609,0.264,2,2,2,2,2,2
21500071,"MIN",4,0.132333333333333,0.31,3,3,3,3,3,3
21500085,"MIN",5,0.11245,0.29825,4,4,4,4,4,4
21500101,"MIN",6,0.12668,0.3034,5,5,5,5,5,5
21500111,"MIN",7,0.114538461538462,0.2574,0,6,0,6,0,0
21500125,"MIN",8,0.112878787878788,0.265285714285714,0,7,6,7,6,1
21500127,"MIN",9,0.108789473684211,0.2645,1,8,7,8,7,2
21500146,"MIN",10,0.106790697674419,0.265111111111111,2,9,8,9,8,3
21500161,"MIN",11,0.115181818181818,0.2599,6,10,9,10,9,6
21500166,"MIN",12,0.108622222222222,0.264090909090909,0,11,1,11,10,7
21500181,"MIN",13,0.117094339622642,0.268416666666667,7,12,10,12,11,8
21500206,"MIN",14,0.128052631578947,0.271461538461538,0,12,11,13,1,9
21500222,"MIN",15,0.130193548387097,0.275642857142857,1,13,12,14,2,10
21500237,"MIN",16,0.123394366197183,0.275933333333333,0,14,13,15,3,4
21500247,"MIN",17,0.123302631578947,0.2745625,1,15,14,16,4,5
21500265,"MIN",18,0.12088,0.272705882352941,2,16,15,17,5,11
21500294,"MIN",19,0.119475,0.271888888888889,3,17,16,18,6,12
21500311,"MIN",20,0.118482352941176,0.268210526315789,4,18,17,19,7,13
21500325,"MIN",21,0.114777777777778,0.267,5,19,18,20,8,14
21500340,"MIN",22,0.116073684210526,0.265,6,20,19,21,9,15
21500353,"MIN",23,0.11568,0.267863636363636,7,21,20,22,10,16
21500368,"MIN",24,0.114333333333333,0.265173913043478,8,22,21,23,11,17
21500375,"MIN",25,0.103699115044248,0.266958333333333,0,0,13,24,18,23
21500392,"MIN",26,0.104834782608696,0.26752,8,14,22,25,24,19
21500403,"MIN",27,0.105391666666667,0.270230769230769,9,15,23,26,25,20
21500411,"MIN",28,0.10596875,0.268740740740741,1,16,1,27,26,21
21500431,"MIN",29,0.107294573643411,0.270357142857143,10,17,24,28,27,22
21500448,"MIN",30,0.105574626865672,0.270448275862069,11,18,25,29,28,23
21500465,"MIN",31,0.105553956834532,0.2695,12,19,26,30,29,24
21500479,"MIN",32,0.105993055555556,0.269935483870968,13,20,27,31,30,25
21500486,"MIN",33,0.10662091503268,0.26903125,2,21,2,32,31,26
21500500,"MIN",34,0.106803921568627,0.269424242424242,14,22,28,33,32,27
21500512,"MIN",35,0.106740506329114,0.270970588235294,15,23,29,34,33,28
21500530,"MIN",36,0.105963190184049,0.273371428571429,16,24,30,35,34,29
21500543,"MIN",37,0.106232142857143,0.275277777777778,17,25,31,36,35,30
21500557,"MIN",38,0.105826589595376,0.276513513513513,18,26,32,37,36,31
21500574,"MIN",39,0.106016853932584,0.277,19,27,33,38,37,32
21500581,"MIN",40,0.101427631578947,0.277923076923077,0,28,39,0,38,33
21500594,"MIN",41,0.105192513368984,0.2773,20,29,34,40,39,34
21500610,"MIN",42,0.104026041666667,0.27790243902439,21,30,35,41,40,35
21500626,"MIN",43,0.105928934010152,0.277214285714286,22,31,36,42,41,36
21500637,"MIN",44,0.103538011695906,0.27746511627907,1,32,43,1,42,37
21500658,"MIN",45,0.105606796116505,0.276795454545455,23,33,37,44,43,38
21500667,"MIN",46,0.103602209944751,0.274866666666667,2,34,45,2,44,39
21500688,"MIN",47,0.107955156950673,0.273586956521739,3,35,3,46,45,40
21500704,"MIN",48,0.107723684210526,0.271829787234043,4,36,4,47,46,41
21500719,"MIN",49,0.107068669527897,0.269395833333333,5,37,5,48,47,42
21500734,"MIN",50,0.107550420168067,0.270326530612245,6,38,6,49,48,43
21500745,"MIN",51,0.107485596707819,0.27034,7,39,7,50,49,44
21500766,"MIN",52,0.107770161290323,0.271137254901961,8,40,8,51,50,45
21500782,"MIN",53,0.107932806324111,0.271307692307692,9,41,9,52,51,46
21500797,"MIN",54,0.11637984496124,0.271433962264151,0,52,10,53,6,47
21500810,"MIN",55,0.116730038022814,0.271981481481481,1,53,11,54,7,48
21500821,"MIN",56,0.108240601503759,0.2706,10,42,12,55,54,49
21500838,"MIN",57,0.116124542124542,0.271767857142857,2,55,13,56,8,50
21500849,"MIN",58,0.107355072463768,0.270947368421053,11,43,14,57,56,51
21500870,"MIN",59,0.115706713780919,0.273413793103448,3,57,15,58,9,52
21500882,"MIN",60,0.115899305555556,0.273186440677966,4,58,16,59,10,53
21500904,"MIN",61,0.114952218430034,0.272983333333333,5,59,17,60,11,54
21500919,"MIN",62,0.114869127516779,0.271672131147541,6,60,18,61,12,55
21500926,"MIN",63,0.11463696369637,0.271032258064516,7,61,19,62,13,56
21500937,"MIN",64,0.115012987012987,0.270666666666667,8,62,20,63,14,57
21500945,"MIN",65,0.115092651757188,0.269859375,9,63,21,64,15,58
21500968,"MIN",66,0.114078616352201,0.270815384615385,10,64,22,65,16,59
21500995,"MIN",67,0.11456346749226,0.271257575757576,11,65,23,66,17,60
21501008,"MIN",68,0.115094512195122,0.269805970149254,12,66,24,67,18,61
21501024,"MIN",69,0.115294294294294,0.269558823529412,13,67,25,68,19,62
21501050,"MIN",70,0.115062130177515,0.268826086956522,14,68,26,69,20,63
21501062,"MIN",71,0.115032069970845,0.268971428571429,15,69,27,70,21,64
21501073,"MIN",72,0.115626436781609,0.267802816901408,16,70,28,71,22,65
21501087,"MIN",73,0.115484419263456,0.26725,17,71,29,72,23,66
21501101,"MIN",74,0.115374301675978,0.267,18,72,30,73,24,67
21501116,"MIN",75,0.115498622589532,0.266810810810811,19,73,31,74,25,68
21501134,"MIN",76,0.114695652173913,0.266693333333333,20,74,32,75,26,69
21501146,"MIN",77,0.114308310991957,0.267289473684211,21,75,33,76,27,70
21501163,"MIN",78,0.114521164021164,0.267714285714286,22,76,34,77,28,71
21501176,"MIN",79,0.114368146214099,0.268051282051282,23,77,35,78,29,72
21501192,"MIN",80,0.11459793814433,0.267126582278481,24,78,36,79,30,73
21501207,"MIN",81,0.11430534351145,0.268125,25,79,37,80,31,74
21501226,"MIN",82,0.113834170854271,0.267567901234568,26,80,38,81,32,75
21500017,"LAL",1,0.0954,0.358,0,0,0,0,0,0
21500031,"LAL",2,0.0954,0.358,1,1,1,1,1,1
21500045,"LAL",3,0.0732,0.325,2,2,2,2,2,2
21500059,"LAL",4,0.0768,0.304333333333333,3,3,3,3,3,3
21500077,"LAL",5,0.07455,0.276,4,4,4,4,4,4
21500095,"LAL",6,0.07948,0.2832,5,5,5,5,5,5
21500108,"LAL",7,0.0913076923076923,0.228166666666667,0,0,6,6,6,6
21500114,"LAL",8,0.0868064516129032,0.224142857142857,1,1,7,7,7,7
21500135,"LAL",9,0.0782894736842105,0.284166666666667,6,6,8,8,8,8
21500151,"LAL",10,0.0825581395348837,0.283,7,7,9,9,9,9
21500157,"LAL",11,0.0884782608695652,0.2221,2,2,10,10,10,10
21500188,"LAL",12,0.0901153846153846,0.2845,8,8,11,11,11,11
21500201,"LAL",13,0.0933859649122807,0.277333333333333,9,9,12,12,12,12
21500214,"LAL",14,0.0931451612903226,0.282,10,10,13,13,13,13
21500244,"LAL",15,0.089865671641791,0.285181818181818,11,11,14,14,14,14
21500253,"LAL",16,0.0902361111111111,0.290166666666667,12,12,15,15,15,15
21500263,"LAL",17,0.0911688311688312,0.289230769230769,13,13,16,16,16,16
21500269,"LAL",18,0.0903292682926829,0.298571428571429,14,14,17,17,17,17
21500286,"LAL",19,0.0901724137931035,0.300533333333333,15,15,18,18,18,18
21500301,"LAL",20,0.0886739130434783,0.2988125,16,16,19,19,19,19
21500308,"LAL",21,0.0823222222222222,0.298411764705882,0,17,0,20,0,20
21500325,"LAL",22,0.0823052631578947,0.299611111111111,1,18,1,21,1,21
21500342,"LAL",23,0.0824,0.298894736842105,0,19,2,22,2,20
21500349,"LAL",24,0.081752380952381,0.2955,1,20,3,23,3,21
21500370,"LAL",25,0.0821666666666667,0.292238095238095,2,21,4,24,4,22
21500385,"LAL",26,0.084646017699115,0.291954545454545,3,22,5,25,5,23
21500398,"LAL",27,0.07853,0.224375,0,0,6,26,6,24
21500422,"LAL",28,0.0844344262295082,0.279958333333333,4,23,7,27,7,25
21500435,"LAL",29,0.085488188976378,0.28464,5,24,8,28,8,26
21500440,"LAL",30,0.0824015151515152,0.288230769230769,6,25,9,29,9,27
21500455,"LAL",31,0.0815839416058394,0.287592592592593,7,26,10,30,10,28
21500458,"LAL",32,0.0809929577464789,0.290964285714286,8,27,11,31,11,29
21500476,"LAL",33,0.080687074829932,0.293586206896552,9,28,12,32,12,30
21500494,"LAL",34,0.077587786259542,0.217225806451613,1,1,13,33,13,31
21500510,"LAL",35,0.0797205882352941,0.2185,2,2,14,34,14,32
21500524,"LAL",36,0.082709219858156,0.217242424242424,3,3,15,35,15,33
21500539,"LAL",37,0.0849268292682927,0.294466666666667,10,29,16,36,16,34
21500549,"LAL",38,0.0841479289940828,0.297032258064516,11,30,17,37,17,35
21500565,"LAL",39,0.0811538461538462,0.221777777777778,4,4,18,38,18,36
21500576,"LAL",40,0.0861067415730337,0.290181818181818,12,31,19,39,19,37
21500592,"LAL",41,0.0864918032786885,0.291117647058824,13,32,20,40,20,38
21500608,"LAL",42,0.0867606382978723,0.289714285714286,14,33,21,41,21,39
21500614,"LAL",43,0.0854314720812183,0.288805555555556,0,34,20,42,22,40
21500638,"LAL",44,0.0856534653465347,0.285513513513514,1,35,21,43,23,41
21500653,"LAL",45,0.085048309178744,0.284105263157895,2,36,22,44,24,42
21500662,"LAL",46,0.0850141509433962,0.282025641025641,3,37,23,45,25,43
21500683,"LAL",47,0.081185,0.227090909090909,0,5,24,46,26,44
21500697,"LAL",48,0.0755707070707071,0.281275,0,6,25,47,38,45
21500706,"LAL",49,0.0810526315789474,0.228282608695652,1,7,26,48,27,46
21500720,"LAL",50,0.0852620087336245,0.281317073170732,4,39,27,49,28,47
21500734,"LAL",51,0.0855769230769231,0.28452380952381,5,40,28,50,29,48
21500747,"LAL",52,0.0858075313807531,0.286674418604651,6,41,29,51,30,49
21500767,"LAL",53,0.0861516393442623,0.288727272727273,7,42,30,52,50,31
21500776,"LAL",54,0.0905164319248826,0.291422222222222,0,43,31,0,32,51
21500795,"LAL",55,0.0866086956521739,0.292021739130435,8,44,32,53,52,33
21500818,"LAL",56,0.086937984496124,0.291851063829787,9,45,33,54,34,53
21500831,"LAL",57,0.0864128787878788,0.29525,17,46,34,55,22,54
21500837,"LAL",58,0.0863382899628253,0.296081632653061,18,47,35,56,55,23
21500851,"LAL",59,0.0859233576642336,0.29688,19,48,36,57,56,24
21500868,"LAL",60,0.0820117647058824,0.228103448275862,0,8,37,58,57,25
21500896,"LAL",61,0.0817730769230769,0.228186440677966,1,9,38,59,58,26
21500906,"LAL",62,0.086581881533101,0.295843137254902,20,49,39,60,59,27
21500921,"LAL",63,0.074823754789272,0.231393442622951,0,10,40,61,0,28
21500931,"LAL",64,0.0864338983050847,0.29275,21,50,41,62,60,29
21500949,"LAL",65,0.0809602649006623,0.233222222222222,0,1,42,63,61,30
21500962,"LAL",66,0.0874309210526316,0.288074074074074,22,51,43,64,62,31
21500987,"LAL",67,0.0872653721682848,0.287490909090909,23,52,44,65,63,32
21501002,"LAL",68,0.0861223776223776,0.234015151515152,3,3,45,66,64,33
21501027,"LAL",69,0.0850137457044674,0.234597014925373,4,4,46,67,65,34
21501055,"LAL",70,0.0859347826086957,0.287571428571429,24,53,47,68,66,35
21501065,"LAL",71,0.086262996941896,0.288438596491228,25,54,48,69,67,36
21501081,"LAL",72,0.0859246987951807,0.287465517241379,26,55,49,70,68,37
21501096,"LAL",73,0.0858486646884273,0.289305084745763,27,56,50,71,69,38
21501104,"LAL",74,0.0856842105263158,0.29045,28,57,51,72,70,39
21501121,"LAL",75,0.0846224783861671,0.28927868852459,29,58,52,73,71,40
21501153,"LAL",76,0.0844829545454545,0.290387096774194,30,59,53,74,72,41
21501164,"LAL",77,0.0846694677871148,0.292190476190476,31,60,54,75,73,42
21501172,"LAL",78,0.0832099447513812,0.29196875,32,61,55,76,74,43
21501184,"LAL",79,0.0829427792915531,0.292430769230769,33,62,56,77,75,44
21501195,"LAL",80,0.0833091397849462,0.293606060606061,34,63,57,78,76,45
21501209,"LAL",81,0.0833236074270557,0.296119402985075,35,64,58,79,77,46
21501228,"LAL",82,0.0827591623036649,0.297441176470588,36,65,59,80,78,47
