"game_id","team_abbreviation","team_name","game_date","matchup","wl","hometeam","awayteam","hometeam_wl","away_streak","home_streak","loss_streak","win_streak","back_to_back","attendance","game_time"
21500001,"DET","Detroit Pistons",2015-10-27,"DET @ ATL","W","ATL","DET","L",1,0,0,0,0,19187,"2:11"
21500001,"ATL","Atlanta Hawks",2015-10-27,"ATL vs. DET","L","ATL","DET","L",0,1,0,0,0,19187,"2:11"
21500002,"CLE","Cleveland Cavaliers",2015-10-27,"CLE @ CHI","L","CHI","CLE","W",1,0,0,0,0,21957,"2:22"
21500002,"CHI","Chicago Bulls",2015-10-27,"CHI vs. CLE","W","CHI","CLE","W",0,1,0,0,0,21957,"2:22"
21500003,"GSW","Golden State Warriors",2015-10-27,"GSW vs. NOP","W","GSW","NOP","W",0,1,0,0,0,19596,"2:25"
21500003,"NOP","New Orleans Pelicans",2015-10-27,"NOP @ GSW","L","GSW","NOP","W",1,0,0,0,0,19596,"2:25"
21500004,"WAS","Washington Wizards",2015-10-28,"WAS @ ORL","W","ORL","WAS","L",1,0,0,0,0,18846,"2:21"
21500004,"ORL","Orlando Magic",2015-10-28,"ORL vs. WAS","L","ORL","WAS","L",0,1,0,0,0,18846,"2:21"
21500005,"BOS","Boston Celtics",2015-10-28,"BOS vs. PHI","W","BOS","PHI","W",0,1,0,0,0,18624,"2:14"
21500005,"PHI","Philadelphia 76ers",2015-10-28,"PHI @ BOS","L","BOS","PHI","W",1,0,0,0,0,18624,"2:14"
21500006,"BKN","Brooklyn Nets",2015-10-28,"BKN vs. CHI","L","BKN","CHI","L",0,1,0,0,0,17732,"2:13"
21500006,"CHI","Chicago Bulls",2015-10-28,"CHI @ BKN","W","BKN","CHI","L",1,0,0,1,1,17732,"2:13"
21500007,"UTA","Utah Jazz",2015-10-28,"UTA @ DET","L","DET","UTA","W",1,0,0,0,0,18434,"2:19"
21500007,"DET","Detroit Pistons",2015-10-28,"DET vs. UTA","W","DET","UTA","W",0,1,0,1,1,18434,"2:19"
21500008,"MIA","Miami Heat",2015-10-28,"MIA vs. CHA","W","MIA","CHA","W",0,1,0,0,0,19724,"2:19"
21500008,"CHA","Charlotte Hornets",2015-10-28,"CHA @ MIA","L","MIA","CHA","W",1,0,0,0,0,19724,"2:19"
21500009,"TOR","Toronto Raptors",2015-10-28,"TOR vs. IND","W","TOR","IND","W",0,1,0,0,0,19800,"2:35"
21500009,"IND","Indiana Pacers",2015-10-28,"IND @ TOR","L","TOR","IND","W",1,0,0,0,0,19800,"2:35"
21500010,"DEN","Denver Nuggets",2015-10-28,"DEN @ HOU","W","HOU","DEN","L",1,0,0,0,0,18240,"2:13"
21500010,"HOU","Houston Rockets",2015-10-28,"HOU vs. DEN","L","HOU","DEN","L",0,1,0,0,0,18240,"2:13"
21500011,"CLE","Cleveland Cavaliers",2015-10-28,"CLE @ MEM","W","MEM","CLE","L",2,0,1,0,1,18119,"2:08"
21500011,"MEM","Memphis Grizzlies",2015-10-28,"MEM vs. CLE","L","MEM","CLE","L",0,1,0,0,0,18119,"2:08"
21500012,"NYK","New York Knicks",2015-10-28,"NYK @ MIL","W","MIL","NYK","L",1,0,0,0,0,18717,"2:20"
21500012,"MIL","Milwaukee Bucks",2015-10-28,"MIL vs. NYK","L","MIL","NYK","L",0,1,0,0,0,18717,"2:20"
21500013,"OKC","Oklahoma City Thunder",2015-10-28,"OKC vs. SAS","W","OKC","SAS","W",0,1,0,0,0,18203,"2:19"
21500013,"SAS","San Antonio Spurs",2015-10-28,"SAS @ OKC","L","OKC","SAS","W",1,0,0,0,0,18203,"2:19"
21500014,"DAL","Dallas Mavericks",2015-10-28,"DAL @ PHX","W","PHX","DAL","L",1,0,0,0,0,18055,"2:21"
21500014,"PHX","Phoenix Suns",2015-10-28,"PHX vs. DAL","L","PHX","DAL","L",0,1,0,0,0,18055,"2:21"
21500015,"POR","Portland Trail Blazers",2015-10-28,"POR vs. NOP","W","POR","NOP","W",0,1,0,0,0,19393,"2:07"
21500015,"NOP","New Orleans Pelicans",2015-10-28,"NOP @ POR","L","POR","NOP","W",2,0,1,0,1,19393,"2:07"
21500016,"LAC","Los Angeles Clippers",2015-10-28,"LAC @ SAC","W","SAC","LAC","L",1,0,0,0,0,17458,"2:20"
21500016,"SAC","Sacramento Kings",2015-10-28,"SAC vs. LAC","L","SAC","LAC","L",0,1,0,0,0,17458,"2:20"
21500017,"MIN","Minnesota Timberwolves",2015-10-28,"MIN @ LAL","W","LAL","MIN","L",1,0,0,0,0,18997,"2:35"
21500017,"LAL","Los Angeles Lakers",2015-10-28,"LAL vs. MIN","L","LAL","MIN","L",0,1,0,0,0,18997,"2:35"
21500018,"IND","Indiana Pacers",2015-10-29,"IND vs. MEM","L","IND","MEM","L",0,1,1,0,1,18165,"2:18"
21500018,"MEM","Memphis Grizzlies",2015-10-29,"MEM @ IND","W","IND","MEM","L",1,0,1,0,1,18165,"2:18"
21500019,"NYK","New York Knicks",2015-10-29,"NYK vs. ATL","L","NYK","ATL","L",0,1,0,1,1,19812,"2:22"
21500019,"ATL","Atlanta Hawks",2015-10-29,"ATL @ NYK","W","NYK","ATL","L",1,0,1,0,0,19812,"2:22"
21500020,"LAC","Los Angeles Clippers",2015-10-29,"LAC vs. DAL","W","LAC","DAL","W",0,1,0,1,1,19218,"2:24"
21500020,"DAL","Dallas Mavericks",2015-10-29,"DAL @ LAC","L","LAC","DAL","W",2,0,0,1,1,19218,"2:24"
21500021,"CLE","Cleveland Cavaliers",2015-10-30,"CLE vs. MIA","W","CLE","MIA","W",0,1,0,1,0,20562,"2:17"
21500021,"MIA","Miami Heat",2015-10-30,"MIA @ CLE","L","CLE","MIA","W",1,0,0,1,0,20562,"2:17"
21500022,"OKC","Oklahoma City Thunder",2015-10-30,"OKC @ ORL","W","ORL","OKC","L",1,0,0,1,0,18846,"3:07"
21500022,"ORL","Orlando Magic",2015-10-30,"ORL vs. OKC","L","ORL","OKC","L",0,2,1,0,0,18846,"3:07"
21500023,"UTA","Utah Jazz",2015-10-30,"UTA @ PHI","W","PHI","UTA","L",2,0,1,0,0,17122,"2:15"
21500023,"PHI","Philadelphia 76ers",2015-10-30,"PHI vs. UTA","L","PHI","UTA","L",0,1,1,0,0,17122,"2:15"
21500024,"BOS","Boston Celtics",2015-10-30,"BOS vs. TOR","L","BOS","TOR","L",0,2,0,1,0,16898,"2:29"
21500024,"TOR","Toronto Raptors",2015-10-30,"TOR @ BOS","W","BOS","TOR","L",1,0,0,1,0,16898,"2:29"
21500025,"DET","Detroit Pistons",2015-10-30,"DET vs. CHI","W","DET","CHI","W",0,2,0,2,0,16035,"2:33"
21500025,"CHI","Chicago Bulls",2015-10-30,"CHI @ DET","L","DET","CHI","W",2,0,0,2,0,16035,"2:33"
21500026,"ATL","Atlanta Hawks",2015-10-30,"ATL vs. CHA","W","ATL","CHA","W",0,1,0,1,1,17024,"2:19"
21500026,"CHA","Charlotte Hornets",2015-10-30,"CHA @ ATL","L","ATL","CHA","W",2,0,1,0,0,17024,"2:19"
21500027,"MIL","Milwaukee Bucks",2015-10-30,"MIL vs. WAS","L","MIL","WAS","L",0,2,1,0,0,13858,"2:30"
21500027,"WAS","Washington Wizards",2015-10-30,"WAS @ MIL","W","MIL","WAS","L",2,0,0,1,0,13858,"2:30"
21500028,"BKN","Brooklyn Nets",2015-10-30,"BKN @ SAS","L","SAS","BKN","W",1,0,1,0,0,18418,"2:07"
21500028,"SAS","San Antonio Spurs",2015-10-30,"SAS vs. BKN","W","SAS","BKN","W",0,1,1,0,0,18418,"2:07"
21500029,"MIN","Minnesota Timberwolves",2015-10-30,"MIN @ DEN","W","DEN","MIN","L",2,0,0,1,0,17660,"2:28"
21500029,"DEN","Denver Nuggets",2015-10-30,"DEN vs. MIN","L","DEN","MIN","L",0,1,0,1,0,17660,"2:28"
21500030,"GSW","Golden State Warriors",2015-10-30,"GSW @ HOU","W","HOU","GSW","L",1,0,0,1,0,18142,"2:21"
21500030,"HOU","Houston Rockets",2015-10-30,"HOU vs. GSW","L","HOU","GSW","L",0,2,1,0,0,18142,"2:21"
21500031,"LAL","Los Angeles Lakers",2015-10-30,"LAL @ SAC","L","SAC","LAL","W",1,0,1,0,0,17391,"2:14"
21500031,"SAC","Sacramento Kings",2015-10-30,"SAC vs. LAL","W","SAC","LAL","W",0,2,1,0,0,17391,"2:14"
21500032,"POR","Portland Trail Blazers",2015-10-30,"POR @ PHX","L","PHX","POR","W",1,0,0,1,0,18055,"2:39"
21500032,"PHX","Phoenix Suns",2015-10-30,"PHX vs. POR","W","PHX","POR","W",0,2,1,0,0,18055,"2:39"
21500033,"UTA","Utah Jazz",2015-10-31,"UTA @ IND","W","IND","UTA","L",3,0,0,1,1,14412,"2:13"
21500033,"IND","Indiana Pacers",2015-10-31,"IND vs. UTA","L","IND","UTA","L",0,2,2,0,0,14412,"2:13"
21500034,"NYK","New York Knicks",2015-10-31,"NYK @ WAS","W","WAS","NYK","L",1,0,1,0,0,20356,"2:38"
21500034,"WAS","Washington Wizards",2015-10-31,"WAS vs. NYK","L","WAS","NYK","L",0,1,0,2,1,20356,"2:38"
21500035,"GSW","Golden State Warriors",2015-10-31,"GSW @ NOP","W","NOP","GSW","L",2,0,0,2,1,18406,"2:11"
21500035,"NOP","New Orleans Pelicans",2015-10-31,"NOP vs. GSW","L","NOP","GSW","L",0,1,2,0,0,18406,"2:11"
21500036,"MEM","Memphis Grizzlies",2015-10-31,"MEM vs. BKN","W","MEM","BKN","W",0,1,0,1,0,16013,"2:16"
21500036,"BKN","Brooklyn Nets",2015-10-31,"BKN @ MEM","L","MEM","BKN","W",2,0,2,0,1,16013,"2:16"
21500037,"PHX","Phoenix Suns",2015-10-31,"PHX @ POR","W","POR","PHX","L",1,0,0,1,1,17906,"2:10"
21500037,"POR","Portland Trail Blazers",2015-10-31,"POR vs. PHX","L","POR","PHX","L",0,1,1,0,1,17906,"2:10"
21500038,"LAC","Los Angeles Clippers",2015-10-31,"LAC vs. SAC","W","LAC","SAC","W",0,2,0,2,0,19060,"2:35"
21500038,"SAC","Sacramento Kings",2015-10-31,"SAC @ LAC","L","LAC","SAC","W",1,0,0,1,1,19060,"2:35"
21500039,"ATL","Atlanta Hawks",2015-11-01,"ATL @ CHA","W","CHA","ATL","L",1,0,0,2,0,18691,"2:08"
21500039,"CHA","Charlotte Hornets",2015-11-01,"CHA vs. ATL","L","CHA","ATL","L",0,1,2,0,0,18691,"2:08"
21500040,"SAS","San Antonio Spurs",2015-11-01,"SAS @ BOS","W","BOS","SAS","L",1,0,0,1,0,17461,"2:13"
21500040,"BOS","Boston Celtics",2015-11-01,"BOS vs. SAS","L","BOS","SAS","L",0,3,1,0,0,17461,"2:13"
21500041,"MIA","Miami Heat",2015-11-01,"MIA vs. HOU","W","MIA","HOU","W",0,1,1,0,0,19600,"2:16"
21500041,"HOU","Houston Rockets",2015-11-01,"HOU @ MIA","L","MIA","HOU","W",1,0,2,0,0,19600,"2:16"
21500042,"MIL","Milwaukee Bucks",2015-11-01,"MIL @ TOR","L","TOR","MIL","W",1,0,2,0,0,19800,"2:07"
21500042,"TOR","Toronto Raptors",2015-11-01,"TOR vs. MIL","W","TOR","MIL","W",0,1,0,2,0,19800,"2:07"
21500043,"ORL","Orlando Magic",2015-11-01,"ORL @ CHI","L","CHI","ORL","W",1,0,2,0,0,21585,"2:10"
21500043,"CHI","Chicago Bulls",2015-11-01,"CHI vs. ORL","W","CHI","ORL","W",0,1,1,0,0,21585,"2:10"
21500044,"OKC","Oklahoma City Thunder",2015-11-01,"OKC vs. DEN","W","OKC","DEN","W",0,1,0,2,0,18203,"2:09"
21500044,"DEN","Denver Nuggets",2015-11-01,"DEN @ OKC","L","OKC","DEN","W",1,0,1,0,0,18203,"2:09"
21500045,"DAL","Dallas Mavericks",2015-11-01,"DAL @ LAL","W","LAL","DAL","L",3,0,1,0,0,18997,"2:13"
21500045,"LAL","Los Angeles Lakers",2015-11-01,"LAL vs. DAL","L","LAL","DAL","L",0,1,2,0,0,18997,"2:13"
21500046,"PHI","Philadelphia 76ers",2015-11-02,"PHI vs. CLE","L","PHI","CLE","L",0,2,2,0,0,18094,"2:17"
21500046,"CLE","Cleveland Cavaliers",2015-11-02,"CLE @ PHI","W","PHI","CLE","L",1,0,0,2,0,18094,"2:17"
21500047,"MIL","Milwaukee Bucks",2015-11-02,"MIL @ BKN","W","BKN","MIL","L",2,0,3,0,1,12576,"2:21"
21500047,"BKN","Brooklyn Nets",2015-11-02,"BKN vs. MIL","L","BKN","MIL","L",0,1,3,0,0,12576,"2:21"
21500048,"NYK","New York Knicks",2015-11-02,"NYK vs. SAS","L","NYK","SAS","L",0,1,0,1,0,19812,"2:04"
21500048,"SAS","San Antonio Spurs",2015-11-02,"SAS @ NYK","W","NYK","SAS","L",2,0,0,2,1,19812,"2:04"
21500049,"HOU","Houston Rockets",2015-11-02,"HOU vs. OKC","W","HOU","OKC","W",0,1,3,0,1,17224,"2:21"
21500049,"OKC","Oklahoma City Thunder",2015-11-02,"OKC @ HOU","L","HOU","OKC","W",1,0,0,3,1,17224,"2:21"
21500050,"POR","Portland Trail Blazers",2015-11-02,"POR @ MIN","W","MIN","POR","L",1,0,2,0,0,18903,"2:31"
21500050,"MIN","Minnesota Timberwolves",2015-11-02,"MIN vs. POR","L","MIN","POR","L",0,1,0,2,0,18903,"2:31"
21500051,"GSW","Golden State Warriors",2015-11-02,"GSW vs. MEM","W","GSW","MEM","W",0,1,0,3,0,19596,"2:09"
21500051,"MEM","Memphis Grizzlies",2015-11-02,"MEM @ GSW","L","GSW","MEM","W",1,0,0,2,0,19596,"2:09"
21500052,"LAC","Los Angeles Clippers",2015-11-02,"LAC vs. PHX","W","LAC","PHX","W",0,3,0,3,0,19060,"2:20"
21500052,"PHX","Phoenix Suns",2015-11-02,"PHX @ LAC","L","LAC","PHX","W",2,0,0,2,0,19060,"2:20"
21500053,"CHI","Chicago Bulls",2015-11-03,"CHI @ CHA","L","CHA","CHI","W",1,0,0,1,0,15136,"2:01"
21500053,"CHA","Charlotte Hornets",2015-11-03,"CHA vs. CHI","W","CHA","CHI","W",0,2,3,0,0,15136,"2:01"
21500054,"DET","Detroit Pistons",2015-11-03,"DET vs. IND","L","DET","IND","L",0,3,0,3,0,13325,"2:07"
21500054,"IND","Indiana Pacers",2015-11-03,"IND @ DET","W","DET","IND","L",1,0,3,0,0,13325,"2:07"
21500055,"ATL","Atlanta Hawks",2015-11-03,"ATL @ MIA","W","MIA","ATL","L",2,0,0,3,0,19600,"2:14"
21500055,"MIA","Miami Heat",2015-11-03,"MIA vs. ATL","L","MIA","ATL","L",0,2,0,1,0,19600,"2:14"
21500056,"ORL","Orlando Magic",2015-11-03,"ORL @ NOP","W","NOP","ORL","L",2,0,3,0,0,16876,"2:11"
21500056,"NOP","New Orleans Pelicans",2015-11-03,"NOP vs. ORL","L","NOP","ORL","L",0,2,3,0,0,16876,"2:11"
21500057,"TOR","Toronto Raptors",2015-11-03,"TOR @ DAL","W","DAL","TOR","L",1,0,0,3,0,20034,"2:22"
21500057,"DAL","Dallas Mavericks",2015-11-03,"DAL vs. TOR","L","DAL","TOR","L",0,1,0,1,0,20034,"2:22"
21500058,"MEM","Memphis Grizzlies",2015-11-03,"MEM @ SAC","W","SAC","MEM","L",2,0,1,0,1,17317,"2:17"
21500058,"SAC","Sacramento Kings",2015-11-03,"SAC vs. MEM","L","SAC","MEM","L",0,1,1,0,0,17317,"2:17"
21500059,"LAL","Los Angeles Lakers",2015-11-03,"LAL vs. DEN","L","LAL","DEN","L",0,2,3,0,0,18997,"2:17"
21500059,"DEN","Denver Nuggets",2015-11-03,"DEN @ LAL","W","LAL","DEN","L",2,0,2,0,0,18997,"2:17"
21500060,"BOS","Boston Celtics",2015-11-04,"BOS @ IND","L","IND","BOS","W",1,0,2,0,0,14022,"2:21"
21500060,"IND","Indiana Pacers",2015-11-04,"IND vs. BOS","W","IND","BOS","W",0,1,0,1,1,14022,"2:21"
21500061,"WAS","Washington Wizards",2015-11-04,"WAS vs. SAS","W","WAS","SAS","W",0,2,1,0,0,17721,"2:14"
21500061,"SAS","San Antonio Spurs",2015-11-04,"SAS @ WAS","L","WAS","SAS","W",3,0,0,3,0,17721,"2:14"
21500062,"BKN","Brooklyn Nets",2015-11-04,"BKN @ ATL","L","ATL","BKN","W",1,0,4,0,0,14044,"2:04"
21500062,"ATL","Atlanta Hawks",2015-11-04,"ATL vs. BKN","W","ATL","BKN","W",0,1,0,4,1,14044,"2:04"
21500063,"CLE","Cleveland Cavaliers",2015-11-04,"CLE vs. NYK","W","CLE","NYK","W",0,1,0,3,0,20562,"2:20"
21500063,"NYK","New York Knicks",2015-11-04,"NYK @ CLE","L","CLE","NYK","W",1,0,1,0,0,20562,"2:20"
21500064,"ORL","Orlando Magic",2015-11-04,"ORL @ HOU","L","HOU","ORL","W",3,0,0,1,1,16735,"2:40"
21500064,"HOU","Houston Rockets",2015-11-04,"HOU vs. ORL","W","HOU","ORL","W",0,2,0,1,0,16735,"2:40"
21500065,"PHI","Philadelphia 76ers",2015-11-04,"PHI @ MIL","L","MIL","PHI","W",1,0,3,0,0,12437,"2:15"
21500065,"MIL","Milwaukee Bucks",2015-11-04,"MIL vs. PHI","W","MIL","PHI","W",0,1,0,1,0,12437,"2:15"
21500066,"TOR","Toronto Raptors",2015-11-04,"TOR @ OKC","W","OKC","TOR","L",2,0,0,4,1,18203,"2:17"
21500066,"OKC","Oklahoma City Thunder",2015-11-04,"OKC vs. TOR","L","OKC","TOR","L",0,1,1,0,0,18203,"2:17"
21500067,"PHX","Phoenix Suns",2015-11-04,"PHX vs. SAC","W","PHX","SAC","W",0,1,1,0,0,16497,"2:02"
21500067,"SAC","Sacramento Kings",2015-11-04,"SAC @ PHX","L","PHX","SAC","W",1,0,2,0,1,16497,"2:02"
21500068,"POR","Portland Trail Blazers",2015-11-04,"POR @ UTA","W","UTA","POR","L",2,0,0,1,0,19911,"2:16"
21500068,"UTA","Utah Jazz",2015-11-04,"UTA vs. POR","L","UTA","POR","L",0,1,0,2,0,19911,"2:16"
21500069,"GSW","Golden State Warriors",2015-11-04,"GSW vs. LAC","W","GSW","LAC","W",0,2,0,4,0,19596,"2:36"
21500069,"LAC","Los Angeles Clippers",2015-11-04,"LAC @ GSW","L","GSW","LAC","W",1,0,0,4,0,19596,"2:36"
21500070,"OKC","Oklahoma City Thunder",2015-11-05,"OKC @ CHI","L","CHI","OKC","W",1,0,2,0,1,21861,"2:12"
21500070,"CHI","Chicago Bulls",2015-11-05,"CHI vs. OKC","W","CHI","OKC","W",0,1,1,0,0,21861,"2:12"
21500071,"MIA","Miami Heat",2015-11-05,"MIA @ MIN","W","MIN","MIA","L",1,0,1,0,0,11794,"2:13"
21500071,"MIN","Minnesota Timberwolves",2015-11-05,"MIN vs. MIA","L","MIN","MIA","L",0,2,1,0,0,11794,"2:13"
21500072,"CHA","Charlotte Hornets",2015-11-05,"CHA @ DAL","W","DAL","CHA","L",1,0,0,1,0,19635,"2:09"
21500072,"DAL","Dallas Mavericks",2015-11-05,"DAL vs. CHA","L","DAL","CHA","L",0,2,1,0,0,19635,"2:09"
21500073,"UTA","Utah Jazz",2015-11-05,"UTA @ DEN","W","DEN","UTA","L",1,0,1,0,1,9906,"2:15"
21500073,"DEN","Denver Nuggets",2015-11-05,"DEN vs. UTA","L","DEN","UTA","L",0,1,0,1,0,9906,"2:15"
21500074,"POR","Portland Trail Blazers",2015-11-05,"POR vs. MEM","W","POR","MEM","W",0,1,0,2,1,19393,"2:15"
21500074,"MEM","Memphis Grizzlies",2015-11-05,"MEM @ POR","L","POR","MEM","W",3,0,0,1,0,19393,"2:15"
21500075,"TOR","Toronto Raptors",2015-11-06,"TOR @ ORL","L","ORL","TOR","W",3,0,0,5,0,16578,"2:17"
21500075,"ORL","Orlando Magic",2015-11-06,"ORL vs. TOR","W","ORL","TOR","W",0,1,1,0,0,16578,"2:17"
21500076,"WAS","Washington Wizards",2015-11-06,"WAS @ BOS","L","BOS","WAS","W",1,0,0,1,0,18624,"2:07"
21500076,"BOS","Boston Celtics",2015-11-06,"BOS vs. WAS","W","BOS","WAS","W",0,1,3,0,0,18624,"2:07"
21500077,"BKN","Brooklyn Nets",2015-11-06,"BKN vs. LAL","L","BKN","LAL","L",0,1,5,0,0,17732,"2:25"
21500077,"LAL","Los Angeles Lakers",2015-11-06,"LAL @ BKN","W","BKN","LAL","L",1,0,4,0,0,17732,"2:25"
21500078,"CLE","Cleveland Cavaliers",2015-11-06,"CLE vs. PHI","W","CLE","PHI","W",0,2,0,4,0,20562,"2:09"
21500078,"PHI","Philadelphia 76ers",2015-11-06,"PHI @ CLE","L","CLE","PHI","W",2,0,4,0,0,20562,"2:09"
21500079,"MIL","Milwaukee Bucks",2015-11-06,"MIL @ NYK","W","NYK","MIL","L",1,0,0,2,0,19812,"2:25"
21500079,"NYK","New York Knicks",2015-11-06,"NYK vs. MIL","L","NYK","MIL","L",0,1,2,0,0,19812,"2:25"
21500080,"IND","Indiana Pacers",2015-11-06,"IND vs. MIA","W","IND","MIA","W",0,2,0,2,0,16914,"2:27"
21500080,"MIA","Miami Heat",2015-11-06,"MIA @ IND","L","IND","MIA","W",2,0,0,1,1,16914,"2:27"
21500081,"NOP","New Orleans Pelicans",2015-11-06,"NOP vs. ATL","L","NOP","ATL","L",0,3,4,0,0,16983,"2:17"
21500081,"ATL","Atlanta Hawks",2015-11-06,"ATL @ NOP","W","NOP","ATL","L",1,0,0,5,0,16983,"2:17"
21500082,"DET","Detroit Pistons",2015-11-06,"DET @ PHX","W","PHX","DET","L",1,0,1,0,0,16676,"2:16"
21500082,"PHX","Phoenix Suns",2015-11-06,"PHX vs. DET","L","PHX","DET","L",0,2,0,1,0,16676,"2:16"
21500083,"GSW","Golden State Warriors",2015-11-06,"GSW vs. DEN","W","GSW","DEN","W",0,3,0,5,0,19596,"2:12"
21500083,"DEN","Denver Nuggets",2015-11-06,"DEN @ GSW","L","GSW","DEN","W",1,0,1,0,1,19596,"2:12"
21500084,"HOU","Houston Rockets",2015-11-06,"HOU @ SAC","W","SAC","HOU","L",1,0,0,2,0,16983,"2:33"
21500084,"SAC","Sacramento Kings",2015-11-06,"SAC vs. HOU","L","SAC","HOU","L",0,1,3,0,0,16983,"2:33"
21500085,"MIN","Minnesota Timberwolves",2015-11-07,"MIN @ CHI","W","CHI","MIN","L",1,0,2,0,0,21988,"2:32"
21500085,"CHI","Chicago Bulls",2015-11-07,"CHI vs. MIN","L","CHI","MIN","L",0,2,0,1,0,21988,"2:32"
21500086,"ATL","Atlanta Hawks",2015-11-07,"ATL vs. WAS","W","ATL","WAS","W",0,1,0,6,1,18047,"2:02"
21500086,"WAS","Washington Wizards",2015-11-07,"WAS @ ATL","L","ATL","WAS","W",2,0,1,0,1,18047,"2:02"
21500087,"PHI","Philadelphia 76ers",2015-11-07,"PHI vs. ORL","L","PHI","ORL","L",0,1,5,0,1,15207,"2:26"
21500087,"ORL","Orlando Magic",2015-11-07,"ORL @ PHI","W","PHI","ORL","L",1,0,0,1,1,15207,"2:26"
21500088,"NOP","New Orleans Pelicans",2015-11-07,"NOP @ DAL","L","DAL","NOP","W",1,0,5,0,1,20454,"2:11"
21500088,"DAL","Dallas Mavericks",2015-11-07,"DAL vs. NOP","W","DAL","NOP","W",0,3,2,0,0,20454,"2:11"
21500089,"BKN","Brooklyn Nets",2015-11-07,"BKN @ MIL","L","MIL","BKN","W",1,0,6,0,1,15228,"2:04"
21500089,"MIL","Milwaukee Bucks",2015-11-07,"MIL vs. BKN","W","MIL","BKN","W",0,1,0,3,1,15228,"2:04"
21500090,"CHA","Charlotte Hornets",2015-11-07,"CHA @ SAS","L","SAS","CHA","W",2,0,0,2,0,18418,"2:09"
21500090,"SAS","San Antonio Spurs",2015-11-07,"SAS vs. CHA","W","SAS","CHA","W",0,1,1,0,0,18418,"2:09"
21500091,"UTA","Utah Jazz",2015-11-07,"UTA vs. MEM","W","UTA","MEM","W",0,1,0,1,0,19456,"2:11"
21500091,"MEM","Memphis Grizzlies",2015-11-07,"MEM @ UTA","L","UTA","MEM","W",4,0,1,0,0,19456,"2:11"
21500092,"GSW","Golden State Warriors",2015-11-07,"GSW @ SAC","W","SAC","GSW","L",1,0,0,6,1,17317,"2:07"
21500092,"SAC","Sacramento Kings",2015-11-07,"SAC vs. GSW","L","SAC","GSW","L",0,2,4,0,1,17317,"2:07"
21500093,"HOU","Houston Rockets",2015-11-07,"HOU @ LAC","W","LAC","HOU","L",2,0,0,3,1,19361,"2:28"
21500093,"LAC","Los Angeles Clippers",2015-11-07,"LAC vs. HOU","L","LAC","HOU","L",0,1,1,0,0,19361,"2:28"
21500094,"IND","Indiana Pacers",2015-11-08,"IND @ CLE","L","CLE","IND","W",1,0,0,3,0,20562,"2:20"
21500094,"CLE","Cleveland Cavaliers",2015-11-08,"CLE vs. IND","W","CLE","IND","W",0,3,0,5,0,20562,"2:20"
21500095,"NYK","New York Knicks",2015-11-08,"NYK vs. LAL","W","NYK","LAL","W",0,2,3,0,0,19812,"2:16"
21500095,"LAL","Los Angeles Lakers",2015-11-08,"LAL @ NYK","L","NYK","LAL","W",2,0,0,1,0,19812,"2:16"
21500096,"MIA","Miami Heat",2015-11-08,"MIA vs. TOR","W","MIA","TOR","W",0,1,1,0,0,19600,"2:12"
21500096,"TOR","Toronto Raptors",2015-11-08,"TOR @ MIA","L","MIA","TOR","W",4,0,1,0,0,19600,"2:12"
21500097,"OKC","Oklahoma City Thunder",2015-11-08,"OKC vs. PHX","W","OKC","PHX","W",0,1,3,0,0,18203,"2:15"
21500097,"PHX","Phoenix Suns",2015-11-08,"PHX @ OKC","L","OKC","PHX","W",1,0,1,0,0,18203,"2:15"
21500098,"DET","Detroit Pistons",2015-11-08,"DET @ POR","W","POR","DET","L",2,0,0,1,0,19393,"2:08"
21500098,"POR","Portland Trail Blazers",2015-11-08,"POR vs. DET","L","POR","DET","L",0,2,0,3,0,19393,"2:08"
21500099,"IND","Indiana Pacers",2015-11-09,"IND vs. ORL","W","IND","ORL","W",0,1,1,0,1,13104,"2:08"
21500099,"ORL","Orlando Magic",2015-11-09,"ORL @ IND","L","IND","ORL","W",2,0,0,2,0,13104,"2:08"
21500100,"PHI","Philadelphia 76ers",2015-11-09,"PHI vs. CHI","L","PHI","CHI","L",0,2,6,0,0,13879,"2:07"
21500100,"CHI","Chicago Bulls",2015-11-09,"CHI @ PHI","W","PHI","CHI","L",1,0,1,0,0,13879,"2:07"
21500101,"MIN","Minnesota Timberwolves",2015-11-09,"MIN @ ATL","W","ATL","MIN","L",2,0,0,1,0,12016,"2:06"
21500101,"ATL","Atlanta Hawks",2015-11-09,"ATL vs. MIN","L","ATL","MIN","L",0,2,0,7,0,12016,"2:06"
21500102,"POR","Portland Trail Blazers",2015-11-09,"POR @ DEN","L","DEN","POR","W",1,0,1,0,1,9153,"2:16"
21500102,"DEN","Denver Nuggets",2015-11-09,"DEN vs. POR","W","DEN","POR","W",0,1,2,0,0,9153,"2:16"
21500103,"SAS","San Antonio Spurs",2015-11-09,"SAS @ SAC","W","SAC","SAS","L",1,0,0,1,0,17317,"2:04"
21500103,"SAC","Sacramento Kings",2015-11-09,"SAC vs. SAS","L","SAC","SAS","L",0,3,5,0,0,17317,"2:04"
21500104,"GSW","Golden State Warriors",2015-11-09,"GSW vs. DET","W","GSW","DET","W",0,1,0,7,0,19596,"2:04"
21500104,"DET","Detroit Pistons",2015-11-09,"DET @ GSW","L","GSW","DET","W",3,0,0,2,1,19596,"2:04"
21500105,"MEM","Memphis Grizzlies",2015-11-09,"MEM @ LAC","L","LAC","MEM","W",5,0,2,0,0,19060,"2:41"
